county,precinct,office,district,party,candidate,votes,absentee/mail,provisional,election_day
Westmoreland,LIGONIER TOWNSHIP NORTH LIGONIER,Attorney General,,CST,Justin L. Magill,4,1,0,3
Westmoreland,LIGONIER TOWNSHIP SOUTH LIGONIER,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,LIGONIER TOWNSHIP WATERFORD,Attorney General,,CST,Justin L. Magill,4,1,0,3
Westmoreland,LIGONIER TOWNSHIP WILPEN,Attorney General,,CST,Justin L. Magill,0,0,0,0
Westmoreland,LOWER BURRELL 1-1,Attorney General,,CST,Justin L. Magill,8,1,0,7
Westmoreland,LOWER BURRELL 1-2,Attorney General,,CST,Justin L. Magill,11,3,0,8
Westmoreland,LOWER BURRELL 2-1,Attorney General,,CST,Justin L. Magill,5,0,1,4
Westmoreland,LOWER BURRELL 2-2,Attorney General,,CST,Justin L. Magill,3,0,0,3
Westmoreland,LOWER BURRELL 2-3,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,LOWER BURRELL 3-1,Attorney General,,CST,Justin L. Magill,16,2,0,14
Westmoreland,LOWER BURRELL 3-2,Attorney General,,CST,Justin L. Magill,1,0,0,1
Westmoreland,LOWER BURRELL 4-1,Attorney General,,CST,Justin L. Magill,4,0,0,4
Westmoreland,LOWER BURRELL 4-2,Attorney General,,CST,Justin L. Magill,5,0,0,5
Westmoreland,LOYALHANNA TOWNSHIP NO 1,Attorney General,,CST,Justin L. Magill,4,0,0,4
Westmoreland,LOYALHANNA TOWNSHIP NO 2,Attorney General,,CST,Justin L. Magill,3,0,0,3
Westmoreland,MADISON BORO,Attorney General,,CST,Justin L. Magill,1,0,0,1
Westmoreland,MANOR BORO,Attorney General,,CST,Justin L. Magill,11,4,0,7
Westmoreland,MONESSEN 1-1,Attorney General,,CST,Justin L. Magill,1,0,0,1
Westmoreland,MONESSEN 1-2,Attorney General,,CST,Justin L. Magill,0,0,0,0
Westmoreland,MONESSEN 1-3,Attorney General,,CST,Justin L. Magill,1,0,0,1
Westmoreland,MONESSEN 1-4,Attorney General,,CST,Justin L. Magill,6,1,0,5
Westmoreland,MONESSEN 1-5,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,MONESSEN 2-1,Attorney General,,CST,Justin L. Magill,0,0,0,0
Westmoreland,MONESSEN 2-2,Attorney General,,CST,Justin L. Magill,0,0,0,0
Westmoreland,MONESSEN 2-3,Attorney General,,CST,Justin L. Magill,0,0,0,0
Westmoreland,MONESSEN 3-2,Attorney General,,CST,Justin L. Magill,0,0,0,0
Westmoreland,MONESSEN 3-3,Attorney General,,CST,Justin L. Magill,0,0,0,0
Westmoreland,MONESSEN 3-4,Attorney General,,CST,Justin L. Magill,1,1,0,0
Westmoreland,MONESSEN 4-2,Attorney General,,CST,Justin L. Magill,4,1,0,3
Westmoreland,MONESSEN 4-3,Attorney General,,CST,Justin L. Magill,4,0,0,4
Westmoreland,MT. PLEASANT BORO 1ST WARD,Attorney General,,CST,Justin L. Magill,5,0,0,5
Westmoreland,MT. PLEASANT BORO 2ND WARD,Attorney General,,CST,Justin L. Magill,4,0,0,4
Westmoreland,MT. PLEASANT BORO 3RD WARD,Attorney General,,CST,Justin L. Magill,5,0,0,5
Westmoreland,MT. PLEASANT TOWNSHIP BRIDGEPORT,Attorney General,,CST,Justin L. Magill,5,1,0,4
Westmoreland,MT. PLEASANT TOWNSHIP DUNCAN,Attorney General,,CST,Justin L. Magill,2,1,0,1
Westmoreland,MT. PLEASANT TOWNSHIP HECLA,Attorney General,,CST,Justin L. Magill,4,1,0,3
Westmoreland,MT. PLEASANT TOWNSHIP LAUREL RUN,Attorney General,,CST,Justin L. Magill,6,0,0,6
Westmoreland,MT. PLEASANT TOWNSHIP MAMMOTH,Attorney General,,CST,Justin L. Magill,1,0,0,1
Westmoreland,MT. PLEASANT TOWNSHIP PLEASANT VALLEY,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,MT. PLEASANT TOWNSHIP RIDGEVIEW,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,MT. PLEASANT TOWNSHIP SPRING GARDEN,Attorney General,,CST,Justin L. Magill,6,0,0,6
Westmoreland,MT. PLEASANT TOWNSHIP UNITED,Attorney General,,CST,Justin L. Magill,1,0,0,1
Westmoreland,MT. PLEASANT TOWNSHIP WESTMORELAND HOMESTEADS,Attorney General,,CST,Justin L. Magill,9,0,0,9
Westmoreland,MURRYSVILLE EAST MANORDALE,Attorney General,,CST,Justin L. Magill,6,0,0,6
Westmoreland,MURRYSVILLE EAST MURRYSVILLE,Attorney General,,CST,Justin L. Magill,4,0,0,4
Westmoreland,MURRYSVILLE MANORDALE,Attorney General,,CST,Justin L. Magill,8,3,0,5
Westmoreland,MURRYSVILLE NEWLONSBURG 1,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,MURRYSVILLE NEWLONSBURG 2,Attorney General,,CST,Justin L. Magill,5,2,0,3
Westmoreland,MURRYSVILLE SARDIS 1,Attorney General,,CST,Justin L. Magill,2,1,0,1
Westmoreland,MURRYSVILLE SARDIS 2,Attorney General,,CST,Justin L. Magill,7,1,0,6
Westmoreland,MURRYSVILLE SOUTH MURRYSVILLE,Attorney General,,CST,Justin L. Magill,4,1,0,3
Westmoreland,MURRYSVILLE WEST MURRYSVILLE,Attorney General,,CST,Justin L. Magill,8,1,0,7
Westmoreland,NEW ALEXANDRIA BORO,Attorney General,,CST,Justin L. Magill,1,0,0,1
Westmoreland,NEW FLORENCE BORO,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,NEW KENSINGTON 2ND WARD,Attorney General,,CST,Justin L. Magill,0,0,0,0
Westmoreland,NEW KENSINGTON 3-1,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,NEW KENSINGTON 3-2,Attorney General,,CST,Justin L. Magill,3,0,0,3
Westmoreland,NEW KENSINGTON 3-3,Attorney General,,CST,Justin L. Magill,5,0,0,5
Westmoreland,NEW KENSINGTON 3-4,Attorney General,,CST,Justin L. Magill,4,0,0,4
Westmoreland,NEW KENSINGTON 4-1,Attorney General,,CST,Justin L. Magill,1,1,0,0
Westmoreland,NEW KENSINGTON 4-2,Attorney General,,CST,Justin L. Magill,5,2,0,3
Westmoreland,NEW KENSINGTON 4-3,Attorney General,,CST,Justin L. Magill,5,1,0,4
Westmoreland,NEW KENSINGTON 4-4,Attorney General,,CST,Justin L. Magill,8,2,0,6
Westmoreland,NEW KENSINGTON 4-5,Attorney General,,CST,Justin L. Magill,0,0,0,0
Westmoreland,NEW KENSINGTON 5TH WARD,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,NEW KENSINGTON 6TH WARD,Attorney General,,CST,Justin L. Magill,0,0,0,0
Westmoreland,NEW KENSINGTON 7-1,Attorney General,,CST,Justin L. Magill,1,0,0,1
Westmoreland,NEW KENSINGTON 7-2,Attorney General,,CST,Justin L. Magill,5,1,0,4
Westmoreland,NEW STANTON BORO,Attorney General,,CST,Justin L. Magill,11,0,0,11
Westmoreland,NORTH BELLE VERNON 1ST DISTRICT,Attorney General,,CST,Justin L. Magill,4,1,0,3
Westmoreland,NORTH BELLE VERNON 2ND DISTRICT,Attorney General,,CST,Justin L. Magill,5,2,0,3
Westmoreland,NORTH HUNTINGDON TOWNSHIP 1-1,Attorney General,,CST,Justin L. Magill,8,1,0,7
Westmoreland,NORTH HUNTINGDON TOWNSHIP 1-2,Attorney General,,CST,Justin L. Magill,0,0,0,0
Westmoreland,NORTH HUNTINGDON TOWNSHIP 1-3,Attorney General,,CST,Justin L. Magill,9,1,0,8
Westmoreland,NORTH HUNTINGDON TOWNSHIP 1-4,Attorney General,,CST,Justin L. Magill,1,0,0,1
Westmoreland,NORTH HUNTINGDON TOWNSHIP 2-1,Attorney General,,CST,Justin L. Magill,3,2,0,1
Westmoreland,NORTH HUNTINGDON TOWNSHIP 2-2,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,NORTH HUNTINGDON TOWNSHIP 2-3,Attorney General,,CST,Justin L. Magill,5,1,0,4
Westmoreland,NORTH HUNTINGDON TOWNSHIP 3-1,Attorney General,,CST,Justin L. Magill,4,0,0,4
Westmoreland,NORTH HUNTINGDON TOWNSHIP 3-2,Attorney General,,CST,Justin L. Magill,10,1,0,9
Westmoreland,NORTH HUNTINGDON TOWNSHIP 4-1,Attorney General,,CST,Justin L. Magill,7,1,0,6
Westmoreland,NORTH HUNTINGDON TOWNSHIP 4-2,Attorney General,,CST,Justin L. Magill,6,0,0,6
Westmoreland,NORTH HUNTINGDON TOWNSHIP 4-3,Attorney General,,CST,Justin L. Magill,3,1,0,2
Westmoreland,NORTH HUNTINGDON TOWNSHIP 4-4,Attorney General,,CST,Justin L. Magill,3,1,0,2
Westmoreland,NORTH HUNTINGDON TOWNSHIP 5-1,Attorney General,,CST,Justin L. Magill,3,0,0,3
Westmoreland,NORTH HUNTINGDON TOWNSHIP 5-2,Attorney General,,CST,Justin L. Magill,7,2,0,5
Westmoreland,NORTH HUNTINGDON TOWNSHIP 5-3,Attorney General,,CST,Justin L. Magill,7,1,0,6
Westmoreland,NORTH HUNTINGDON TOWNSHIP 6-1,Attorney General,,CST,Justin L. Magill,1,0,0,1
Westmoreland,NORTH HUNTINGDON TOWNSHIP 6-2,Attorney General,,CST,Justin L. Magill,5,1,1,3
Westmoreland,NORTH HUNTINGDON TOWNSHIP 6-3,Attorney General,,CST,Justin L. Magill,10,0,0,10
Westmoreland,NORTH HUNTINGDON TOWNSHIP 6-4,Attorney General,,CST,Justin L. Magill,4,0,0,4
Westmoreland,NORTH HUNTINGDON TOWNSHIP 7-1,Attorney General,,CST,Justin L. Magill,3,1,0,2
Westmoreland,NORTH HUNTINGDON TOWNSHIP 7-2,Attorney General,,CST,Justin L. Magill,3,1,0,2
Westmoreland,NORTH HUNTINGDON TOWNSHIP 7-3,Attorney General,,CST,Justin L. Magill,5,1,0,4
Westmoreland,NORTH HUNTINGDON TOWNSHIP 7-4,Attorney General,,CST,Justin L. Magill,1,0,0,1
Westmoreland,NORTH IRWIN BORO,Attorney General,,CST,Justin L. Magill,7,0,0,7
Westmoreland,OKLAHOMA BORO,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,PENN BORO,Attorney General,,CST,Justin L. Magill,1,0,0,1
Westmoreland,PENN TOWNSHIP 1-1,Attorney General,,CST,Justin L. Magill,5,0,0,5
Westmoreland,PENN TOWNSHIP 1-2,Attorney General,,CST,Justin L. Magill,5,2,0,3
Westmoreland,PENN TOWNSHIP 2-1,Attorney General,,CST,Justin L. Magill,6,2,0,4
Westmoreland,PENN TOWNSHIP 2-2,Attorney General,,CST,Justin L. Magill,9,1,0,8
Westmoreland,PENN TOWNSHIP 3-1,Attorney General,,CST,Justin L. Magill,4,1,0,3
Westmoreland,PENN TOWNSHIP 3-2,Attorney General,,CST,Justin L. Magill,7,2,0,5
Westmoreland,PENN TOWNSHIP 4-1,Attorney General,,CST,Justin L. Magill,14,3,1,10
Westmoreland,PENN TOWNSHIP 4-2,Attorney General,,CST,Justin L. Magill,3,2,0,1
Westmoreland,PENN TOWNSHIP 5-1,Attorney General,,CST,Justin L. Magill,3,0,0,3
Westmoreland,PENN TOWNSHIP 5-2,Attorney General,,CST,Justin L. Magill,5,2,0,3
Westmoreland,PENN TOWNSHIP 5-3,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,ROSTRAVER TOWNSHIP COLLINSBURG,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,ROSTRAVER TOWNSHIP CONCORD,Attorney General,,CST,Justin L. Magill,4,0,0,4
Westmoreland,ROSTRAVER TOWNSHIP CROSS ROADS,Attorney General,,CST,Justin L. Magill,4,1,0,3
Westmoreland,ROSTRAVER TOWNSHIP FELLSBURG,Attorney General,,CST,Justin L. Magill,8,3,0,5
Westmoreland,ROSTRAVER TOWNSHIP LYNNWOOD,Attorney General,,CST,Justin L. Magill,1,1,0,0
Westmoreland,ROSTRAVER TOWNSHIP PRICEDALE,Attorney General,,CST,Justin L. Magill,1,0,0,1
Westmoreland,ROSTRAVER TOWNSHIP VAN METER,Attorney General,,CST,Justin L. Magill,0,0,0,0
Westmoreland,ROSTRAVER TOWNSHIP WEBSTER,Attorney General,,CST,Justin L. Magill,5,1,0,4
Westmoreland,SALEM TOWNSHIP FIVE POINTS,Attorney General,,CST,Justin L. Magill,6,0,0,6
Westmoreland,SALEM TOWNSHIP HUGUS,Attorney General,,CST,Justin L. Magill,0,0,0,0
Westmoreland,SALEM TOWNSHIP MECHLINGS,Attorney General,,CST,Justin L. Magill,4,0,0,4
Westmoreland,SALEM TOWNSHIP NEW SALEM,Attorney General,,CST,Justin L. Magill,5,0,0,5
Westmoreland,SALEM TOWNSHIP SLICKVILLE,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,SALEM TOWNSHIP STEELES,Attorney General,,CST,Justin L. Magill,5,0,0,5
Westmoreland,SALEM TOWNSHIP TREES MILLS,Attorney General,,CST,Justin L. Magill,9,1,0,8
Westmoreland,SCOTTDALE 1ST WARD,Attorney General,,CST,Justin L. Magill,4,2,0,2
Westmoreland,SCOTTDALE 2ND WARD,Attorney General,,CST,Justin L. Magill,1,0,0,1
Westmoreland,SCOTTDALE 3RD WARD,Attorney General,,CST,Justin L. Magill,3,0,0,3
Westmoreland,SCOTTDALE 4TH WARD,Attorney General,,CST,Justin L. Magill,4,0,0,4
Westmoreland,SEWARD BORO,Attorney General,,CST,Justin L. Magill,2,2,0,0
Westmoreland,SEWICKLEY TOWNSHIP EAST HERMINIE,Attorney General,,CST,Justin L. Magill,3,1,0,2
Westmoreland,SEWICKLEY TOWNSHIP LOWBER,Attorney General,,CST,Justin L. Magill,3,0,0,3
Westmoreland,SEWICKLEY TOWNSHIP RILLTON,Attorney General,,CST,Justin L. Magill,3,0,0,3
Westmoreland,SEWICKLEY TOWNSHIP SEWICKLEY,Attorney General,,CST,Justin L. Magill,7,0,0,7
Westmoreland,SEWICKLEY TOWNSHIP WEST HERMINIE,Attorney General,,CST,Justin L. Magill,9,1,1,7
Westmoreland,SEWICKLEY TOWNSHIP WHYEL,Attorney General,,CST,Justin L. Magill,1,0,0,1
Westmoreland,SMITHTON BORO,Attorney General,,CST,Justin L. Magill,4,0,0,4
Westmoreland,SOUTH GREENSBURG 1ST DISTRICT,Attorney General,,CST,Justin L. Magill,5,1,0,4
Westmoreland,SOUTH GREENSBURG 2ND DISTRICT,Attorney General,,CST,Justin L. Magill,9,0,0,9
Westmoreland,SOUTH HUNTINGDON TOWNSHIP HIXON,Attorney General,,CST,Justin L. Magill,0,0,0,0
Westmoreland,SOUTH HUNTINGDON TOWNSHIP JACOBS CREEK,Attorney General,,CST,Justin L. Magill,1,0,0,1
Westmoreland,SOUTH HUNTINGDON TOWNSHIP MINERAL,Attorney General,,CST,Justin L. Magill,1,0,0,1
Westmoreland,SOUTH HUNTINGDON TOWNSHIP PORT ROYAL,Attorney General,,CST,Justin L. Magill,0,0,0,0
Westmoreland,SOUTH HUNTINGDON TOWNSHIP SOUTH HUNTINGDON,Attorney General,,CST,Justin L. Magill,7,2,0,5
Westmoreland,SOUTH HUNTINGDON TOWNSHIP WAYNE,Attorney General,,CST,Justin L. Magill,4,0,0,4
Westmoreland,SOUTH HUNTINGDON TOWNSHIP WYANO,Attorney General,,CST,Justin L. Magill,2,1,0,1
Westmoreland,SOUTH HUNTINGDON TOWNSHIP YUKON,Attorney General,,CST,Justin L. Magill,7,1,0,6
Westmoreland,SOUTHWEST GREENSBURG 1ST DISTRICT,Attorney General,,CST,Justin L. Magill,6,0,0,6
Westmoreland,SOUTHWEST GREENSBURG 2ND DISTRICT,Attorney General,,CST,Justin L. Magill,5,0,0,5
Westmoreland,ST. CLAIR TOWNSHIP SEWARD,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,ST. CLAIR TOWNSHIP ST. CLAIR,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,SUTERSVILLE BORO,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,TRAFFORD BORO DISTRICT 1,Attorney General,,CST,Justin L. Magill,9,2,0,7
Westmoreland,TRAFFORD BORO DISTRICT 2,Attorney General,,CST,Justin L. Magill,6,0,0,6
Westmoreland,UNITY TOWNSHIP BAGGALEY,Attorney General,,CST,Justin L. Magill,5,1,0,4
Westmoreland,UNITY TOWNSHIP BEATTY,Attorney General,,CST,Justin L. Magill,6,2,0,4
Westmoreland,UNITY TOWNSHIP CRABTREE,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,UNITY TOWNSHIP DENNISON,Attorney General,,CST,Justin L. Magill,18,7,0,11
Westmoreland,UNITY TOWNSHIP DOROTHY,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,UNITY TOWNSHIP GRAVEL HILL,Attorney General,,CST,Justin L. Magill,5,0,0,5
Westmoreland,UNITY TOWNSHIP KUHNS,Attorney General,,CST,Justin L. Magill,5,3,0,2
Westmoreland,UNITY TOWNSHIP LLOYDSVILLE,Attorney General,,CST,Justin L. Magill,2,1,0,1
Westmoreland,UNITY TOWNSHIP MARGUERITE,Attorney General,,CST,Justin L. Magill,7,1,0,6
Westmoreland,UNITY TOWNSHIP MUTUAL,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,UNITY TOWNSHIP PLEASANT UNITY,Attorney General,,CST,Justin L. Magill,1,0,0,1
Westmoreland,UNITY TOWNSHIP ROBLE,Attorney General,,CST,Justin L. Magill,1,0,0,1
Westmoreland,UNITY TOWNSHIP WHITNEY,Attorney General,,CST,Justin L. Magill,5,0,0,5
Westmoreland,UPPER BURRELL TOWNSHIP NO 1,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,UPPER BURRELL TOWNSHIP NO 2,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,VANDERGRIFT 1ST WARD,Attorney General,,CST,Justin L. Magill,4,0,0,4
Westmoreland,VANDERGRIFT 2ND WARD,Attorney General,,CST,Justin L. Magill,2,1,0,1
Westmoreland,VANDERGRIFT 3RD WARD,Attorney General,,CST,Justin L. Magill,3,0,0,3
Westmoreland,VANDERGRIFT 4TH WARD,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,VANDERGRIFT 5TH WARD,Attorney General,,CST,Justin L. Magill,1,0,0,1
Westmoreland,VANDERGRIFT 6TH WARD,Attorney General,,CST,Justin L. Magill,4,0,0,4
Westmoreland,WASHINGTON TOWNSHIP BEAMERS,Attorney General,,CST,Justin L. Magill,8,0,0,8
Westmoreland,WASHINGTON TOWNSHIP NORTH WASHINGTON,Attorney General,,CST,Justin L. Magill,6,0,0,6
Westmoreland,WASHINGTON TOWNSHIP OAKLAND CROSS ROADS,Attorney General,,CST,Justin L. Magill,5,1,0,4
Westmoreland,WASHINGTON TOWNSHIP PAULTON,Attorney General,,CST,Justin L. Magill,6,0,0,6
Westmoreland,WEST LEECHBURG BORO,Attorney General,,CST,Justin L. Magill,7,2,0,5
Westmoreland,WEST NEWTON BORO 1ST WARD,Attorney General,,CST,Justin L. Magill,0,0,0,0
Westmoreland,WEST NEWTON BORO 2ND WARD,Attorney General,,CST,Justin L. Magill,4,1,0,3
Westmoreland,WEST NEWTON BORO 3RD WARD,Attorney General,,CST,Justin L. Magill,4,0,0,4
Westmoreland,YOUNGSTOWN BORO,Attorney General,,CST,Justin L. Magill,2,0,0,2
Westmoreland,YOUNGWOOD BORO 1ST DISTRICT,Attorney General,,CST,Justin L. Magill,7,2,0,5
Westmoreland,YOUNGWOOD BORO 2ND DISTRICT,Attorney General,,CST,Justin L. Magill,3,0,0,3
Westmoreland,YOUNGWOOD BORO 3RD DISTRICT,Attorney General,,CST,Justin L. Magill,3,1,0,2
Westmoreland,ADAMSBURG BORO,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,ALLEGHENY TOWNSHIP #1 SHEARERS,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Westmoreland,ALLEGHENY TOWNSHIP #2 MCKEES,Attorney General,,FWD,Eric L. Settle,3,0,0,3
Westmoreland,ALLEGHENY TOWNSHIP #3 SOBERS,Attorney General,,FWD,Eric L. Settle,4,0,0,4
Westmoreland,ALLEGHENY TOWNSHIP #4 STEWARTS,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,ALLEGHENY TOWNSHIP #5 BELLVUE,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Westmoreland,ARNOLD 1-1,Attorney General,,FWD,Eric L. Settle,2,0,0,2
Westmoreland,ARNOLD 1-2,Attorney General,,FWD,Eric L. Settle,3,0,1,2
Westmoreland,ARNOLD 2-1,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,ARNOLD 2-2,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,ARNOLD 2-3,Attorney General,,FWD,Eric L. Settle,3,0,0,3
Westmoreland,ARONA BORO,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Westmoreland,AVONMORE BORO,Attorney General,,FWD,Eric L. Settle,2,0,0,2
Westmoreland,BELL TOWNSHIP PERRYSVILLE,Attorney General,,FWD,Eric L. Settle,2,0,0,2
Westmoreland,BELL TOWNSHIP ROARING RUN,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,BELL TOWNSHIP SALINA,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,BOLIVAR BORO,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Westmoreland,COOK TOWNSHIP,Attorney General,,FWD,Eric L. Settle,2,1,0,1
Westmoreland,DELMONT BORO,Attorney General,,FWD,Eric L. Settle,2,1,0,1
Westmoreland,DERRY BORO 1ST WARD,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,DERRY BORO 2ND WARD,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,DERRY BORO 3RD WARD,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Westmoreland,DERRY BORO 4TH WARD,Attorney General,,FWD,Eric L. Settle,1,1,0,0
Westmoreland,DERRY TOWNSHIP ALTERS,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,DERRY TOWNSHIP BRADENVILLE,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Westmoreland,DERRY TOWNSHIP COKEVILLE,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Westmoreland,DERRY TOWNSHIP COOPERSTOWN,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,DERRY TOWNSHIP KINGSTON,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,DERRY TOWNSHIP LOYALHANNA,Attorney General,,FWD,Eric L. Settle,2,0,0,2
Westmoreland,DERRY TOWNSHIP MILLWOOD,Attorney General,,FWD,Eric L. Settle,3,1,0,2
Westmoreland,DERRY TOWNSHIP NEW DERRY,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Westmoreland,DERRY TOWNSHIP PEANUT,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Westmoreland,DERRY TOWNSHIP SAXMAN,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,DERRY TOWNSHIP SCALP LEVEL,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Westmoreland,DERRY TOWNSHIP SIMPSONS,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,DERRY TOWNSHIP TORRANCE,Attorney General,,FWD,Eric L. Settle,3,2,0,1
Westmoreland,DONEGAL BORO,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,DONEGAL TOWNSHIP FOUR MILE RUN,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Westmoreland,DONEGAL TOWNSHIP INDIAN CREEK,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,EAST HUNTINGDON TOWNSHIP BESSEMER #1,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Westmoreland,EAST HUNTINGDON TOWNSHIP BESSEMER #2,Attorney General,,FWD,Eric L. Settle,4,2,0,2
Westmoreland,EAST HUNTINGDON TOWNSHIP RUFFSDALE,Attorney General,,FWD,Eric L. Settle,3,0,1,2
Westmoreland,EAST HUNTINGDON TOWNSHIP STONERS,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,EAST HUNTINGDON TOWNSHIP STROHMS,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,EAST HUNTINGDON TOWNSHIP WHITES,Attorney General,,FWD,Eric L. Settle,3,0,0,3
Westmoreland,EAST VANDERGRIFT BORO,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,EXPORT BORO,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Westmoreland,FAIRFIELD TOWNSHIP FAIRFIELD,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Westmoreland,FAIRFIELD TOWNSHIP NORTH FAIRFIELD,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Westmoreland,FAIRFIELD TOWNSHIP SOUTH FAIRFIELD,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,GREENSBURG 1-1,Attorney General,,FWD,Eric L. Settle,1,1,0,0
Westmoreland,GREENSBURG 1-2,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,GREENSBURG 2-1,Attorney General,,FWD,Eric L. Settle,2,0,0,2
Westmoreland,GREENSBURG 2-2,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,GREENSBURG 2-3,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,GREENSBURG 2-4,Attorney General,,FWD,Eric L. Settle,2,0,0,2
Westmoreland,GREENSBURG 3RD WARD,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Westmoreland,GREENSBURG 4-1,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Westmoreland,GREENSBURG 5-1,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Westmoreland,GREENSBURG 5-2,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Westmoreland,GREENSBURG 6TH WARD,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,GREENSBURG 7-1,Attorney General,,FWD,Eric L. Settle,1,1,0,0
Westmoreland,GREENSBURG 7-2,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,GREENSBURG 8-1,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,GREENSBURG 8-2,Attorney General,,FWD,Eric L. Settle,1,0,0,1
Westmoreland,HEMPFIELD TOWNSHIP #1 FOXHILL,Attorney General,,FWD,Eric L. Settle,4,1,1,2
Westmoreland,HEMPFIELD TOWNSHIP #2 ALWINE,Attorney General,,FWD,Eric L. Settle,7,4,0,3
Westmoreland,HEMPFIELD TOWNSHIP #3 MAPLEWOOD,Attorney General,,FWD,Eric L. Settle,6,2,0,4
Westmoreland,HEMPFIELD TOWNSHIP #4 CARBON,Attorney General,,FWD,Eric L. Settle,4,1,0,3
Westmoreland,HEMPFIELD TOWNSHIP #5 WENDEL-HERMINIE,Attorney General,,FWD,Eric L. Settle,2,1,0,1
Westmoreland,HEMPFIELD TOWNSHIP #6 LUXOR,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,HEMPFIELD TOWNSHIP #7 HANNASTOWN,Attorney General,,FWD,Eric L. Settle,0,0,0,0
Westmoreland,HEMPFIELD TOWNSHIP #8 BOVARD,Attorney General,,FWD,Eric L. Settle,3,1,1,1
Westmoreland,HEMPFIELD TOWNSHIP EAST ADAMSBURG,Attorney General,,FWD,Eric L. Settle,4,1,0,3
