county,precinct,office,district,candidate,party,votes,election_day,mail,provisional
Perry,LIVERPOOL TOWNSHIP,Attorney General,,Over Votes,,0,,,
Perry,LIVERPOOL TOWNSHIP,Attorney General,,Under Votes,,8,,,
Perry,LIVERPOOL TOWNSHIP,Auditor General,,TIM DEFOOR,REP,486,436,49,1
Perry,LIVERPOOL TOWNSHIP,Auditor General,,MALCOLM KENYATTA,DEM,120,60,60,0
Perry,LIVERPOOL TOWNSHIP,Auditor General,,REECE SMITH,LIB,13,7,6,0
Perry,LIVERPOOL TOWNSHIP,Auditor General,,BOB GOODRICH,CST,5,5,0,0
Perry,LIVERPOOL TOWNSHIP,Auditor General,,ERIC K ANTON,ASP,1,1,0,0
Perry,LIVERPOOL TOWNSHIP,Auditor General,,Write-ins,,0,0,0,0
Perry,LIVERPOOL TOWNSHIP,Auditor General,,Over Votes,,0,,,
Perry,LIVERPOOL TOWNSHIP,Auditor General,,Under Votes,,14,,,
Perry,LIVERPOOL TOWNSHIP,State Treasurer,,STACY GARRITY,REP,489,437,51,1
Perry,LIVERPOOL TOWNSHIP,State Treasurer,,ERIN MCCLELLAND,DEM,123,61,62,0
Perry,LIVERPOOL TOWNSHIP,State Treasurer,,NICKOLAS CIESIELSKI,LIB,8,6,2,0
Perry,LIVERPOOL TOWNSHIP,State Treasurer,,TROY BOWMAN,CST,5,4,1,0
Perry,LIVERPOOL TOWNSHIP,State Treasurer,,CHRIS FOSTER,FWD,0,0,0,0
Perry,LIVERPOOL TOWNSHIP,State Treasurer,,Write-ins,,0,0,0,0
Perry,LIVERPOOL TOWNSHIP,State Treasurer,,Over Votes,,0,,,
Perry,LIVERPOOL TOWNSHIP,State Treasurer,,Under Votes,,14,,,
Perry,LIVERPOOL TOWNSHIP,U.S. House,13,JOHN JOYCE,REP,475,431,43,1
Perry,LIVERPOOL TOWNSHIP,U.S. House,13,BETH FARNHAM,DEM,149,76,73,0
Perry,LIVERPOOL TOWNSHIP,U.S. House,13,Write-ins,,1,1,0,0
Perry,LIVERPOOL TOWNSHIP,U.S. House,13,Over Votes,,0,,,
Perry,LIVERPOOL TOWNSHIP,U.S. House,13,Under Votes,,14,,,
Perry,LIVERPOOL TOWNSHIP,State House,86,PERRY A STAMBAUGH,REP,523,448,74,1
Perry,LIVERPOOL TOWNSHIP,State House,86,Write-ins,,14,10,4,0
Perry,LIVERPOOL TOWNSHIP,State House,86,Over Votes,,0,,,
Perry,LIVERPOOL TOWNSHIP,State House,86,Under Votes,,102,,,
Perry,MADISON TOWNSHIP,Registered Voters,,,,558,,,
Perry,MADISON TOWNSHIP,Ballots Cast,,,,465,,,
Perry,MADISON TOWNSHIP,President,,DONALD J TRUMP,REP,383,351,32,0
Perry,MADISON TOWNSHIP,President,,KAMALA D HARRIS,DEM,76,47,28,1
Perry,MADISON TOWNSHIP,President,,CHASE OLIVER,LIB,1,1,0,0
Perry,MADISON TOWNSHIP,President,,JILL STEIN,GRN,1,1,0,0
Perry,MADISON TOWNSHIP,President,,Write-ins,,1,0,1,0
Perry,MADISON TOWNSHIP,President,,Over Votes,,0,,,
Perry,MADISON TOWNSHIP,President,,Under Votes,,3,,,
Perry,MADISON TOWNSHIP,U.S. Senate,,DAVE MCCORMICK,REP,366,335,31,0
Perry,MADISON TOWNSHIP,U.S. Senate,,ROBERT P CASEY JR,DEM,81,50,30,1
Perry,MADISON TOWNSHIP,U.S. Senate,,JOHN C THOMAS,LIB,10,9,1,0
Perry,MADISON TOWNSHIP,U.S. Senate,,LEILA HAZOU,GRN,2,2,0,0
Perry,MADISON TOWNSHIP,U.S. Senate,,MARTY SELKER,CST,1,1,0,0
Perry,MADISON TOWNSHIP,U.S. Senate,,Write-ins,,0,0,0,0
Perry,MADISON TOWNSHIP,U.S. Senate,,Over Votes,,0,,,
Perry,MADISON TOWNSHIP,U.S. Senate,,Under Votes,,5,,,
Perry,MADISON TOWNSHIP,Attorney General,,DAVE SUNDAY,REP,376,344,32,0
Perry,MADISON TOWNSHIP,Attorney General,,EUGENE DEPASQUALE,DEM,65,39,25,1
Perry,MADISON TOWNSHIP,Attorney General,,ROBERT COWBURN,LIB,8,7,1,0
Perry,MADISON TOWNSHIP,Attorney General,,JUSTIN L MAGILL,CST,5,3,2,0
Perry,MADISON TOWNSHIP,Attorney General,,RICHARD L WEISS,GRN,1,1,0,0
Perry,MADISON TOWNSHIP,Attorney General,,ERIC L SETTLE,FWD,1,1,0,0
Perry,MADISON TOWNSHIP,Attorney General,,Write-ins,,0,0,0,0
Perry,MADISON TOWNSHIP,Attorney General,,Over Votes,,0,,,
Perry,MADISON TOWNSHIP,Attorney General,,Under Votes,,9,,,
Perry,MADISON TOWNSHIP,Auditor General,,TIM DEFOOR,REP,371,337,34,0
Perry,MADISON TOWNSHIP,Auditor General,,MALCOLM KENYATTA,DEM,65,40,24,1
Perry,MADISON TOWNSHIP,Auditor General,,REECE SMITH,LIB,9,8,1,0
Perry,MADISON TOWNSHIP,Auditor General,,BOB GOODRICH,CST,3,2,1,0
Perry,MADISON TOWNSHIP,Auditor General,,ERIC K ANTON,ASP,1,1,0,0
Perry,MADISON TOWNSHIP,Auditor General,,Write-ins,,0,0,0,0
Perry,MADISON TOWNSHIP,Auditor General,,Over Votes,,0,,,
Perry,MADISON TOWNSHIP,Auditor General,,Under Votes,,16,,,
Perry,MADISON TOWNSHIP,State Treasurer,,STACY GARRITY,REP,374,337,37,0
Perry,MADISON TOWNSHIP,State Treasurer,,ERIN MCCLELLAND,DEM,62,39,22,1
Perry,MADISON TOWNSHIP,State Treasurer,,NICKOLAS CIESIELSKI,LIB,6,6,0,0
Perry,MADISON TOWNSHIP,State Treasurer,,TROY BOWMAN,CST,6,5,1,0
Perry,MADISON TOWNSHIP,State Treasurer,,CHRIS FOSTER,FWD,0,0,0,0
Perry,MADISON TOWNSHIP,State Treasurer,,Write-ins,,0,0,0,0
Perry,MADISON TOWNSHIP,State Treasurer,,Over Votes,,0,,,
Perry,MADISON TOWNSHIP,State Treasurer,,Under Votes,,17,,,
Perry,MADISON TOWNSHIP,U.S. House,13,JOHN JOYCE,REP,374,339,35,0
Perry,MADISON TOWNSHIP,U.S. House,13,BETH FARNHAM,DEM,74,48,25,1
Perry,MADISON TOWNSHIP,U.S. House,13,Write-ins,,0,0,0,0
Perry,MADISON TOWNSHIP,U.S. House,13,Over Votes,,0,,,
Perry,MADISON TOWNSHIP,U.S. House,13,Under Votes,,17,,,
Perry,MADISON TOWNSHIP,State House,86,PERRY A STAMBAUGH,REP,400,351,48,1
Perry,MADISON TOWNSHIP,State House,86,Write-ins,,6,4,2,0
Perry,MADISON TOWNSHIP,State House,86,Over Votes,,0,,,
Perry,MADISON TOWNSHIP,State House,86,Under Votes,,59,,,
Perry,MARYSVILLE BOROUGH,Registered Voters,,,,2043,,,
Perry,MARYSVILLE BOROUGH,Ballots Cast,,,,1649,,,
Perry,MARYSVILLE BOROUGH,President,,DONALD J TRUMP,REP,1048,881,165,2
Perry,MARYSVILLE BOROUGH,President,,KAMALA D HARRIS,DEM,585,392,190,3
Perry,MARYSVILLE BOROUGH,President,,Write-ins,,7,6,1,0
Perry,MARYSVILLE BOROUGH,President,,CHASE OLIVER,LIB,5,5,0,0
Perry,MARYSVILLE BOROUGH,President,,JILL STEIN,GRN,0,0,0,0
Perry,MARYSVILLE BOROUGH,President,,Over Votes,,1,,,
Perry,MARYSVILLE BOROUGH,President,,Under Votes,,3,,,
Perry,MARYSVILLE BOROUGH,U.S. Senate,,DAVE MCCORMICK,REP,1015,850,163,2
Perry,MARYSVILLE BOROUGH,U.S. Senate,,ROBERT P CASEY JR,DEM,572,384,186,2
Perry,MARYSVILLE BOROUGH,U.S. Senate,,JOHN C THOMAS,LIB,31,27,4,0
Perry,MARYSVILLE BOROUGH,U.S. Senate,,LEILA HAZOU,GRN,14,13,1,0
Perry,MARYSVILLE BOROUGH,U.S. Senate,,MARTY SELKER,CST,6,4,2,0
Perry,MARYSVILLE BOROUGH,U.S. Senate,,Write-ins,,1,0,1,0
Perry,MARYSVILLE BOROUGH,U.S. Senate,,Over Votes,,1,,,
Perry,MARYSVILLE BOROUGH,U.S. Senate,,Under Votes,,9,,,
Perry,MARYSVILLE BOROUGH,Attorney General,,DAVE SUNDAY,REP,1044,872,170,2
Perry,MARYSVILLE BOROUGH,Attorney General,,EUGENE DEPASQUALE,DEM,538,360,175,3
Perry,MARYSVILLE BOROUGH,Attorney General,,ROBERT COWBURN,LIB,26,22,4,0
Perry,MARYSVILLE BOROUGH,Attorney General,,JUSTIN L MAGILL,CST,11,10,1,0
Perry,MARYSVILLE BOROUGH,Attorney General,,RICHARD L WEISS,GRN,9,8,1,0
Perry,MARYSVILLE BOROUGH,Attorney General,,Write-ins,,5,3,2,0
Perry,MARYSVILLE BOROUGH,Attorney General,,ERIC L SETTLE,FWD,4,3,1,0
Perry,MARYSVILLE BOROUGH,Attorney General,,Over Votes,,1,,,
Perry,MARYSVILLE BOROUGH,Attorney General,,Under Votes,,11,,,
Perry,MARYSVILLE BOROUGH,Auditor General,,TIM DEFOOR,REP,1068,892,175,1
Perry,MARYSVILLE BOROUGH,Auditor General,,MALCOLM KENYATTA,DEM,490,323,164,3
Perry,MARYSVILLE BOROUGH,Auditor General,,REECE SMITH,LIB,41,34,7,0
Perry,MARYSVILLE BOROUGH,Auditor General,,BOB GOODRICH,CST,9,7,1,1
Perry,MARYSVILLE BOROUGH,Auditor General,,ERIC K ANTON,ASP,1,0,1,0
Perry,MARYSVILLE BOROUGH,Auditor General,,Write-ins,,1,0,1,0
Perry,MARYSVILLE BOROUGH,Auditor General,,Over Votes,,1,,,
Perry,MARYSVILLE BOROUGH,Auditor General,,Under Votes,,38,,,
Perry,MARYSVILLE BOROUGH,State Treasurer,,STACY GARRITY,REP,1082,911,170,1
Perry,MARYSVILLE BOROUGH,State Treasurer,,ERIN MCCLELLAND,DEM,479,308,168,3
Perry,MARYSVILLE BOROUGH,State Treasurer,,NICKOLAS CIESIELSKI,LIB,33,26,7,0
Perry,MARYSVILLE BOROUGH,State Treasurer,,TROY BOWMAN,CST,9,7,1,1
Perry,MARYSVILLE BOROUGH,State Treasurer,,CHRIS FOSTER,FWD,3,3,0,0
Perry,MARYSVILLE BOROUGH,State Treasurer,,Write-ins,,1,0,1,0
Perry,MARYSVILLE BOROUGH,State Treasurer,,Over Votes,,1,,,
Perry,MARYSVILLE BOROUGH,State Treasurer,,Under Votes,,41,,,
Perry,MARYSVILLE BOROUGH,U.S. House,13,JOHN JOYCE,REP,1059,889,168,2
Perry,MARYSVILLE BOROUGH,U.S. House,13,BETH FARNHAM,DEM,550,367,180,3
Perry,MARYSVILLE BOROUGH,U.S. House,13,Write-ins,,2,1,1,0
Perry,MARYSVILLE BOROUGH,U.S. House,13,Over Votes,,1,,,
Perry,MARYSVILLE BOROUGH,U.S. House,13,Under Votes,,37,,,
Perry,MARYSVILLE BOROUGH,State House,86,PERRY A STAMBAUGH,REP,1242,1029,212,1
Perry,MARYSVILLE BOROUGH,State House,86,Write-ins,,95,66,27,2
Perry,MARYSVILLE BOROUGH,State House,86,Over Votes,,1,,,
Perry,MARYSVILLE BOROUGH,State House,86,Under Votes,,311,,,
Perry,MILLER TOWNSHIP,Registered Voters,,,,707,,,
Perry,MILLER TOWNSHIP,Ballots Cast,,,,584,,,
Perry,MILLER TOWNSHIP,President,,DONALD J TRUMP,REP,467,386,78,3
Perry,MILLER TOWNSHIP,President,,KAMALA D HARRIS,DEM,112,74,36,2
Perry,MILLER TOWNSHIP,President,,CHASE OLIVER,LIB,3,1,2,0
Perry,MILLER TOWNSHIP,President,,Write-ins,,2,1,1,0
Perry,MILLER TOWNSHIP,President,,JILL STEIN,GRN,0,0,0,0
Perry,MILLER TOWNSHIP,President,,Over Votes,,0,,,
Perry,MILLER TOWNSHIP,President,,Under Votes,,0,,,
Perry,MILLER TOWNSHIP,U.S. Senate,,DAVE MCCORMICK,REP,442,363,77,2
Perry,MILLER TOWNSHIP,U.S. Senate,,ROBERT P CASEY JR,DEM,114,77,35,2
Perry,MILLER TOWNSHIP,U.S. Senate,,JOHN C THOMAS,LIB,11,10,1,0
Perry,MILLER TOWNSHIP,U.S. Senate,,MARTY SELKER,CST,6,6,0,0
Perry,MILLER TOWNSHIP,U.S. Senate,,LEILA HAZOU,GRN,5,2,3,0
Perry,MILLER TOWNSHIP,U.S. Senate,,Write-ins,,0,0,0,0
Perry,MILLER TOWNSHIP,U.S. Senate,,Over Votes,,0,,,
Perry,MILLER TOWNSHIP,U.S. Senate,,Under Votes,,6,,,
Perry,MILLER TOWNSHIP,Attorney General,,DAVE SUNDAY,REP,441,362,77,2
Perry,MILLER TOWNSHIP,Attorney General,,EUGENE DEPASQUALE,DEM,114,78,35,1
Perry,MILLER TOWNSHIP,Attorney General,,ROBERT COWBURN,LIB,8,6,1,1
Perry,MILLER TOWNSHIP,Attorney General,,JUSTIN L MAGILL,CST,8,8,0,0
Perry,MILLER TOWNSHIP,Attorney General,,RICHARD L WEISS,GRN,5,2,3,0
Perry,MILLER TOWNSHIP,Attorney General,,ERIC L SETTLE,FWD,1,1,0,0
Perry,MILLER TOWNSHIP,Attorney General,,Write-ins,,0,0,0,0
Perry,MILLER TOWNSHIP,Attorney General,,Over Votes,,0,,,
Perry,MILLER TOWNSHIP,Attorney General,,Under Votes,,7,,,
Perry,MILLER TOWNSHIP,Auditor General,,TIM DEFOOR,REP,455,374,79,2
Perry,MILLER TOWNSHIP,Auditor General,,MALCOLM KENYATTA,DEM,94,60,33,1
Perry,MILLER TOWNSHIP,Auditor General,,BOB GOODRICH,CST,9,8,1,0
Perry,MILLER TOWNSHIP,Auditor General,,REECE SMITH,LIB,8,7,1,0
Perry,MILLER TOWNSHIP,Auditor General,,ERIC K ANTON,ASP,7,4,2,1
Perry,MILLER TOWNSHIP,Auditor General,,Write-ins,,0,0,0,0
Perry,MILLER TOWNSHIP,Auditor General,,Over Votes,,0,,,
Perry,MILLER TOWNSHIP,Auditor General,,Under Votes,,11,,,
Perry,MILLER TOWNSHIP,State Treasurer,,STACY GARRITY,REP,466,383,80,3
Perry,MILLER TOWNSHIP,State Treasurer,,ERIN MCCLELLAND,DEM,95,59,35,1
Perry,MILLER TOWNSHIP,State Treasurer,,TROY BOWMAN,CST,4,4,0,0
Perry,MILLER TOWNSHIP,State Treasurer,,NICKOLAS CIESIELSKI,LIB,3,3,0,0
Perry,MILLER TOWNSHIP,State Treasurer,,CHRIS FOSTER,FWD,1,1,0,0
Perry,MILLER TOWNSHIP,State Treasurer,,Write-ins,,0,0,0,0
Perry,MILLER TOWNSHIP,State Treasurer,,Over Votes,,0,,,
Perry,MILLER TOWNSHIP,State Treasurer,,Under Votes,,15,,,
Perry,MILLER TOWNSHIP,U.S. House,13,JOHN JOYCE,REP,464,383,78,3
Perry,MILLER TOWNSHIP,U.S. House,13,BETH FARNHAM,DEM,108,69,38,1
Perry,MILLER TOWNSHIP,U.S. House,13,Write-ins,,0,0,0,0
Perry,MILLER TOWNSHIP,U.S. House,13,Over Votes,,0,,,
Perry,MILLER TOWNSHIP,U.S. House,13,Under Votes,,12,,,
Perry,MILLER TOWNSHIP,State House,86,PERRY A STAMBAUGH,REP,482,394,85,3
Perry,MILLER TOWNSHIP,State House,86,Write-ins,,23,19,4,0
Perry,MILLER TOWNSHIP,State House,86,Over Votes,,0,,,
Perry,MILLER TOWNSHIP,State House,86,Under Votes,,79,,,
Perry,MILLERSTOWN BOROUGH,Registered Voters,,,,480,,,
Perry,MILLERSTOWN BOROUGH,Ballots Cast,,,,424,,,
Perry,MILLERSTOWN BOROUGH,President,,DONALD J TRUMP,REP,321,284,37,0
Perry,MILLERSTOWN BOROUGH,President,,KAMALA D HARRIS,DEM,99,64,35,0
Perry,MILLERSTOWN BOROUGH,President,,Write-ins,,2,2,0,0
Perry,MILLERSTOWN BOROUGH,President,,CHASE OLIVER,LIB,0,0,0,0
Perry,MILLERSTOWN BOROUGH,President,,JILL STEIN,GRN,0,0,0,0
Perry,MILLERSTOWN BOROUGH,President,,Over Votes,,0,,,
Perry,MILLERSTOWN BOROUGH,President,,Under Votes,,2,,,
Perry,MILLERSTOWN BOROUGH,U.S. Senate,,DAVE MCCORMICK,REP,309,272,37,0
Perry,MILLERSTOWN BOROUGH,U.S. Senate,,ROBERT P CASEY JR,DEM,106,71,35,0
Perry,MILLERSTOWN BOROUGH,U.S. Senate,,JOHN C THOMAS,LIB,4,4,0,0
Perry,MILLERSTOWN BOROUGH,U.S. Senate,,LEILA HAZOU,GRN,2,2,0,0
Perry,MILLERSTOWN BOROUGH,U.S. Senate,,MARTY SELKER,CST,1,0,1,0
Perry,MILLERSTOWN BOROUGH,U.S. Senate,,Write-ins,,0,0,0,0
Perry,MILLERSTOWN BOROUGH,U.S. Senate,,Over Votes,,0,,,
Perry,MILLERSTOWN BOROUGH,U.S. Senate,,Under Votes,,2,,,
Perry,MILLERSTOWN BOROUGH,Attorney General,,DAVE SUNDAY,REP,308,270,38,0
Perry,MILLERSTOWN BOROUGH,Attorney General,,EUGENE DEPASQUALE,DEM,89,57,32,0
Perry,MILLERSTOWN BOROUGH,Attorney General,,ROBERT COWBURN,LIB,9,9,0,0
Perry,MILLERSTOWN BOROUGH,Attorney General,,JUSTIN L MAGILL,CST,9,8,1,0
Perry,MILLERSTOWN BOROUGH,Attorney General,,RICHARD L WEISS,GRN,2,2,0,0
Perry,MILLERSTOWN BOROUGH,Attorney General,,ERIC L SETTLE,FWD,1,0,1,0
Perry,MILLERSTOWN BOROUGH,Attorney General,,Write-ins,,0,0,0,0
Perry,MILLERSTOWN BOROUGH,Attorney General,,Over Votes,,0,,,
Perry,MILLERSTOWN BOROUGH,Attorney General,,Under Votes,,6,,,
Perry,MILLERSTOWN BOROUGH,Auditor General,,TIM DEFOOR,REP,323,278,45,0
Perry,MILLERSTOWN BOROUGH,Auditor General,,MALCOLM KENYATTA,DEM,73,48,25,0
Perry,MILLERSTOWN BOROUGH,Auditor General,,REECE SMITH,LIB,10,9,1,0
Perry,MILLERSTOWN BOROUGH,Auditor General,,BOB GOODRICH,CST,7,6,1,0
Perry,MILLERSTOWN BOROUGH,Auditor General,,ERIC K ANTON,ASP,1,1,0,0
Perry,MILLERSTOWN BOROUGH,Auditor General,,Write-ins,,0,0,0,0
Perry,MILLERSTOWN BOROUGH,Auditor General,,Over Votes,,0,,,
Perry,MILLERSTOWN BOROUGH,Auditor General,,Under Votes,,10,,,
Perry,MILLERSTOWN BOROUGH,State Treasurer,,STACY GARRITY,REP,321,277,44,0
Perry,MILLERSTOWN BOROUGH,State Treasurer,,ERIN MCCLELLAND,DEM,76,51,25,0
Perry,MILLERSTOWN BOROUGH,State Treasurer,,NICKOLAS CIESIELSKI,LIB,9,8,1,0
Perry,MILLERSTOWN BOROUGH,State Treasurer,,TROY BOWMAN,CST,7,6,1,0
Perry,MILLERSTOWN BOROUGH,State Treasurer,,CHRIS FOSTER,FWD,2,1,1,0
Perry,MILLERSTOWN BOROUGH,State Treasurer,,Write-ins,,0,0,0,0
Perry,MILLERSTOWN BOROUGH,State Treasurer,,Over Votes,,0,,,
Perry,MILLERSTOWN BOROUGH,State Treasurer,,Under Votes,,9,,,
Perry,MILLERSTOWN BOROUGH,U.S. House,13,JOHN JOYCE,REP,323,279,44,0
Perry,MILLERSTOWN BOROUGH,U.S. House,13,BETH FARNHAM,DEM,93,65,28,0
Perry,MILLERSTOWN BOROUGH,U.S. House,13,Write-ins,,0,0,0,0
Perry,MILLERSTOWN BOROUGH,U.S. House,13,Over Votes,,0,,,
Perry,MILLERSTOWN BOROUGH,U.S. House,13,Under Votes,,8,,,
Perry,MILLERSTOWN BOROUGH,State House,86,PERRY A STAMBAUGH,REP,375,316,59,0
Perry,MILLERSTOWN BOROUGH,State House,86,Write-ins,,9,5,4,0
Perry,MILLERSTOWN BOROUGH,State House,86,Over Votes,,0,,,
Perry,MILLERSTOWN BOROUGH,State House,86,Under Votes,,40,,,
Perry,NEW BUFFALO BOROUGH,Registered Voters,,,,72,,,
Perry,NEW BUFFALO BOROUGH,Ballots Cast,,,,56,,,
Perry,NEW BUFFALO BOROUGH,President,,DONALD J TRUMP,REP,41,38,2,1
Perry,NEW BUFFALO BOROUGH,President,,KAMALA D HARRIS,DEM,14,13,1,0
Perry,NEW BUFFALO BOROUGH,President,,JILL STEIN,GRN,1,1,0,0
Perry,NEW BUFFALO BOROUGH,President,,CHASE OLIVER,LIB,0,0,0,0
Perry,NEW BUFFALO BOROUGH,President,,Write-ins,,0,0,0,0
Perry,NEW BUFFALO BOROUGH,President,,Over Votes,,0,,,
Perry,NEW BUFFALO BOROUGH,President,,Under Votes,,0,,,
Perry,NEW BUFFALO BOROUGH,U.S. Senate,,DAVE MCCORMICK,REP,35,34,1,0
Perry,NEW BUFFALO BOROUGH,U.S. Senate,,ROBERT P CASEY JR,DEM,18,15,2,1
Perry,NEW BUFFALO BOROUGH,U.S. Senate,,JOHN C THOMAS,LIB,1,1,0,0
Perry,NEW BUFFALO BOROUGH,U.S. Senate,,LEILA HAZOU,GRN,1,1,0,0
Perry,NEW BUFFALO BOROUGH,U.S. Senate,,MARTY SELKER,CST,0,0,0,0
Perry,NEW BUFFALO BOROUGH,U.S. Senate,,Write-ins,,0,0,0,0
Perry,NEW BUFFALO BOROUGH,U.S. Senate,,Over Votes,,0,,,
Perry,NEW BUFFALO BOROUGH,U.S. Senate,,Under Votes,,1,,,
Perry,NEW BUFFALO BOROUGH,Attorney General,,DAVE SUNDAY,REP,37,35,2,0
Perry,NEW BUFFALO BOROUGH,Attorney General,,EUGENE DEPASQUALE,DEM,15,14,0,1
Perry,NEW BUFFALO BOROUGH,Attorney General,,ROBERT COWBURN,LIB,1,1,0,0
Perry,NEW BUFFALO BOROUGH,Attorney General,,ERIC L SETTLE,FWD,1,1,0,0
Perry,NEW BUFFALO BOROUGH,Attorney General,,RICHARD L WEISS,GRN,0,0,0,0
Perry,NEW BUFFALO BOROUGH,Attorney General,,JUSTIN L MAGILL,CST,0,0,0,0
Perry,NEW BUFFALO BOROUGH,Attorney General,,Write-ins,,0,0,0,0
Perry,NEW BUFFALO BOROUGH,Attorney General,,Over Votes,,0,,,
Perry,NEW BUFFALO BOROUGH,Attorney General,,Under Votes,,2,,,
Perry,NEW BUFFALO BOROUGH,Auditor General,,TIM DEFOOR,REP,37,35,2,0
Perry,NEW BUFFALO BOROUGH,Auditor General,,MALCOLM KENYATTA,DEM,12,11,0,1
Perry,NEW BUFFALO BOROUGH,Auditor General,,REECE SMITH,LIB,2,2,0,0
Perry,NEW BUFFALO BOROUGH,Auditor General,,ERIC K ANTON,ASP,0,0,0,0
Perry,NEW BUFFALO BOROUGH,Auditor General,,BOB GOODRICH,CST,0,0,0,0
Perry,NEW BUFFALO BOROUGH,Auditor General,,Write-ins,,0,0,0,0
Perry,NEW BUFFALO BOROUGH,Auditor General,,Over Votes,,0,,,
Perry,NEW BUFFALO BOROUGH,Auditor General,,Under Votes,,5,,,
Perry,NEW BUFFALO BOROUGH,State Treasurer,,STACY GARRITY,REP,38,36,2,0
Perry,NEW BUFFALO BOROUGH,State Treasurer,,ERIN MCCLELLAND,DEM,10,9,0,1
Perry,NEW BUFFALO BOROUGH,State Treasurer,,NICKOLAS CIESIELSKI,LIB,1,1,0,0
Perry,NEW BUFFALO BOROUGH,State Treasurer,,CHRIS FOSTER,FWD,1,1,0,0
Perry,NEW BUFFALO BOROUGH,State Treasurer,,TROY BOWMAN,CST,0,0,0,0
Perry,NEW BUFFALO BOROUGH,State Treasurer,,Write-ins,,0,0,0,0
Perry,NEW BUFFALO BOROUGH,State Treasurer,,Over Votes,,0,,,
Perry,NEW BUFFALO BOROUGH,State Treasurer,,Under Votes,,6,,,
Perry,NEW BUFFALO BOROUGH,U.S. House,13,JOHN JOYCE,REP,37,35,2,0
Perry,NEW BUFFALO BOROUGH,U.S. House,13,BETH FARNHAM,DEM,14,13,0,1
Perry,NEW BUFFALO BOROUGH,U.S. House,13,Write-ins,,0,0,0,0
Perry,NEW BUFFALO BOROUGH,U.S. House,13,Over Votes,,0,,,
Perry,NEW BUFFALO BOROUGH,U.S. House,13,Under Votes,,5,,,
Perry,NEW BUFFALO BOROUGH,State House,86,PERRY A STAMBAUGH,REP,43,40,2,1
Perry,NEW BUFFALO BOROUGH,State House,86,Write-ins,,1,1,0,0
Perry,NEW BUFFALO BOROUGH,State House,86,Over Votes,,0,,,
Perry,NEW BUFFALO BOROUGH,State House,86,Under Votes,,12,,,
Perry,NEWPORT BOROUGH,Registered Voters,,,,878,,,
Perry,NEWPORT BOROUGH,Ballots Cast,,,,671,,,
Perry,NEWPORT BOROUGH,President,,DONALD J TRUMP,REP,440,388,49,3
Perry,NEWPORT BOROUGH,President,,KAMALA D HARRIS,DEM,214,153,60,1
Perry,NEWPORT BOROUGH,President,,JILL STEIN,GRN,7,5,2,0
Perry,NEWPORT BOROUGH,President,,CHASE OLIVER,LIB,6,6,0,0
Perry,NEWPORT BOROUGH,President,,Write-ins,,1,1,0,0
Perry,NEWPORT BOROUGH,President,,Over Votes,,0,,,
Perry,NEWPORT BOROUGH,President,,Under Votes,,3,,,
Perry,NEWPORT BOROUGH,U.S. Senate,,DAVE MCCORMICK,REP,421,370,48,3
Perry,NEWPORT BOROUGH,U.S. Senate,,ROBERT P CASEY JR,DEM,216,157,58,1
Perry,NEWPORT BOROUGH,U.S. Senate,,LEILA HAZOU,GRN,14,11,3,0
Perry,NEWPORT BOROUGH,U.S. Senate,,JOHN C THOMAS,LIB,12,11,1,0
Perry,NEWPORT BOROUGH,U.S. Senate,,MARTY SELKER,CST,4,4,0,0
Perry,NEWPORT BOROUGH,U.S. Senate,,Write-ins,,1,1,0,0
Perry,NEWPORT BOROUGH,U.S. Senate,,Over Votes,,0,,,
Perry,NEWPORT BOROUGH,U.S. Senate,,Under Votes,,3,,,
Perry,NEWPORT BOROUGH,Attorney General,,DAVE SUNDAY,REP,440,382,55,3
Perry,NEWPORT BOROUGH,Attorney General,,EUGENE DEPASQUALE,DEM,202,148,53,1
Perry,NEWPORT BOROUGH,Attorney General,,ROBERT COWBURN,LIB,14,14,0,0
Perry,NEWPORT BOROUGH,Attorney General,,RICHARD L WEISS,GRN,5,4,1,0
Perry,NEWPORT BOROUGH,Attorney General,,JUSTIN L MAGILL,CST,4,3,1,0
Perry,NEWPORT BOROUGH,Attorney General,,ERIC L SETTLE,FWD,1,1,0,0
Perry,NEWPORT BOROUGH,Attorney General,,Write-ins,,1,1,0,0
Perry,NEWPORT BOROUGH,Attorney General,,Over Votes,,0,,,
Perry,NEWPORT BOROUGH,Attorney General,,Under Votes,,4,,,
Perry,NEWPORT BOROUGH,Auditor General,,TIM DEFOOR,REP,457,396,58,3
Perry,NEWPORT BOROUGH,Auditor General,,MALCOLM KENYATTA,DEM,175,128,46,1
Perry,NEWPORT BOROUGH,Auditor General,,REECE SMITH,LIB,13,12,1,0
Perry,NEWPORT BOROUGH,Auditor General,,BOB GOODRICH,CST,9,8,1,0
Perry,NEWPORT BOROUGH,Auditor General,,ERIC K ANTON,ASP,2,2,0,0
Perry,NEWPORT BOROUGH,Auditor General,,Write-ins,,1,1,0,0
Perry,NEWPORT BOROUGH,Auditor General,,Over Votes,,0,,,
Perry,NEWPORT BOROUGH,Auditor General,,Under Votes,,14,,,
Perry,NEWPORT BOROUGH,State Treasurer,,STACY GARRITY,REP,476,416,57,3
Perry,NEWPORT BOROUGH,State Treasurer,,ERIN MCCLELLAND,DEM,167,117,49,1
Perry,NEWPORT BOROUGH,State Treasurer,,NICKOLAS CIESIELSKI,LIB,11,11,0,0
