county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,extra
Franklin,Letterkenny Twp-2nd Dst,U.S. House,13,,Not Assigned,0,0,0,0,0
Franklin,Letterkenny Twp-2nd Dst,U.S. House,13,,Overvotes,0,0,0,0,0
Franklin,Letterkenny Twp-2nd Dst,U.S. House,13,,Undervotes,5,5,0,0,0
Franklin,Letterkenny Twp-2nd Dst,State Senate,33,REP,DOUG MASTRIANO,237,199,34,4,0
Franklin,Letterkenny Twp-2nd Dst,State Senate,33,DEM,RICH STERNER,104,43,59,2,0
Franklin,Letterkenny Twp-2nd Dst,State Senate,33,,Write-In: Blank,0,0,0,0,0
Franklin,Letterkenny Twp-2nd Dst,State Senate,33,,Write-In: Invalid,0,0,0,0,0
Franklin,Letterkenny Twp-2nd Dst,State Senate,33,,Write-In: Scattered,0,0,0,0,0
Franklin,Letterkenny Twp-2nd Dst,State Senate,33,,Write-In Totals,0,0,0,0,0
Franklin,Letterkenny Twp-2nd Dst,State Senate,33,,Not Assigned,0,0,0,0,0
Franklin,Letterkenny Twp-2nd Dst,State Senate,33,,Overvotes,0,0,0,0,0
Franklin,Letterkenny Twp-2nd Dst,State Senate,33,,Undervotes,4,2,1,1,0
Franklin,Letterkenny Twp-2nd Dst,State House,90,REP,PAUL SCHEMEL,285,212,68,5,0
Franklin,Letterkenny Twp-2nd Dst,State House,90,,Write-In: Scattered,9,6,3,0,0
Franklin,Letterkenny Twp-2nd Dst,State House,90,,Write-In: Invalid,3,2,1,0,0
Franklin,Letterkenny Twp-2nd Dst,State House,90,,Write-In: Blank,0,0,0,0,0
Franklin,Letterkenny Twp-2nd Dst,State House,90,,Write-In: Laura Jeu,0,0,0,0,0
Franklin,Letterkenny Twp-2nd Dst,State House,90,,Write-In Totals,12,8,4,0,0
Franklin,Letterkenny Twp-2nd Dst,State House,90,,Not Assigned,0,0,0,0,0
Franklin,Letterkenny Twp-2nd Dst,State House,90,,Overvotes,0,0,0,0,0
Franklin,Letterkenny Twp-2nd Dst,State House,90,,Undervotes,48,24,22,2,0
Franklin,Lurgan Twp,Registered Voters,,,,1155,,,,
Franklin,Lurgan Twp,Ballots Cast,,,,998,819,165,14,0
Franklin,Lurgan Twp,Ballots Cast Blank,,,,0,0,0,0,0
Franklin,Lurgan Twp,President,,REP,TRUMP and PENCE,816,725,80,11,0
Franklin,Lurgan Twp,President,,DEM,BIDEN and HARRIS,171,85,83,3,0
Franklin,Lurgan Twp,President,,LIB,JORGENSEN and COHEN,6,6,0,0,0
Franklin,Lurgan Twp,President,,,Write-In: Scattered,2,2,0,0,0
Franklin,Lurgan Twp,President,,,Write-In: Hawkins Howie (All Variants),1,0,1,0,0
Franklin,Lurgan Twp,President,,,Write-In: Donald Trump,0,0,0,0,0
Franklin,Lurgan Twp,President,,,Write-In: Carroll Brian (All Variants),0,0,0,0,0
Franklin,Lurgan Twp,President,,,Write-In: Blank,0,0,0,0,0
Franklin,Lurgan Twp,President,,,Write-In: West Kanye (All Variants),0,0,0,0,0
Franklin,Lurgan Twp,President,,,Write-In: Simmons Jade (All Variants),0,0,0,0,0
Franklin,Lurgan Twp,President,,,Write-In: Invalid,0,0,0,0,0
Franklin,Lurgan Twp,President,,,Write-In Totals,3,2,1,0,0
Franklin,Lurgan Twp,President,,,Not Assigned,0,0,0,0,0
Franklin,Lurgan Twp,President,,,Overvotes,1,1,0,0,0
Franklin,Lurgan Twp,President,,,Undervotes,1,0,1,0,0
Franklin,Lurgan Twp,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,799,710,79,10,0
Franklin,Lurgan Twp,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,170,88,78,4,0
Franklin,Lurgan Twp,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,8,6,2,0,0
Franklin,Lurgan Twp,ATTORNEY GENERAL,,GRE,RICHARD L. WEISS,4,2,2,0,0
Franklin,Lurgan Twp,ATTORNEY GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Lurgan Twp,ATTORNEY GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Lurgan Twp,ATTORNEY GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Lurgan Twp,ATTORNEY GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Lurgan Twp,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Lurgan Twp,ATTORNEY GENERAL,,,Overvotes,1,1,0,0,0
Franklin,Lurgan Twp,ATTORNEY GENERAL,,,Undervotes,16,12,4,0,0
Franklin,Lurgan Twp,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,806,717,79,10,0
Franklin,Lurgan Twp,AUDITOR GENERAL,,DEM,NINA AHMAD,144,67,74,3,0
Franklin,Lurgan Twp,AUDITOR GENERAL,,LIB,JENNIFER MOORE,22,15,6,1,0
Franklin,Lurgan Twp,AUDITOR GENERAL,,GRE,OLIVIA FAISON,7,5,2,0,0
Franklin,Lurgan Twp,AUDITOR GENERAL,,,Write-In: Scattered,1,1,0,0,0
Franklin,Lurgan Twp,AUDITOR GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Lurgan Twp,AUDITOR GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Lurgan Twp,AUDITOR GENERAL,,,Write-In Totals,1,1,0,0,0
Franklin,Lurgan Twp,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Lurgan Twp,AUDITOR GENERAL,,,Overvotes,0,0,0,0,0
Franklin,Lurgan Twp,AUDITOR GENERAL,,,Undervotes,18,14,4,0,0
Franklin,Lurgan Twp,STATE TREASURER,,REP,STACY L. GARRITY,800,710,80,10,0
Franklin,Lurgan Twp,STATE TREASURER,,DEM,JOE TORSELLA,157,78,75,4,0
Franklin,Lurgan Twp,STATE TREASURER,,GRE,TIMOTHY RUNKLE,12,8,4,0,0
Franklin,Lurgan Twp,STATE TREASURER,,LIB,JOE SOLOSKI,10,9,1,0,0
Franklin,Lurgan Twp,STATE TREASURER,,,Write-In: Blank,0,0,0,0,0
Franklin,Lurgan Twp,STATE TREASURER,,,Write-In: Invalid,0,0,0,0,0
Franklin,Lurgan Twp,STATE TREASURER,,,Write-In: Scattered,0,0,0,0,0
Franklin,Lurgan Twp,STATE TREASURER,,,Write-In Totals,0,0,0,0,0
Franklin,Lurgan Twp,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Franklin,Lurgan Twp,STATE TREASURER,,,Overvotes,1,1,0,0,0
Franklin,Lurgan Twp,STATE TREASURER,,,Undervotes,18,13,5,0,0
Franklin,Lurgan Twp,U.S. House,13,REP,JOHN JOYCE,821,726,85,10,0
Franklin,Lurgan Twp,U.S. House,13,DEM,TODD ROWLEY,164,83,77,4,0
Franklin,Lurgan Twp,U.S. House,13,,Write-In: Scattered,0,0,0,0,0
Franklin,Lurgan Twp,U.S. House,13,,Write-In: Invalid,0,0,0,0,0
Franklin,Lurgan Twp,U.S. House,13,,Write-In: Blank,0,0,0,0,0
Franklin,Lurgan Twp,U.S. House,13,,Write-In Totals,0,0,0,0,0
Franklin,Lurgan Twp,U.S. House,13,,Not Assigned,0,0,0,0,0
Franklin,Lurgan Twp,U.S. House,13,,Overvotes,0,0,0,0,0
Franklin,Lurgan Twp,U.S. House,13,,Undervotes,13,10,3,0,0
Franklin,Lurgan Twp,State Senate,33,REP,DOUG MASTRIANO,810,714,85,11,0
Franklin,Lurgan Twp,State Senate,33,DEM,RICH STERNER,172,92,77,3,0
Franklin,Lurgan Twp,State Senate,33,,Write-In: Blank,0,0,0,0,0
Franklin,Lurgan Twp,State Senate,33,,Write-In: Invalid,0,0,0,0,0
Franklin,Lurgan Twp,State Senate,33,,Write-In: Scattered,0,0,0,0,0
Franklin,Lurgan Twp,State Senate,33,,Write-In Totals,0,0,0,0,0
Franklin,Lurgan Twp,State Senate,33,,Not Assigned,0,0,0,0,0
Franklin,Lurgan Twp,State Senate,33,,Overvotes,0,0,0,0,0
Franklin,Lurgan Twp,State Senate,33,,Undervotes,16,13,3,0,0
Franklin,Lurgan Twp,State House,89,REP,ROB KAUFFMAN,898,771,115,12,0
Franklin,Lurgan Twp,State House,89,,Write-In: Scattered,18,7,10,1,0
Franklin,Lurgan Twp,State House,89,,Write-In: Invalid,11,6,5,0,0
Franklin,Lurgan Twp,State House,89,,Write-In: Blank,1,1,0,0,0
Franklin,Lurgan Twp,State House,89,,Write-In Totals,30,14,15,1,0
Franklin,Lurgan Twp,State House,89,,Not Assigned,0,0,0,0,0
Franklin,Lurgan Twp,State House,89,,Overvotes,0,0,0,0,0
Franklin,Lurgan Twp,State House,89,,Undervotes,70,34,35,1,0
Franklin,Mercersburg Borough,Registered Voters,,,,1058,,,,
Franklin,Mercersburg Borough,Ballots Cast,,,,809,597,202,10,0
Franklin,Mercersburg Borough,Ballots Cast Blank,,,,0,0,0,0,0
Franklin,Mercersburg Borough,President,,REP,TRUMP and PENCE,465,406,50,9,0
Franklin,Mercersburg Borough,President,,DEM,BIDEN and HARRIS,330,181,148,1,0
Franklin,Mercersburg Borough,President,,LIB,JORGENSEN and COHEN,13,9,4,0,0
Franklin,Mercersburg Borough,President,,,Write-In: West Kanye (All Variants),1,1,0,0,0
Franklin,Mercersburg Borough,President,,,Write-In: Hawkins Howie (All Variants),0,0,0,0,0
Franklin,Mercersburg Borough,President,,,Write-In: Donald Trump,0,0,0,0,0
Franklin,Mercersburg Borough,President,,,Write-In: Scattered,0,0,0,0,0
Franklin,Mercersburg Borough,President,,,Write-In: Carroll Brian (All Variants),0,0,0,0,0
Franklin,Mercersburg Borough,President,,,Write-In: Blank,0,0,0,0,0
Franklin,Mercersburg Borough,President,,,Write-In: Simmons Jade (All Variants),0,0,0,0,0
Franklin,Mercersburg Borough,President,,,Write-In: Invalid,0,0,0,0,0
Franklin,Mercersburg Borough,President,,,Write-In Totals,1,1,0,0,0
Franklin,Mercersburg Borough,President,,,Not Assigned,0,0,0,0,0
Franklin,Mercersburg Borough,President,,,Overvotes,0,0,0,0,0
Franklin,Mercersburg Borough,President,,,Undervotes,0,0,0,0,0
Franklin,Mercersburg Borough,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,444,385,51,8,0
Franklin,Mercersburg Borough,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,316,176,139,1,0
Franklin,Mercersburg Borough,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,22,16,6,0,0
Franklin,Mercersburg Borough,ATTORNEY GENERAL,,GRE,RICHARD L. WEISS,7,5,1,1,0
Franklin,Mercersburg Borough,ATTORNEY GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Mercersburg Borough,ATTORNEY GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Mercersburg Borough,ATTORNEY GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Mercersburg Borough,ATTORNEY GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Mercersburg Borough,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Mercersburg Borough,ATTORNEY GENERAL,,,Overvotes,0,0,0,0,0
Franklin,Mercersburg Borough,ATTORNEY GENERAL,,,Undervotes,20,15,5,0,0
Franklin,Mercersburg Borough,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,452,392,51,9,0
Franklin,Mercersburg Borough,AUDITOR GENERAL,,DEM,NINA AHMAD,293,158,135,0,0
Franklin,Mercersburg Borough,AUDITOR GENERAL,,LIB,JENNIFER MOORE,36,29,7,0,0
Franklin,Mercersburg Borough,AUDITOR GENERAL,,GRE,OLIVIA FAISON,8,4,3,1,0
Franklin,Mercersburg Borough,AUDITOR GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Mercersburg Borough,AUDITOR GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Mercersburg Borough,AUDITOR GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Mercersburg Borough,AUDITOR GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Mercersburg Borough,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Mercersburg Borough,AUDITOR GENERAL,,,Overvotes,0,0,0,0,0
Franklin,Mercersburg Borough,AUDITOR GENERAL,,,Undervotes,20,14,6,0,0
Franklin,Mercersburg Borough,STATE TREASURER,,REP,STACY L. GARRITY,455,392,54,9,0
Franklin,Mercersburg Borough,STATE TREASURER,,DEM,JOE TORSELLA,291,159,131,1,0
Franklin,Mercersburg Borough,STATE TREASURER,,LIB,JOE SOLOSKI,28,22,6,0,0
Franklin,Mercersburg Borough,STATE TREASURER,,GRE,TIMOTHY RUNKLE,13,9,4,0,0
Franklin,Mercersburg Borough,STATE TREASURER,,,Write-In: Blank,0,0,0,0,0
Franklin,Mercersburg Borough,STATE TREASURER,,,Write-In: Invalid,0,0,0,0,0
Franklin,Mercersburg Borough,STATE TREASURER,,,Write-In: Scattered,0,0,0,0,0
Franklin,Mercersburg Borough,STATE TREASURER,,,Write-In Totals,0,0,0,0,0
Franklin,Mercersburg Borough,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Franklin,Mercersburg Borough,STATE TREASURER,,,Overvotes,0,0,0,0,0
Franklin,Mercersburg Borough,STATE TREASURER,,,Undervotes,22,15,7,0,0
Franklin,Mercersburg Borough,U.S. House,13,REP,JOHN JOYCE,483,416,58,9,0
Franklin,Mercersburg Borough,U.S. House,13,DEM,TODD ROWLEY,310,166,143,1,0
Franklin,Mercersburg Borough,U.S. House,13,,Write-In: Scattered,0,0,0,0,0
Franklin,Mercersburg Borough,U.S. House,13,,Write-In: Invalid,0,0,0,0,0
Franklin,Mercersburg Borough,U.S. House,13,,Write-In: Blank,0,0,0,0,0
Franklin,Mercersburg Borough,U.S. House,13,,Write-In Totals,0,0,0,0,0
Franklin,Mercersburg Borough,U.S. House,13,,Not Assigned,0,0,0,0,0
Franklin,Mercersburg Borough,U.S. House,13,,Overvotes,0,0,0,0,0
Franklin,Mercersburg Borough,U.S. House,13,,Undervotes,16,15,1,0,0
Franklin,Mercersburg Borough,State House,78,REP,JESSE TOPPER,614,492,112,10,0
Franklin,Mercersburg Borough,State House,78,,Write-In: Scattered,26,13,13,0,0
Franklin,Mercersburg Borough,State House,78,,Write-In: Invalid,5,3,2,0,0
Franklin,Mercersburg Borough,State House,78,,Write-In: Blank,0,0,0,0,0
Franklin,Mercersburg Borough,State House,78,,Write-In Totals,31,16,15,0,0
Franklin,Mercersburg Borough,State House,78,,Not Assigned,0,0,0,0,0
Franklin,Mercersburg Borough,State House,78,,Overvotes,0,0,0,0,0
Franklin,Mercersburg Borough,State House,78,,Undervotes,164,89,75,0,0
Franklin,Metal Twp-1st Dst,Registered Voters,,,,402,,,,
Franklin,Metal Twp-1st Dst,Ballots Cast,,,,340,302,37,1,0
Franklin,Metal Twp-1st Dst,Ballots Cast Blank,,,,0,0,0,0,0
Franklin,Metal Twp-1st Dst,President,,REP,TRUMP and PENCE,307,284,23,0,0
Franklin,Metal Twp-1st Dst,President,,DEM,BIDEN and HARRIS,31,16,14,1,0
Franklin,Metal Twp-1st Dst,President,,LIB,JORGENSEN and COHEN,2,2,0,0,0
Franklin,Metal Twp-1st Dst,President,,,Write-In: Hawkins Howie (All Variants),0,0,0,0,0
Franklin,Metal Twp-1st Dst,President,,,Write-In: Donald Trump,0,0,0,0,0
Franklin,Metal Twp-1st Dst,President,,,Write-In: Scattered,0,0,0,0,0
Franklin,Metal Twp-1st Dst,President,,,Write-In: Carroll Brian (All Variants),0,0,0,0,0
Franklin,Metal Twp-1st Dst,President,,,Write-In: Blank,0,0,0,0,0
Franklin,Metal Twp-1st Dst,President,,,Write-In: West Kanye (All Variants),0,0,0,0,0
Franklin,Metal Twp-1st Dst,President,,,Write-In: Simmons Jade (All Variants),0,0,0,0,0
Franklin,Metal Twp-1st Dst,President,,,Write-In: Invalid,0,0,0,0,0
Franklin,Metal Twp-1st Dst,President,,,Write-In Totals,0,0,0,0,0
Franklin,Metal Twp-1st Dst,President,,,Not Assigned,0,0,0,0,0
Franklin,Metal Twp-1st Dst,President,,,Overvotes,0,0,0,0,0
Franklin,Metal Twp-1st Dst,President,,,Undervotes,0,0,0,0,0
Franklin,Metal Twp-1st Dst,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,291,269,22,0,0
Franklin,Metal Twp-1st Dst,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,35,21,13,1,0
Franklin,Metal Twp-1st Dst,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,6,6,0,0,0
Franklin,Metal Twp-1st Dst,ATTORNEY GENERAL,,GRE,RICHARD L. WEISS,2,1,1,0,0
Franklin,Metal Twp-1st Dst,ATTORNEY GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Metal Twp-1st Dst,ATTORNEY GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Metal Twp-1st Dst,ATTORNEY GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Metal Twp-1st Dst,ATTORNEY GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Metal Twp-1st Dst,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Metal Twp-1st Dst,ATTORNEY GENERAL,,,Overvotes,0,0,0,0,0
Franklin,Metal Twp-1st Dst,ATTORNEY GENERAL,,,Undervotes,6,5,1,0,0
Franklin,Metal Twp-1st Dst,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,288,266,22,0,0
Franklin,Metal Twp-1st Dst,AUDITOR GENERAL,,DEM,NINA AHMAD,31,19,11,1,0
Franklin,Metal Twp-1st Dst,AUDITOR GENERAL,,LIB,JENNIFER MOORE,11,9,2,0,0
Franklin,Metal Twp-1st Dst,AUDITOR GENERAL,,GRE,OLIVIA FAISON,3,2,1,0,0
Franklin,Metal Twp-1st Dst,AUDITOR GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Metal Twp-1st Dst,AUDITOR GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Metal Twp-1st Dst,AUDITOR GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Metal Twp-1st Dst,AUDITOR GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Metal Twp-1st Dst,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Metal Twp-1st Dst,AUDITOR GENERAL,,,Overvotes,0,0,0,0,0
Franklin,Metal Twp-1st Dst,AUDITOR GENERAL,,,Undervotes,7,6,1,0,0
Franklin,Metal Twp-1st Dst,STATE TREASURER,,REP,STACY L. GARRITY,295,271,24,0,0
Franklin,Metal Twp-1st Dst,STATE TREASURER,,DEM,JOE TORSELLA,32,19,12,1,0
Franklin,Metal Twp-1st Dst,STATE TREASURER,,LIB,JOE SOLOSKI,5,5,0,0,0
Franklin,Metal Twp-1st Dst,STATE TREASURER,,GRE,TIMOTHY RUNKLE,1,0,1,0,0
Franklin,Metal Twp-1st Dst,STATE TREASURER,,,Write-In: Blank,0,0,0,0,0
Franklin,Metal Twp-1st Dst,STATE TREASURER,,,Write-In: Invalid,0,0,0,0,0
Franklin,Metal Twp-1st Dst,STATE TREASURER,,,Write-In: Scattered,0,0,0,0,0
Franklin,Metal Twp-1st Dst,STATE TREASURER,,,Write-In Totals,0,0,0,0,0
Franklin,Metal Twp-1st Dst,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Franklin,Metal Twp-1st Dst,STATE TREASURER,,,Overvotes,0,0,0,0,0
Franklin,Metal Twp-1st Dst,STATE TREASURER,,,Undervotes,7,7,0,0,0
Franklin,Metal Twp-1st Dst,U.S. House,13,REP,JOHN JOYCE,300,278,22,0,0
Franklin,Metal Twp-1st Dst,U.S. House,13,DEM,TODD ROWLEY,33,18,14,1,0
Franklin,Metal Twp-1st Dst,U.S. House,13,,Write-In: Scattered,0,0,0,0,0
Franklin,Metal Twp-1st Dst,U.S. House,13,,Write-In: Invalid,0,0,0,0,0
Franklin,Metal Twp-1st Dst,U.S. House,13,,Write-In: Blank,0,0,0,0,0
Franklin,Metal Twp-1st Dst,U.S. House,13,,Write-In Totals,0,0,0,0,0
Franklin,Metal Twp-1st Dst,U.S. House,13,,Not Assigned,0,0,0,0,0
Franklin,Metal Twp-1st Dst,U.S. House,13,,Overvotes,0,0,0,0,0
Franklin,Metal Twp-1st Dst,U.S. House,13,,Undervotes,7,6,1,0,0
Franklin,Metal Twp-1st Dst,State House,82,REP,JOHN HERSHEY,305,277,28,0,0
Franklin,Metal Twp-1st Dst,State House,82,,Write-In: Blank,0,0,0,0,0
Franklin,Metal Twp-1st Dst,State House,82,,Write-In: Invalid,0,0,0,0,0
Franklin,Metal Twp-1st Dst,State House,82,,Write-In: Scattered,0,0,0,0,0
Franklin,Metal Twp-1st Dst,State House,82,,Write-In Totals,0,0,0,0,0
Franklin,Metal Twp-1st Dst,State House,82,,Not Assigned,0,0,0,0,0
Franklin,Metal Twp-1st Dst,State House,82,,Overvotes,0,0,0,0,0
Franklin,Metal Twp-1st Dst,State House,82,,Undervotes,35,25,9,1,0
Franklin,Metal Twp-2nd Dst,Registered Voters,,,,439,,,,
Franklin,Metal Twp-2nd Dst,Ballots Cast,,,,369,323,40,6,0
Franklin,Metal Twp-2nd Dst,Ballots Cast Blank,,,,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,President,,REP,TRUMP and PENCE,321,293,22,6,0
Franklin,Metal Twp-2nd Dst,President,,DEM,BIDEN and HARRIS,47,29,18,0,0
Franklin,Metal Twp-2nd Dst,President,,LIB,JORGENSEN and COHEN,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,President,,,Write-In: Hawkins Howie (All Variants),0,0,0,0,0
Franklin,Metal Twp-2nd Dst,President,,,Write-In: Donald Trump,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,President,,,Write-In: Scattered,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,President,,,Write-In: Carroll Brian (All Variants),0,0,0,0,0
Franklin,Metal Twp-2nd Dst,President,,,Write-In: Blank,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,President,,,Write-In: West Kanye (All Variants),0,0,0,0,0
Franklin,Metal Twp-2nd Dst,President,,,Write-In: Simmons Jade (All Variants),0,0,0,0,0
Franklin,Metal Twp-2nd Dst,President,,,Write-In: Invalid,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,President,,,Write-In Totals,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,President,,,Not Assigned,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,President,,,Overvotes,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,President,,,Undervotes,1,1,0,0,0
Franklin,Metal Twp-2nd Dst,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,304,279,19,6,0
Franklin,Metal Twp-2nd Dst,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,46,27,19,0,0
Franklin,Metal Twp-2nd Dst,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,10,8,2,0,0
Franklin,Metal Twp-2nd Dst,ATTORNEY GENERAL,,GRE,RICHARD L. WEISS,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,ATTORNEY GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,ATTORNEY GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,ATTORNEY GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,ATTORNEY GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,ATTORNEY GENERAL,,,Overvotes,1,1,0,0,0
Franklin,Metal Twp-2nd Dst,ATTORNEY GENERAL,,,Undervotes,8,8,0,0,0
Franklin,Metal Twp-2nd Dst,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,301,276,19,6,0
Franklin,Metal Twp-2nd Dst,AUDITOR GENERAL,,DEM,NINA AHMAD,41,22,19,0,0
Franklin,Metal Twp-2nd Dst,AUDITOR GENERAL,,LIB,JENNIFER MOORE,17,15,2,0,0
Franklin,Metal Twp-2nd Dst,AUDITOR GENERAL,,GRE,OLIVIA FAISON,1,1,0,0,0
Franklin,Metal Twp-2nd Dst,AUDITOR GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,AUDITOR GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,AUDITOR GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,AUDITOR GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,AUDITOR GENERAL,,,Overvotes,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,AUDITOR GENERAL,,,Undervotes,9,9,0,0,0
Franklin,Metal Twp-2nd Dst,STATE TREASURER,,REP,STACY L. GARRITY,305,279,20,6,0
Franklin,Metal Twp-2nd Dst,STATE TREASURER,,DEM,JOE TORSELLA,47,27,20,0,0
Franklin,Metal Twp-2nd Dst,STATE TREASURER,,LIB,JOE SOLOSKI,7,7,0,0,0
Franklin,Metal Twp-2nd Dst,STATE TREASURER,,GRE,TIMOTHY RUNKLE,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,STATE TREASURER,,,Write-In: Blank,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,STATE TREASURER,,,Write-In: Invalid,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,STATE TREASURER,,,Write-In: Scattered,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,STATE TREASURER,,,Write-In Totals,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,STATE TREASURER,,,Overvotes,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,STATE TREASURER,,,Undervotes,10,10,0,0,0
Franklin,Metal Twp-2nd Dst,U.S. House,13,REP,JOHN JOYCE,317,291,20,6,0
Franklin,Metal Twp-2nd Dst,U.S. House,13,DEM,TODD ROWLEY,45,25,20,0,0
Franklin,Metal Twp-2nd Dst,U.S. House,13,,Write-In: Scattered,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,U.S. House,13,,Write-In: Invalid,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,U.S. House,13,,Write-In: Blank,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,U.S. House,13,,Write-In Totals,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,U.S. House,13,,Not Assigned,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,U.S. House,13,,Overvotes,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,U.S. House,13,,Undervotes,7,7,0,0,0
Franklin,Metal Twp-2nd Dst,State House,82,REP,JOHN HERSHEY,334,300,28,6,0
Franklin,Metal Twp-2nd Dst,State House,82,,Write-In: Scattered,3,2,1,0,0
Franklin,Metal Twp-2nd Dst,State House,82,,Write-In: Invalid,1,1,0,0,0
Franklin,Metal Twp-2nd Dst,State House,82,,Write-In: Blank,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,State House,82,,Write-In Totals,4,3,1,0,0
Franklin,Metal Twp-2nd Dst,State House,82,,Not Assigned,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,State House,82,,Overvotes,0,0,0,0,0
Franklin,Metal Twp-2nd Dst,State House,82,,Undervotes,31,20,11,0,0
Franklin,Metal Twp-3rd Dst,Registered Voters,,,,282,,,,
