county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,federal
Centre,12-PHILIPSBURG 3,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,12-PHILIPSBURG 3,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,12-PHILIPSBURG 3,ATTORNEY GENERAL,,,Under Votes,12,7,5,0,0
Centre,12-PHILIPSBURG 3,AUDITOR GENERAL,,DEM,NINA AHMAD,140,77,63,0,0
Centre,12-PHILIPSBURG 3,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,225,195,27,3,0
Centre,12-PHILIPSBURG 3,AUDITOR GENERAL,,LIB,JENNIFER MOORE,14,13,1,0,0
Centre,12-PHILIPSBURG 3,AUDITOR GENERAL,,GRN,OLIVIA FAISON,7,3,4,0,0
Centre,12-PHILIPSBURG 3,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,12-PHILIPSBURG 3,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,12-PHILIPSBURG 3,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,12-PHILIPSBURG 3,AUDITOR GENERAL,,,Under Votes,14,10,4,0,0
Centre,12-PHILIPSBURG 3,STATE TREASURER,,DEM,JOE TORSELLA,163,90,73,0,0
Centre,12-PHILIPSBURG 3,STATE TREASURER,,REP,STACY L GARRITY,209,188,18,3,0
Centre,12-PHILIPSBURG 3,STATE TREASURER,,LIB,JOE SOLOSKI,10,9,1,0,0
Centre,12-PHILIPSBURG 3,STATE TREASURER,,GRN,TIMOTHY RUNKLE,6,3,3,0,0
Centre,12-PHILIPSBURG 3,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,12-PHILIPSBURG 3,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,12-PHILIPSBURG 3,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,12-PHILIPSBURG 3,STATE TREASURER,,,Under Votes,12,8,4,0,0
Centre,12-PHILIPSBURG 3,U.S. House,15,DEM,ROBERT WILLIAMS,150,81,69,0,0
Centre,12-PHILIPSBURG 3,U.S. House,15,REP,GLENN GT THOMPSON,241,208,30,3,0
Centre,12-PHILIPSBURG 3,U.S. House,15,,Write-ins,0,0,0,0,0
Centre,12-PHILIPSBURG 3,U.S. House,15,,Not Assigned,0,0,0,0,0
Centre,12-PHILIPSBURG 3,U.S. House,15,,Over Votes,0,0,0,0,0
Centre,12-PHILIPSBURG 3,U.S. House,15,,Under Votes,9,9,0,0,0
Centre,12-PHILIPSBURG 3,State Assembly,77,DEM,H SCOTT CONKLIN,185,107,78,0,0
Centre,12-PHILIPSBURG 3,State Assembly,77,REP,STEVE YETSKO,207,187,17,3,0
Centre,12-PHILIPSBURG 3,State Assembly,77,,Write-ins,0,0,0,0,0
Centre,12-PHILIPSBURG 3,State Assembly,77,,Not Assigned,0,0,0,0,0
Centre,12-PHILIPSBURG 3,State Assembly,77,,Over Votes,0,0,0,0,0
Centre,12-PHILIPSBURG 3,State Assembly,77,,Under Votes,8,4,4,0,0
Centre,13-PORT MATILDA,Registered Voters,,,,374,,,,
Centre,13-PORT MATILDA,Ballots Cast,,,,301,251,49,1,0
Centre,13-PORT MATILDA,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,13-PORT MATILDA,President,,DEM,Joseph R. Biden,89,58,31,0,0
Centre,13-PORT MATILDA,President,,REP,Donald J. Trump,203,188,14,1,0
Centre,13-PORT MATILDA,President,,LIB,Jo Jorgensen,6,4,2,0,0
Centre,13-PORT MATILDA,President,,,Write-ins,2,0,2,0,0
Centre,13-PORT MATILDA,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,13-PORT MATILDA,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,13-PORT MATILDA,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,13-PORT MATILDA,President,,,Write-In: Scattered,1,0,1,0,0
Centre,13-PORT MATILDA,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,13-PORT MATILDA,President,,,Write-In: Howie Hawkins & variations,1,0,1,0,0
Centre,13-PORT MATILDA,President,,,Not Assigned,0,0,0,0,0
Centre,13-PORT MATILDA,President,,,Over Votes,1,1,0,0,0
Centre,13-PORT MATILDA,President,,,Under Votes,0,0,0,0,0
Centre,13-PORT MATILDA,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,94,60,33,1,0
Centre,13-PORT MATILDA,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,187,174,13,0,0
Centre,13-PORT MATILDA,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,10,8,2,0,0
Centre,13-PORT MATILDA,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,2,1,1,0,0
Centre,13-PORT MATILDA,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,13-PORT MATILDA,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,13-PORT MATILDA,ATTORNEY GENERAL,,,Over Votes,1,1,0,0,0
Centre,13-PORT MATILDA,ATTORNEY GENERAL,,,Under Votes,7,7,0,0,0
Centre,13-PORT MATILDA,AUDITOR GENERAL,,DEM,NINA AHMAD,75,47,28,0,0
Centre,13-PORT MATILDA,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,196,178,17,1,0
Centre,13-PORT MATILDA,AUDITOR GENERAL,,LIB,JENNIFER MOORE,17,15,2,0,0
Centre,13-PORT MATILDA,AUDITOR GENERAL,,GRN,OLIVIA FAISON,4,2,2,0,0
Centre,13-PORT MATILDA,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,13-PORT MATILDA,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,13-PORT MATILDA,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,13-PORT MATILDA,AUDITOR GENERAL,,,Under Votes,9,9,0,0,0
Centre,13-PORT MATILDA,STATE TREASURER,,DEM,JOE TORSELLA,90,59,30,1,0
Centre,13-PORT MATILDA,STATE TREASURER,,REP,STACY L GARRITY,189,175,14,0,0
Centre,13-PORT MATILDA,STATE TREASURER,,LIB,JOE SOLOSKI,9,6,3,0,0
Centre,13-PORT MATILDA,STATE TREASURER,,GRN,TIMOTHY RUNKLE,3,1,2,0,0
Centre,13-PORT MATILDA,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,13-PORT MATILDA,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,13-PORT MATILDA,STATE TREASURER,,,Over Votes,1,1,0,0,0
Centre,13-PORT MATILDA,STATE TREASURER,,,Under Votes,9,9,0,0,0
Centre,13-PORT MATILDA,U.S. House,15,DEM,ROBERT WILLIAMS,80,47,32,1,0
Centre,13-PORT MATILDA,U.S. House,15,REP,GLENN GT THOMPSON,213,196,17,0,0
Centre,13-PORT MATILDA,U.S. House,15,,Write-ins,0,0,0,0,0
Centre,13-PORT MATILDA,U.S. House,15,,Not Assigned,0,0,0,0,0
Centre,13-PORT MATILDA,U.S. House,15,,Over Votes,0,0,0,0,0
Centre,13-PORT MATILDA,U.S. House,15,,Under Votes,8,8,0,0,0
Centre,13-PORT MATILDA,State Assembly,81,DEM,IAN M KIDD,72,40,32,0,0
Centre,13-PORT MATILDA,State Assembly,81,REP,RICH IRVIN,218,200,17,1,0
Centre,13-PORT MATILDA,State Assembly,81,,Write-ins,0,0,0,0,0
Centre,13-PORT MATILDA,State Assembly,81,,Not Assigned,0,0,0,0,0
Centre,13-PORT MATILDA,State Assembly,81,,Over Votes,0,0,0,0,0
Centre,13-PORT MATILDA,State Assembly,81,,Under Votes,11,11,0,0,0
Centre,70-POTTER NORTH,Registered Voters,,,,1075,,,,
Centre,70-POTTER NORTH,Ballots Cast,,,,917,659,250,8,0
Centre,70-POTTER NORTH,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,70-POTTER NORTH,President,,DEM,Joseph R. Biden,281,123,157,1,0
Centre,70-POTTER NORTH,President,,REP,Donald J. Trump,627,531,89,7,0
Centre,70-POTTER NORTH,President,,LIB,Jo Jorgensen,4,1,3,0,0
Centre,70-POTTER NORTH,President,,,Write-ins,3,3,0,0,0
Centre,70-POTTER NORTH,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,70-POTTER NORTH,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,70-POTTER NORTH,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,70-POTTER NORTH,President,,,Write-In: Scattered,3,3,0,0,0
Centre,70-POTTER NORTH,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,70-POTTER NORTH,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,70-POTTER NORTH,President,,,Not Assigned,0,0,0,0,0
Centre,70-POTTER NORTH,President,,,Over Votes,1,0,1,0,0
Centre,70-POTTER NORTH,President,,,Under Votes,1,1,0,0,0
Centre,70-POTTER NORTH,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,278,130,146,2,0
Centre,70-POTTER NORTH,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,609,509,94,6,0
Centre,70-POTTER NORTH,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,8,5,3,0,0
Centre,70-POTTER NORTH,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,9,7,2,0,0
Centre,70-POTTER NORTH,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,70-POTTER NORTH,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,70-POTTER NORTH,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,70-POTTER NORTH,ATTORNEY GENERAL,,,Under Votes,13,8,5,0,0
Centre,70-POTTER NORTH,AUDITOR GENERAL,,DEM,NINA AHMAD,242,107,134,1,0
Centre,70-POTTER NORTH,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,628,519,102,7,0
Centre,70-POTTER NORTH,AUDITOR GENERAL,,LIB,JENNIFER MOORE,25,17,8,0,0
Centre,70-POTTER NORTH,AUDITOR GENERAL,,GRN,OLIVIA FAISON,5,4,1,0,0
Centre,70-POTTER NORTH,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,70-POTTER NORTH,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,70-POTTER NORTH,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,70-POTTER NORTH,AUDITOR GENERAL,,,Under Votes,17,12,5,0,0
Centre,70-POTTER NORTH,STATE TREASURER,,DEM,JOE TORSELLA,263,125,137,1,0
Centre,70-POTTER NORTH,STATE TREASURER,,REP,STACY L GARRITY,611,506,99,6,0
Centre,70-POTTER NORTH,STATE TREASURER,,LIB,JOE SOLOSKI,20,12,7,1,0
Centre,70-POTTER NORTH,STATE TREASURER,,GRN,TIMOTHY RUNKLE,5,4,1,0,0
Centre,70-POTTER NORTH,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,70-POTTER NORTH,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,70-POTTER NORTH,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,70-POTTER NORTH,STATE TREASURER,,,Under Votes,18,12,6,0,0
Centre,70-POTTER NORTH,U.S. House,12,DEM,LEE GRIFFIN,253,120,132,1,0
Centre,70-POTTER NORTH,U.S. House,12,REP,FRED KELLER,639,519,113,7,0
Centre,70-POTTER NORTH,U.S. House,12,,Write-ins,0,0,0,0,0
Centre,70-POTTER NORTH,U.S. House,12,,Write-In: Liz Terwilliger & variations,0,0,0,0,0
Centre,70-POTTER NORTH,U.S. House,12,,Not Assigned,0,0,0,0,0
Centre,70-POTTER NORTH,U.S. House,12,,Over Votes,0,0,0,0,0
Centre,70-POTTER NORTH,U.S. House,12,,Under Votes,25,20,5,0,0
Centre,70-POTTER NORTH,State Assembly,171,DEM,PETER BUCK,213,96,116,1,0
Centre,70-POTTER NORTH,State Assembly,171,REP,KERRY A BENNINGHOFF,686,551,128,7,0
Centre,70-POTTER NORTH,State Assembly,171,,Write-ins,0,0,0,0,0
Centre,70-POTTER NORTH,State Assembly,171,,Not Assigned,0,0,0,0,0
Centre,70-POTTER NORTH,State Assembly,171,,Over Votes,0,0,0,0,0
Centre,70-POTTER NORTH,State Assembly,171,,Under Votes,18,12,6,0,0
Centre,71-POTTER SOUTH,Registered Voters,,,,1626,,,,
Centre,71-POTTER SOUTH,Ballots Cast,,,,1416,916,499,1,0
Centre,71-POTTER SOUTH,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,71-POTTER SOUTH,President,,DEM,Joseph R. Biden,528,203,325,0,0
Centre,71-POTTER SOUTH,President,,REP,Donald J. Trump,858,695,162,1,0
Centre,71-POTTER SOUTH,President,,LIB,Jo Jorgensen,19,12,7,0,0
Centre,71-POTTER SOUTH,President,,,Write-ins,5,4,1,0,0
Centre,71-POTTER SOUTH,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,71-POTTER SOUTH,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,71-POTTER SOUTH,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,71-POTTER SOUTH,President,,,Write-In: Scattered,3,2,1,0,0
Centre,71-POTTER SOUTH,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,71-POTTER SOUTH,President,,,Write-In: Howie Hawkins & variations,2,2,0,0,0
Centre,71-POTTER SOUTH,President,,,Not Assigned,0,0,0,0,0
Centre,71-POTTER SOUTH,President,,,Over Votes,0,0,0,0,0
Centre,71-POTTER SOUTH,President,,,Under Votes,6,2,4,0,0
Centre,71-POTTER SOUTH,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,495,194,301,0,0
Centre,71-POTTER SOUTH,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,858,676,181,1,0
Centre,71-POTTER SOUTH,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,28,23,5,0,0
Centre,71-POTTER SOUTH,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,12,9,3,0,0
Centre,71-POTTER SOUTH,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,71-POTTER SOUTH,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,71-POTTER SOUTH,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,71-POTTER SOUTH,ATTORNEY GENERAL,,,Under Votes,23,14,9,0,0
Centre,71-POTTER SOUTH,AUDITOR GENERAL,,DEM,NINA AHMAD,433,162,271,0,0
Centre,71-POTTER SOUTH,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,892,692,199,1,0
Centre,71-POTTER SOUTH,AUDITOR GENERAL,,LIB,JENNIFER MOORE,46,36,10,0,0
Centre,71-POTTER SOUTH,AUDITOR GENERAL,,GRN,OLIVIA FAISON,10,5,5,0,0
Centre,71-POTTER SOUTH,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,71-POTTER SOUTH,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,71-POTTER SOUTH,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,71-POTTER SOUTH,AUDITOR GENERAL,,,Under Votes,35,21,14,0,0
Centre,71-POTTER SOUTH,STATE TREASURER,,DEM,JOE TORSELLA,474,186,288,0,0
Centre,71-POTTER SOUTH,STATE TREASURER,,REP,STACY L GARRITY,856,679,176,1,0
Centre,71-POTTER SOUTH,STATE TREASURER,,LIB,JOE SOLOSKI,36,24,12,0,0
Centre,71-POTTER SOUTH,STATE TREASURER,,GRN,TIMOTHY RUNKLE,13,9,4,0,0
Centre,71-POTTER SOUTH,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,71-POTTER SOUTH,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,71-POTTER SOUTH,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,71-POTTER SOUTH,STATE TREASURER,,,Under Votes,37,18,19,0,0
Centre,71-POTTER SOUTH,U.S. House,12,DEM,LEE GRIFFIN,483,184,299,0,0
Centre,71-POTTER SOUTH,U.S. House,12,REP,FRED KELLER,896,709,186,1,0
Centre,71-POTTER SOUTH,U.S. House,12,,Write-ins,1,1,0,0,0
Centre,71-POTTER SOUTH,U.S. House,12,,Write-In: Liz Terwilliger & variations,1,1,0,0,0
Centre,71-POTTER SOUTH,U.S. House,12,,Not Assigned,0,0,0,0,0
Centre,71-POTTER SOUTH,U.S. House,12,,Over Votes,1,1,0,0,0
Centre,71-POTTER SOUTH,U.S. House,12,,Under Votes,35,21,14,0,0
Centre,71-POTTER SOUTH,State Assembly,171,DEM,PETER BUCK,417,158,258,1,0
Centre,71-POTTER SOUTH,State Assembly,171,REP,KERRY A BENNINGHOFF,978,745,233,0,0
Centre,71-POTTER SOUTH,State Assembly,171,,Write-ins,2,2,0,0,0
Centre,71-POTTER SOUTH,State Assembly,171,,Not Assigned,2,2,0,0,0
Centre,71-POTTER SOUTH,State Assembly,171,,Over Votes,0,0,0,0,0
Centre,71-POTTER SOUTH,State Assembly,171,,Under Votes,19,11,8,0,0
Centre,24-PSU,Registered Voters,,,,9469,,,,
Centre,24-PSU,Ballots Cast,,,,2310,1457,805,48,0
Centre,24-PSU,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,24-PSU,President,,DEM,Joseph R. Biden,1651,937,678,36,0
Centre,24-PSU,President,,REP,Donald J. Trump,615,486,118,11,0
Centre,24-PSU,President,,LIB,Jo Jorgensen,29,25,3,1,0
Centre,24-PSU,President,,,Write-ins,14,8,6,0,0
Centre,24-PSU,President,,,Write-In: Andrew Yang & variations,1,0,1,0,0
Centre,24-PSU,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,24-PSU,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,24-PSU,President,,,Write-In: Scattered,3,1,2,0,0
Centre,24-PSU,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,24-PSU,President,,,Write-In: Howie Hawkins & variations,3,0,3,0,0
Centre,24-PSU,President,,,Not Assigned,7,7,0,0,0
Centre,24-PSU,President,,,Over Votes,0,0,0,0,0
Centre,24-PSU,President,,,Under Votes,1,1,0,0,0
Centre,24-PSU,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,1526,882,613,31,0
Centre,24-PSU,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,610,476,121,13,0
Centre,24-PSU,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,72,53,17,2,0
Centre,24-PSU,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,41,17,22,2,0
Centre,24-PSU,ATTORNEY GENERAL,,,Write-ins,3,2,1,0,0
Centre,24-PSU,ATTORNEY GENERAL,,,Not Assigned,3,2,1,0,0
Centre,24-PSU,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,24-PSU,ATTORNEY GENERAL,,,Under Votes,58,27,31,0,0
Centre,24-PSU,AUDITOR GENERAL,,DEM,NINA AHMAD,1454,829,594,31,0
Centre,24-PSU,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,661,514,136,11,0
Centre,24-PSU,AUDITOR GENERAL,,LIB,JENNIFER MOORE,77,60,14,3,0
Centre,24-PSU,AUDITOR GENERAL,,GRN,OLIVIA FAISON,48,23,22,3,0
Centre,24-PSU,AUDITOR GENERAL,,,Write-ins,4,1,3,0,0
Centre,24-PSU,AUDITOR GENERAL,,,Not Assigned,4,1,3,0,0
Centre,24-PSU,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,24-PSU,AUDITOR GENERAL,,,Under Votes,66,30,36,0,0
Centre,24-PSU,STATE TREASURER,,DEM,JOE TORSELLA,1441,829,584,28,0
Centre,24-PSU,STATE TREASURER,,REP,STACY L GARRITY,668,514,142,12,0
Centre,24-PSU,STATE TREASURER,,LIB,JOE SOLOSKI,64,51,10,3,0
Centre,24-PSU,STATE TREASURER,,GRN,TIMOTHY RUNKLE,59,27,28,4,0
Centre,24-PSU,STATE TREASURER,,,Write-ins,4,1,3,0,0
Centre,24-PSU,STATE TREASURER,,,Not Assigned,4,1,3,0,0
Centre,24-PSU,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,24-PSU,STATE TREASURER,,,Under Votes,74,35,38,1,0
Centre,24-PSU,U.S. House,12,DEM,LEE GRIFFIN,1570,884,652,34,0
Centre,24-PSU,U.S. House,12,REP,FRED KELLER,682,540,131,11,0
Centre,24-PSU,U.S. House,12,,Write-ins,4,3,0,1,0
Centre,24-PSU,U.S. House,12,,Write-In: Liz Terwilliger & variations,0,0,0,0,0
Centre,24-PSU,U.S. House,12,,Not Assigned,4,3,0,1,0
Centre,24-PSU,U.S. House,12,,Over Votes,1,0,1,0,0
Centre,24-PSU,U.S. House,12,,Under Votes,53,30,21,2,0
Centre,24-PSU,State Assembly,77,DEM,H SCOTT CONKLIN,1489,855,632,2,0
Centre,24-PSU,State Assembly,77,REP,STEVE YETSKO,680,544,135,1,0
Centre,24-PSU,State Assembly,77,,Write-ins,2,2,0,0,0
Centre,24-PSU,State Assembly,77,,Not Assigned,2,2,0,0,0
Centre,24-PSU,State Assembly,77,,Over Votes,0,0,0,0,0
Centre,24-PSU,State Assembly,77,,Under Votes,139,56,38,45,0
Centre,74-RUSH EAST,Registered Voters,,,,120,,,,
Centre,74-RUSH EAST,Ballots Cast,,,,103,88,14,1,0
Centre,74-RUSH EAST,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,74-RUSH EAST,President,,DEM,Joseph R. Biden,30,20,10,0,0
Centre,74-RUSH EAST,President,,REP,Donald J. Trump,71,66,4,1,0
Centre,74-RUSH EAST,President,,LIB,Jo Jorgensen,1,1,0,0,0
Centre,74-RUSH EAST,President,,,Write-ins,0,0,0,0,0
Centre,74-RUSH EAST,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,74-RUSH EAST,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,74-RUSH EAST,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,74-RUSH EAST,President,,,Write-In: Scattered,0,0,0,0,0
Centre,74-RUSH EAST,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,74-RUSH EAST,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,74-RUSH EAST,President,,,Not Assigned,0,0,0,0,0
Centre,74-RUSH EAST,President,,,Over Votes,1,1,0,0,0
Centre,74-RUSH EAST,President,,,Under Votes,0,0,0,0,0
Centre,74-RUSH EAST,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,38,27,11,0,0
Centre,74-RUSH EAST,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,59,55,3,1,0
Centre,74-RUSH EAST,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,0,0,0,0,0
Centre,74-RUSH EAST,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,2,2,0,0,0
Centre,74-RUSH EAST,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,74-RUSH EAST,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,74-RUSH EAST,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,74-RUSH EAST,ATTORNEY GENERAL,,,Under Votes,4,4,0,0,0
Centre,74-RUSH EAST,AUDITOR GENERAL,,DEM,NINA AHMAD,27,17,10,0,0
Centre,74-RUSH EAST,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,63,58,4,1,0
Centre,74-RUSH EAST,AUDITOR GENERAL,,LIB,JENNIFER MOORE,6,6,0,0,0
Centre,74-RUSH EAST,AUDITOR GENERAL,,GRN,OLIVIA FAISON,1,1,0,0,0
Centre,74-RUSH EAST,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,74-RUSH EAST,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,74-RUSH EAST,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,74-RUSH EAST,AUDITOR GENERAL,,,Under Votes,6,6,0,0,0
Centre,74-RUSH EAST,STATE TREASURER,,DEM,JOE TORSELLA,33,23,10,0,0
Centre,74-RUSH EAST,STATE TREASURER,,REP,STACY L GARRITY,60,55,4,1,0
Centre,74-RUSH EAST,STATE TREASURER,,LIB,JOE SOLOSKI,3,3,0,0,0
Centre,74-RUSH EAST,STATE TREASURER,,GRN,TIMOTHY RUNKLE,2,2,0,0,0
Centre,74-RUSH EAST,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,74-RUSH EAST,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,74-RUSH EAST,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,74-RUSH EAST,STATE TREASURER,,,Under Votes,5,5,0,0,0
Centre,74-RUSH EAST,U.S. House,15,DEM,ROBERT WILLIAMS,29,19,10,0,0
Centre,74-RUSH EAST,U.S. House,15,REP,GLENN GT THOMPSON,69,64,4,1,0
Centre,74-RUSH EAST,U.S. House,15,,Write-ins,0,0,0,0,0
Centre,74-RUSH EAST,U.S. House,15,,Not Assigned,0,0,0,0,0
Centre,74-RUSH EAST,U.S. House,15,,Over Votes,0,0,0,0,0
Centre,74-RUSH EAST,U.S. House,15,,Under Votes,5,5,0,0,0
Centre,74-RUSH EAST,State Assembly,77,DEM,H SCOTT CONKLIN,41,30,11,0,0
Centre,74-RUSH EAST,State Assembly,77,REP,STEVE YETSKO,62,58,3,1,0
Centre,74-RUSH EAST,State Assembly,77,,Write-ins,0,0,0,0,0
Centre,74-RUSH EAST,State Assembly,77,,Not Assigned,0,0,0,0,0
Centre,74-RUSH EAST,State Assembly,77,,Over Votes,0,0,0,0,0
Centre,74-RUSH EAST,State Assembly,77,,Under Votes,0,0,0,0,0
Centre,72-RUSH NORTH,Registered Voters,,,,1384,,,,
Centre,72-RUSH NORTH,Ballots Cast,,,,1146,838,293,15,0
Centre,72-RUSH NORTH,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,72-RUSH NORTH,President,,DEM,Joseph R. Biden,333,139,192,2,0
Centre,72-RUSH NORTH,President,,REP,Donald J. Trump,797,688,96,13,0
Centre,72-RUSH NORTH,President,,LIB,Jo Jorgensen,12,8,4,0,0
Centre,72-RUSH NORTH,President,,,Write-ins,1,1,0,0,0
Centre,72-RUSH NORTH,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,72-RUSH NORTH,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,72-RUSH NORTH,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,72-RUSH NORTH,President,,,Write-In: Scattered,1,1,0,0,0
Centre,72-RUSH NORTH,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,72-RUSH NORTH,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,72-RUSH NORTH,President,,,Not Assigned,0,0,0,0,0
Centre,72-RUSH NORTH,President,,,Over Votes,2,1,1,0,0
Centre,72-RUSH NORTH,President,,,Under Votes,1,1,0,0,0
Centre,72-RUSH NORTH,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,353,162,187,4,0
Centre,72-RUSH NORTH,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,736,630,95,11,0
Centre,72-RUSH NORTH,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,21,17,4,0,0
Centre,72-RUSH NORTH,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,13,10,3,0,0
Centre,72-RUSH NORTH,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,72-RUSH NORTH,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
