county,precint,office,district,party,candidate,votes
Clearfield,BOGGS TOWNSHIP,AUDITOR GENERAL, ,DEM,NINA AHMAD,2
Clearfield,BOGGS TOWNSHIP,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,6
Clearfield,BOGGS TOWNSHIP,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Clearfield,BOGGS TOWNSHIP,AUDITOR GENERAL, ,DEM,   Write-In: TIMOTHY DEFOOR,0
Clearfield,BOGGS TOWNSHIP,AUDITOR GENERAL, ,DEM,   Write-In: SCATTERED,1
Clearfield,BOGGS TOWNSHIP,AUDITOR GENERAL, ,DEM,  Not Assigned,0
Clearfield,BOGGS TOWNSHIP,STATE TREASURER, ,DEM,JOE TORSELLA,132
Clearfield,BOGGS TOWNSHIP,STATE TREASURER, ,DEM,Write-In Totals,2
Clearfield,BOGGS TOWNSHIP,STATE TREASURER, ,DEM,   Write-In: STACEY GARRITY,1
Clearfield,BOGGS TOWNSHIP,STATE TREASURER, ,DEM,   Write-In: SCATTERED,1
Clearfield,BOGGS TOWNSHIP,STATE TREASURER, ,DEM,  Not Assigned,0
Clearfield,BOGGS TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,ROBERT WILLIAMS,132
Clearfield,BOGGS TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,2
Clearfield,BOGGS TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: GLENN GT THOMPSON,0
Clearfield,BOGGS TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: SCATTERED,2
Clearfield,BOGGS TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,  Not Assigned,0
Clearfield,BOGGS TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,Write-In Totals,12
Clearfield,BOGGS TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,   Write-In: SCATTERED,9
Clearfield,BOGGS TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,   Write-In: TOMMY SANKEY,3
Clearfield,BOGGS TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,  Not Assigned,0
Clearfield,BOGGS TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J TRUMP,211
Clearfield,BOGGS TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,1
Clearfield,BOGGS TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,1
Clearfield,BOGGS TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,2
Clearfield,BOGGS TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: BERNIE SANDERS,0
Clearfield,BOGGS TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: JOSEPH BIDEN,1
Clearfield,BOGGS TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: SCATTERED,1
Clearfield,BOGGS TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,  Not Assigned,0
Clearfield,BOGGS TOWNSHIP,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,193
Clearfield,BOGGS TOWNSHIP,ATTORNEY GENERAL, ,REP,Write-In Totals,0
Clearfield,BOGGS TOWNSHIP,ATTORNEY GENERAL, ,REP,   Write-In: SCATTERED,0
Clearfield,BOGGS TOWNSHIP,ATTORNEY GENERAL, ,REP,   Write-In: JOSH SHAPIRO,0
Clearfield,BOGGS TOWNSHIP,ATTORNEY GENERAL, ,REP,  Not Assigned,0
Clearfield,BOGGS TOWNSHIP,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,181
Clearfield,BOGGS TOWNSHIP,AUDITOR GENERAL, ,REP,Write-In Totals,3
Clearfield,BOGGS TOWNSHIP,AUDITOR GENERAL, ,REP,   Write-In: NINA AHMAD,0
Clearfield,BOGGS TOWNSHIP,AUDITOR GENERAL, ,REP,   Write-In: TRACIE FOUNTAIN,0
Clearfield,BOGGS TOWNSHIP,AUDITOR GENERAL, ,REP,   Write-In: SCATTERED,2
Clearfield,BOGGS TOWNSHIP,AUDITOR GENERAL, ,REP,   Write-In: MICHAEL LAMB,1
Clearfield,BOGGS TOWNSHIP,AUDITOR GENERAL, ,REP,   Write-In: SCOTT CONKLIN,0
Clearfield,BOGGS TOWNSHIP,AUDITOR GENERAL, ,REP,  Not Assigned,0
Clearfield,BOGGS TOWNSHIP,STATE TREASURER, ,REP,STACY L GARRITY,191
Clearfield,BOGGS TOWNSHIP,STATE TREASURER, ,REP,Write-In Totals,1
Clearfield,BOGGS TOWNSHIP,STATE TREASURER, ,REP,   Write-In: JOE TORSELLA,0
Clearfield,BOGGS TOWNSHIP,STATE TREASURER, ,REP,   Write-In: SCATTERED,1
Clearfield,BOGGS TOWNSHIP,STATE TREASURER, ,REP,  Not Assigned,0
Clearfield,BOGGS TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,REP,GLENN GT THOMPSON,207
Clearfield,BOGGS TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,0
Clearfield,BOGGS TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: ROBERT WILLIAMS,0
Clearfield,BOGGS TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: SCATTERED,0
Clearfield,BOGGS TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,REP,  Not Assigned,0
Clearfield,BOGGS TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,REP,TOMMY SANKEY,206
Clearfield,BOGGS TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,REP,Write-In Totals,1
Clearfield,BOGGS TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,REP,   Write-In: SCATTERED,1
Clearfield,BOGGS TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,REP,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 1ST,Registered Voters - Total, , ,Registered Voters - Total,597
Clearfield,BRADFORD TOWNSHIP - 1ST,Registered Voters - DEMOCRATIC, ,DEM,Registered Voters - DEMOCRATIC,169
Clearfield,BRADFORD TOWNSHIP - 1ST,Registered Voters - REPUBLICAN, ,REP,Registered Voters - REPUBLICAN,428
Clearfield,BRADFORD TOWNSHIP - 1ST,Registered Voters - NONPARTISAN, ,NPA,Registered Voters - NONPARTISAN,0
Clearfield,BRADFORD TOWNSHIP - 1ST,Ballots Cast - Total, , ,Ballots Cast - Total,261
Clearfield,BRADFORD TOWNSHIP - 1ST,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,60
Clearfield,BRADFORD TOWNSHIP - 1ST,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,201
Clearfield,BRADFORD TOWNSHIP - 1ST,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Clearfield,BRADFORD TOWNSHIP - 1ST,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,6
Clearfield,BRADFORD TOWNSHIP - 1ST,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R BIDEN,35
Clearfield,BRADFORD TOWNSHIP - 1ST,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,4
Clearfield,BRADFORD TOWNSHIP - 1ST,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,11
Clearfield,BRADFORD TOWNSHIP - 1ST,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: DONALD J TRUMP,9
Clearfield,BRADFORD TOWNSHIP - 1ST,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: SCATTERED,2
Clearfield,BRADFORD TOWNSHIP - 1ST,PRESIDENT OF THE UNITED STATES, ,DEM,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 1ST,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,49
Clearfield,BRADFORD TOWNSHIP - 1ST,ATTORNEY GENERAL, ,DEM,Write-In Totals,3
Clearfield,BRADFORD TOWNSHIP - 1ST,ATTORNEY GENERAL, ,DEM,   Write-In: SCATTERED,2
Clearfield,BRADFORD TOWNSHIP - 1ST,ATTORNEY GENERAL, ,DEM,   Write-In: HEATHER HEIDELBAUGH,1
Clearfield,BRADFORD TOWNSHIP - 1ST,ATTORNEY GENERAL, ,DEM,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 1ST,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,51
Clearfield,BRADFORD TOWNSHIP - 1ST,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,1
Clearfield,BRADFORD TOWNSHIP - 1ST,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,0
Clearfield,BRADFORD TOWNSHIP - 1ST,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,2
Clearfield,BRADFORD TOWNSHIP - 1ST,AUDITOR GENERAL, ,DEM,NINA AHMAD,2
Clearfield,BRADFORD TOWNSHIP - 1ST,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,2
Clearfield,BRADFORD TOWNSHIP - 1ST,AUDITOR GENERAL, ,DEM,Write-In Totals,2
Clearfield,BRADFORD TOWNSHIP - 1ST,AUDITOR GENERAL, ,DEM,   Write-In: TIMOTHY DEFOOR,1
Clearfield,BRADFORD TOWNSHIP - 1ST,AUDITOR GENERAL, ,DEM,   Write-In: SCATTERED,1
Clearfield,BRADFORD TOWNSHIP - 1ST,AUDITOR GENERAL, ,DEM,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 1ST,STATE TREASURER, ,DEM,JOE TORSELLA,47
Clearfield,BRADFORD TOWNSHIP - 1ST,STATE TREASURER, ,DEM,Write-In Totals,4
Clearfield,BRADFORD TOWNSHIP - 1ST,STATE TREASURER, ,DEM,   Write-In: STACEY GARRITY,1
Clearfield,BRADFORD TOWNSHIP - 1ST,STATE TREASURER, ,DEM,   Write-In: SCATTERED,3
Clearfield,BRADFORD TOWNSHIP - 1ST,STATE TREASURER, ,DEM,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN CONGRESS, ,DEM,ROBERT WILLIAMS,45
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,4
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: GLENN GT THOMPSON,2
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: SCATTERED,2
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN CONGRESS, ,DEM,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,RYAN GRIMM,45
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,Write-In Totals,3
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MICHAEL CLEMENT,0
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: SCATTERED,1
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MIKE ARMANINI,1
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: LISA A LABRASCA BECKER,1
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 1ST,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J TRUMP,194
Clearfield,BRADFORD TOWNSHIP - 1ST,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,0
Clearfield,BRADFORD TOWNSHIP - 1ST,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,1
Clearfield,BRADFORD TOWNSHIP - 1ST,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,1
Clearfield,BRADFORD TOWNSHIP - 1ST,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: BERNIE SANDERS,0
Clearfield,BRADFORD TOWNSHIP - 1ST,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: JOSEPH BIDEN,0
Clearfield,BRADFORD TOWNSHIP - 1ST,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: SCATTERED,1
Clearfield,BRADFORD TOWNSHIP - 1ST,PRESIDENT OF THE UNITED STATES, ,REP,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 1ST,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,178
Clearfield,BRADFORD TOWNSHIP - 1ST,ATTORNEY GENERAL, ,REP,Write-In Totals,0
Clearfield,BRADFORD TOWNSHIP - 1ST,ATTORNEY GENERAL, ,REP,   Write-In: SCATTERED,0
Clearfield,BRADFORD TOWNSHIP - 1ST,ATTORNEY GENERAL, ,REP,   Write-In: JOSH SHAPIRO,0
Clearfield,BRADFORD TOWNSHIP - 1ST,ATTORNEY GENERAL, ,REP,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 1ST,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,169
Clearfield,BRADFORD TOWNSHIP - 1ST,AUDITOR GENERAL, ,REP,Write-In Totals,0
Clearfield,BRADFORD TOWNSHIP - 1ST,AUDITOR GENERAL, ,REP,   Write-In: NINA AHMAD,0
Clearfield,BRADFORD TOWNSHIP - 1ST,AUDITOR GENERAL, ,REP,   Write-In: TRACIE FOUNTAIN,0
Clearfield,BRADFORD TOWNSHIP - 1ST,AUDITOR GENERAL, ,REP,   Write-In: SCATTERED,0
Clearfield,BRADFORD TOWNSHIP - 1ST,AUDITOR GENERAL, ,REP,   Write-In: MICHAEL LAMB,0
Clearfield,BRADFORD TOWNSHIP - 1ST,AUDITOR GENERAL, ,REP,   Write-In: SCOTT CONKLIN,0
Clearfield,BRADFORD TOWNSHIP - 1ST,AUDITOR GENERAL, ,REP,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 1ST,STATE TREASURER, ,REP,STACY L GARRITY,175
Clearfield,BRADFORD TOWNSHIP - 1ST,STATE TREASURER, ,REP,Write-In Totals,0
Clearfield,BRADFORD TOWNSHIP - 1ST,STATE TREASURER, ,REP,   Write-In: JOE TORSELLA,0
Clearfield,BRADFORD TOWNSHIP - 1ST,STATE TREASURER, ,REP,   Write-In: SCATTERED,0
Clearfield,BRADFORD TOWNSHIP - 1ST,STATE TREASURER, ,REP,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN CONGRESS, ,REP,GLENN GT THOMPSON,188
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,0
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: ROBERT WILLIAMS,0
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: SCATTERED,0
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN CONGRESS, ,REP,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,MIKE ARMANINI,65
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,MICHAEL CLEMENT,27
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,LISA A LABRASCA BECKER,101
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,Write-In Totals,1
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: SCATTERED,1
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: RYAN GRIMM,0
Clearfield,BRADFORD TOWNSHIP - 1ST,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 2ND,Registered Voters - Total, , ,Registered Voters - Total,916
Clearfield,BRADFORD TOWNSHIP - 2ND,Registered Voters - DEMOCRATIC, ,DEM,Registered Voters - DEMOCRATIC,296
Clearfield,BRADFORD TOWNSHIP - 2ND,Registered Voters - REPUBLICAN, ,REP,Registered Voters - REPUBLICAN,620
Clearfield,BRADFORD TOWNSHIP - 2ND,Registered Voters - NONPARTISAN, ,NPA,Registered Voters - NONPARTISAN,0
Clearfield,BRADFORD TOWNSHIP - 2ND,Ballots Cast - Total, , ,Ballots Cast - Total,400
Clearfield,BRADFORD TOWNSHIP - 2ND,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,119
Clearfield,BRADFORD TOWNSHIP - 2ND,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,281
Clearfield,BRADFORD TOWNSHIP - 2ND,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Clearfield,BRADFORD TOWNSHIP - 2ND,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,21
Clearfield,BRADFORD TOWNSHIP - 2ND,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R BIDEN,71
Clearfield,BRADFORD TOWNSHIP - 2ND,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,7
Clearfield,BRADFORD TOWNSHIP - 2ND,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,16
Clearfield,BRADFORD TOWNSHIP - 2ND,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: DONALD J TRUMP,15
Clearfield,BRADFORD TOWNSHIP - 2ND,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: SCATTERED,1
Clearfield,BRADFORD TOWNSHIP - 2ND,PRESIDENT OF THE UNITED STATES, ,DEM,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 2ND,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,100
Clearfield,BRADFORD TOWNSHIP - 2ND,ATTORNEY GENERAL, ,DEM,Write-In Totals,3
Clearfield,BRADFORD TOWNSHIP - 2ND,ATTORNEY GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,BRADFORD TOWNSHIP - 2ND,ATTORNEY GENERAL, ,DEM,   Write-In: HEATHER HEIDELBAUGH,3
Clearfield,BRADFORD TOWNSHIP - 2ND,ATTORNEY GENERAL, ,DEM,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 2ND,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,78
Clearfield,BRADFORD TOWNSHIP - 2ND,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,9
Clearfield,BRADFORD TOWNSHIP - 2ND,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,6
Clearfield,BRADFORD TOWNSHIP - 2ND,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,3
Clearfield,BRADFORD TOWNSHIP - 2ND,AUDITOR GENERAL, ,DEM,NINA AHMAD,6
Clearfield,BRADFORD TOWNSHIP - 2ND,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,6
Clearfield,BRADFORD TOWNSHIP - 2ND,AUDITOR GENERAL, ,DEM,Write-In Totals,2
Clearfield,BRADFORD TOWNSHIP - 2ND,AUDITOR GENERAL, ,DEM,   Write-In: TIMOTHY DEFOOR,1
Clearfield,BRADFORD TOWNSHIP - 2ND,AUDITOR GENERAL, ,DEM,   Write-In: SCATTERED,1
Clearfield,BRADFORD TOWNSHIP - 2ND,AUDITOR GENERAL, ,DEM,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 2ND,STATE TREASURER, ,DEM,JOE TORSELLA,99
Clearfield,BRADFORD TOWNSHIP - 2ND,STATE TREASURER, ,DEM,Write-In Totals,5
Clearfield,BRADFORD TOWNSHIP - 2ND,STATE TREASURER, ,DEM,   Write-In: STACEY GARRITY,5
Clearfield,BRADFORD TOWNSHIP - 2ND,STATE TREASURER, ,DEM,   Write-In: SCATTERED,0
Clearfield,BRADFORD TOWNSHIP - 2ND,STATE TREASURER, ,DEM,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN CONGRESS, ,DEM,ROBERT WILLIAMS,102
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,5
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: GLENN GT THOMPSON,4
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: SCATTERED,1
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN CONGRESS, ,DEM,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,RYAN GRIMM,95
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,Write-In Totals,3
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MICHAEL CLEMENT,0
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: SCATTERED,1
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MIKE ARMANINI,2
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: LISA A LABRASCA BECKER,0
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 2ND,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J TRUMP,269
Clearfield,BRADFORD TOWNSHIP - 2ND,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,2
Clearfield,BRADFORD TOWNSHIP - 2ND,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,5
Clearfield,BRADFORD TOWNSHIP - 2ND,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,3
Clearfield,BRADFORD TOWNSHIP - 2ND,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: BERNIE SANDERS,2
Clearfield,BRADFORD TOWNSHIP - 2ND,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: JOSEPH BIDEN,1
Clearfield,BRADFORD TOWNSHIP - 2ND,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: SCATTERED,0
Clearfield,BRADFORD TOWNSHIP - 2ND,PRESIDENT OF THE UNITED STATES, ,REP,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 2ND,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,256
Clearfield,BRADFORD TOWNSHIP - 2ND,ATTORNEY GENERAL, ,REP,Write-In Totals,3
Clearfield,BRADFORD TOWNSHIP - 2ND,ATTORNEY GENERAL, ,REP,   Write-In: SCATTERED,1
Clearfield,BRADFORD TOWNSHIP - 2ND,ATTORNEY GENERAL, ,REP,   Write-In: JOSH SHAPIRO,2
Clearfield,BRADFORD TOWNSHIP - 2ND,ATTORNEY GENERAL, ,REP,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 2ND,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,250
Clearfield,BRADFORD TOWNSHIP - 2ND,AUDITOR GENERAL, ,REP,Write-In Totals,3
Clearfield,BRADFORD TOWNSHIP - 2ND,AUDITOR GENERAL, ,REP,   Write-In: NINA AHMAD,0
Clearfield,BRADFORD TOWNSHIP - 2ND,AUDITOR GENERAL, ,REP,   Write-In: TRACIE FOUNTAIN,1
Clearfield,BRADFORD TOWNSHIP - 2ND,AUDITOR GENERAL, ,REP,   Write-In: SCATTERED,0
Clearfield,BRADFORD TOWNSHIP - 2ND,AUDITOR GENERAL, ,REP,   Write-In: MICHAEL LAMB,0
Clearfield,BRADFORD TOWNSHIP - 2ND,AUDITOR GENERAL, ,REP,   Write-In: SCOTT CONKLIN,2
Clearfield,BRADFORD TOWNSHIP - 2ND,AUDITOR GENERAL, ,REP,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 2ND,STATE TREASURER, ,REP,STACY L GARRITY,254
Clearfield,BRADFORD TOWNSHIP - 2ND,STATE TREASURER, ,REP,Write-In Totals,1
Clearfield,BRADFORD TOWNSHIP - 2ND,STATE TREASURER, ,REP,   Write-In: JOE TORSELLA,1
Clearfield,BRADFORD TOWNSHIP - 2ND,STATE TREASURER, ,REP,   Write-In: SCATTERED,0
Clearfield,BRADFORD TOWNSHIP - 2ND,STATE TREASURER, ,REP,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN CONGRESS, ,REP,GLENN GT THOMPSON,268
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,1
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: ROBERT WILLIAMS,0
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: SCATTERED,1
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN CONGRESS, ,REP,  Not Assigned,0
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,MIKE ARMANINI,107
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,MICHAEL CLEMENT,39
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,LISA A LABRASCA BECKER,128
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,Write-In Totals,1
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: SCATTERED,1
