county,precinct,office,district,party,candidate,election_day,mail_in,votes
Mercer,Liberty,State Treasurer,,REP,Stacy L. Garrity,170,62,232
Mercer,Liberty,State Treasurer,,REP,Write-In,2,0,2
Mercer,Liberty,U.S. House,16,REP,Mike Kelly,188,61,249
Mercer,Liberty,U.S. House,16,REP,Write-In,2,0,2
Mercer,Liberty,General Assembly,8,REP,Scott Jaillet,11,6,17
Mercer,Liberty,General Assembly,8,REP,Tim Bonner,189,62,251
Mercer,Liberty,General Assembly,8,REP,Write-In,1,1,2
Mercer,Mercer North,Registered Voters,,,,,,547
Mercer,Mercer North,Registered Voters,,DEM,,,,210
Mercer,Mercer North,Registered Voters,,REP,,,,337
Mercer,Mercer North,Registered Voters,,NPA,,,,0
Mercer,Mercer North,Ballots Cast,,,,122,71,193
Mercer,Mercer North,Ballots Cast,,DEM,,26,37,63
Mercer,Mercer North,Ballots Cast,,REP,,96,34,130
Mercer,Mercer North,Ballots Cast,,NPA,,0,0,0
Mercer,Mercer North,President,,DEM,Bernie Sanders,6,3,9
Mercer,Mercer North,President,,DEM,Joseph R. Biden,16,34,50
Mercer,Mercer North,President,,DEM,Tulsi Gabbard,1,0,1
Mercer,Mercer North,President,,DEM,Elizabeth Warren,2,0,2
Mercer,Mercer North,President,,DEM,Write-In,1,0,1
Mercer,Mercer North,Attorney General,,DEM,Josh Shapiro,24,36,60
Mercer,Mercer North,Attorney General,,DEM,Write-In,0,0,0
Mercer,Mercer North,Auditor General,,DEM,H. Scott Conklin,0,3,3
Mercer,Mercer North,Auditor General,,DEM,Michael Lamb,15,25,40
Mercer,Mercer North,Auditor General,,DEM,Tracie Fountain,0,1,1
Mercer,Mercer North,Auditor General,,DEM,Rose Rosie Marie Davis,2,0,2
Mercer,Mercer North,Auditor General,,DEM,Nina Ahmad,4,4,8
Mercer,Mercer North,Auditor General,,DEM,Christina M. Hartman,2,1,3
Mercer,Mercer North,Auditor General,,DEM,Write-In,0,0,0
Mercer,Mercer North,State Treasurer,,DEM,Joe Torsella,22,33,55
Mercer,Mercer North,State Treasurer,,DEM,Write-In,0,0,0
Mercer,Mercer North,U.S. House,16,DEM,Kristy Gnibus,21,35,56
Mercer,Mercer North,U.S. House,16,DEM,Write-In,0,0,0
Mercer,Mercer North,General Assembly,8,DEM,Phil Heasley,25,35,60
Mercer,Mercer North,General Assembly,8,DEM,Write-In,0,0,0
Mercer,Mercer North,President,,REP,Donald J. Trump,90,28,118
Mercer,Mercer North,President,,REP,Roque Rocky De La Fuente,1,0,1
Mercer,Mercer North,President,,REP,Bill Weld,2,3,5
Mercer,Mercer North,President,,REP,Write-In,0,0,0
Mercer,Mercer North,Attorney General,,REP,Heather Heidelbaugh,81,33,114
Mercer,Mercer North,Attorney General,,REP,Write-In,0,0,0
Mercer,Mercer North,Auditor General,,REP,Timothy Defoor,79,32,111
Mercer,Mercer North,Auditor General,,REP,Write-In,0,0,0
Mercer,Mercer North,State Treasurer,,REP,Stacy L. Garrity,79,33,112
Mercer,Mercer North,State Treasurer,,REP,Write-In,0,0,0
Mercer,Mercer North,U.S. House,16,REP,Mike Kelly,91,33,124
Mercer,Mercer North,U.S. House,16,REP,Write-In,0,1,1
Mercer,Mercer North,General Assembly,8,REP,Scott Jaillet,9,2,11
Mercer,Mercer North,General Assembly,8,REP,Tim Bonner,86,32,118
Mercer,Mercer North,General Assembly,8,REP,Write-In,0,0,0
Mercer,Mercer South,Registered Voters,,,,,,550
Mercer,Mercer South,Registered Voters,,DEM,,,,226
Mercer,Mercer South,Registered Voters,,REP,,,,324
Mercer,Mercer South,Registered Voters,,NPA,,,,0
Mercer,Mercer South,Ballots Cast,,,,118,81,199
Mercer,Mercer South,Ballots Cast,,DEM,,35,48,83
Mercer,Mercer South,Ballots Cast,,REP,,83,33,116
Mercer,Mercer South,Ballots Cast,,NPA,,0,0,0
Mercer,Mercer South,President,,DEM,Bernie Sanders,6,4,10
Mercer,Mercer South,President,,DEM,Joseph R. Biden,26,44,70
Mercer,Mercer South,President,,DEM,Tulsi Gabbard,1,0,1
Mercer,Mercer South,President,,DEM,Elizabeth Warren,0,0,0
Mercer,Mercer South,President,,DEM,Write-In,1,0,1
Mercer,Mercer South,Attorney General,,DEM,Josh Shapiro,31,47,78
Mercer,Mercer South,Attorney General,,DEM,Write-In,0,0,0
Mercer,Mercer South,Auditor General,,DEM,H. Scott Conklin,0,1,1
Mercer,Mercer South,Auditor General,,DEM,Michael Lamb,22,34,56
Mercer,Mercer South,Auditor General,,DEM,Tracie Fountain,3,2,5
Mercer,Mercer South,Auditor General,,DEM,Rose Rosie Marie Davis,0,2,2
Mercer,Mercer South,Auditor General,,DEM,Nina Ahmad,2,1,3
Mercer,Mercer South,Auditor General,,DEM,Christina M. Hartman,7,5,12
Mercer,Mercer South,Auditor General,,DEM,Write-In,0,0,0
Mercer,Mercer South,State Treasurer,,DEM,Joe Torsella,32,46,78
Mercer,Mercer South,State Treasurer,,DEM,Write-In,0,0,0
Mercer,Mercer South,U.S. House,16,DEM,Kristy Gnibus,32,47,79
Mercer,Mercer South,U.S. House,16,DEM,Write-In,0,0,0
Mercer,Mercer South,General Assembly,8,DEM,Phil Heasley,31,46,77
Mercer,Mercer South,General Assembly,8,DEM,Write-In,0,0,0
Mercer,Mercer South,President,,REP,Donald J. Trump,79,22,101
Mercer,Mercer South,President,,REP,Roque Rocky De La Fuente,1,2,3
Mercer,Mercer South,President,,REP,Bill Weld,1,6,7
Mercer,Mercer South,President,,REP,Write-In,0,1,1
Mercer,Mercer South,Attorney General,,REP,Heather Heidelbaugh,71,32,103
Mercer,Mercer South,Attorney General,,REP,Write-In,0,0,0
Mercer,Mercer South,Auditor General,,REP,Timothy Defoor,69,32,101
Mercer,Mercer South,Auditor General,,REP,Write-In,0,0,0
Mercer,Mercer South,State Treasurer,,REP,Stacy L. Garrity,69,32,101
Mercer,Mercer South,State Treasurer,,REP,Write-In,0,0,0
Mercer,Mercer South,U.S. House,16,REP,Mike Kelly,81,32,113
Mercer,Mercer South,U.S. House,16,REP,Write-In,1,0,1
Mercer,Mercer South,General Assembly,8,REP,Scott Jaillet,9,2,11
Mercer,Mercer South,General Assembly,8,REP,Tim Bonner,71,30,101
Mercer,Mercer South,General Assembly,8,REP,Write-In,0,0,0
Mercer,Mill Creek,Registered Voters,,,,,,410
Mercer,Mill Creek,Registered Voters,,DEM,,,,100
Mercer,Mill Creek,Registered Voters,,REP,,,,310
Mercer,Mill Creek,Registered Voters,,NPA,,,,0
Mercer,Mill Creek,Ballots Cast,,,,125,32,157
Mercer,Mill Creek,Ballots Cast,,DEM,,16,15,31
Mercer,Mill Creek,Ballots Cast,,REP,,109,17,126
Mercer,Mill Creek,Ballots Cast,,NPA,,0,0,0
Mercer,Mill Creek,President,,DEM,Bernie Sanders,2,0,2
Mercer,Mill Creek,President,,DEM,Joseph R. Biden,11,13,24
Mercer,Mill Creek,President,,DEM,Tulsi Gabbard,0,0,0
Mercer,Mill Creek,President,,DEM,Elizabeth Warren,0,1,1
Mercer,Mill Creek,President,,DEM,Write-In,3,0,3
Mercer,Mill Creek,Attorney General,,DEM,Josh Shapiro,11,15,26
Mercer,Mill Creek,Attorney General,,DEM,Write-In,0,0,0
Mercer,Mill Creek,Auditor General,,DEM,H. Scott Conklin,2,3,5
Mercer,Mill Creek,Auditor General,,DEM,Michael Lamb,9,9,18
Mercer,Mill Creek,Auditor General,,DEM,Tracie Fountain,0,0,0
Mercer,Mill Creek,Auditor General,,DEM,Rose Rosie Marie Davis,2,0,2
Mercer,Mill Creek,Auditor General,,DEM,Nina Ahmad,0,1,1
Mercer,Mill Creek,Auditor General,,DEM,Christina M. Hartman,0,1,1
Mercer,Mill Creek,Auditor General,,DEM,Write-In,0,0,0
Mercer,Mill Creek,State Treasurer,,DEM,Joe Torsella,11,15,26
Mercer,Mill Creek,State Treasurer,,DEM,Write-In,0,0,0
Mercer,Mill Creek,U.S. House,16,DEM,Kristy Gnibus,13,15,28
Mercer,Mill Creek,U.S. House,16,DEM,Write-In,0,0,0
Mercer,Mill Creek,General Assembly,8,DEM,Phil Heasley,13,15,28
Mercer,Mill Creek,General Assembly,8,DEM,Write-In,0,0,0
Mercer,Mill Creek,President,,REP,Donald J. Trump,107,15,122
Mercer,Mill Creek,President,,REP,Roque Rocky De La Fuente,0,0,0
Mercer,Mill Creek,President,,REP,Bill Weld,2,2,4
Mercer,Mill Creek,President,,REP,Write-In,0,0,0
Mercer,Mill Creek,Attorney General,,REP,Heather Heidelbaugh,93,14,107
Mercer,Mill Creek,Attorney General,,REP,Write-In,0,0,0
Mercer,Mill Creek,Auditor General,,REP,Timothy Defoor,91,15,106
Mercer,Mill Creek,Auditor General,,REP,Write-In,1,0,1
Mercer,Mill Creek,State Treasurer,,REP,Stacy L. Garrity,92,15,107
Mercer,Mill Creek,State Treasurer,,REP,Write-In,0,0,0
Mercer,Mill Creek,U.S. House,16,REP,Mike Kelly,100,16,116
Mercer,Mill Creek,U.S. House,16,REP,Write-In,0,0,0
Mercer,Mill Creek,General Assembly,8,REP,Scott Jaillet,10,0,10
Mercer,Mill Creek,General Assembly,8,REP,Tim Bonner,95,17,112
Mercer,Mill Creek,General Assembly,8,REP,Write-In,0,0,0
Mercer,New Lebanon,Registered Voters,,,,,,82
Mercer,New Lebanon,Registered Voters,,DEM,,,,28
Mercer,New Lebanon,Registered Voters,,REP,,,,54
Mercer,New Lebanon,Registered Voters,,NPA,,,,0
Mercer,New Lebanon,Ballots Cast,,,,24,10,34
Mercer,New Lebanon,Ballots Cast,,DEM,,5,7,12
Mercer,New Lebanon,Ballots Cast,,REP,,19,3,22
Mercer,New Lebanon,Ballots Cast,,NPA,,0,0,0
Mercer,New Lebanon,President,,DEM,Bernie Sanders,0,1,1
Mercer,New Lebanon,President,,DEM,Joseph R. Biden,4,6,10
Mercer,New Lebanon,President,,DEM,Tulsi Gabbard,0,0,0
Mercer,New Lebanon,President,,DEM,Elizabeth Warren,0,0,0
Mercer,New Lebanon,President,,DEM,Write-In,0,0,0
Mercer,New Lebanon,Attorney General,,DEM,Josh Shapiro,5,7,12
Mercer,New Lebanon,Attorney General,,DEM,Write-In,0,0,0
Mercer,New Lebanon,Auditor General,,DEM,H. Scott Conklin,1,0,1
Mercer,New Lebanon,Auditor General,,DEM,Michael Lamb,2,5,7
Mercer,New Lebanon,Auditor General,,DEM,Tracie Fountain,1,1,2
Mercer,New Lebanon,Auditor General,,DEM,Rose Rosie Marie Davis,0,0,0
Mercer,New Lebanon,Auditor General,,DEM,Nina Ahmad,0,1,1
Mercer,New Lebanon,Auditor General,,DEM,Christina M. Hartman,0,0,0
Mercer,New Lebanon,Auditor General,,DEM,Write-In,0,0,0
Mercer,New Lebanon,State Treasurer,,DEM,Joe Torsella,4,7,11
Mercer,New Lebanon,State Treasurer,,DEM,Write-In,0,0,0
Mercer,New Lebanon,U.S. House,16,DEM,Kristy Gnibus,5,7,12
Mercer,New Lebanon,U.S. House,16,DEM,Write-In,0,0,0
Mercer,New Lebanon,General Assembly,8,DEM,Phil Heasley,4,7,11
Mercer,New Lebanon,General Assembly,8,DEM,Write-In,0,0,0
Mercer,New Lebanon,President,,REP,Donald J. Trump,19,3,22
Mercer,New Lebanon,President,,REP,Roque Rocky De La Fuente,0,0,0
Mercer,New Lebanon,President,,REP,Bill Weld,0,0,0
Mercer,New Lebanon,President,,REP,Write-In,0,0,0
Mercer,New Lebanon,Attorney General,,REP,Heather Heidelbaugh,18,3,21
Mercer,New Lebanon,Attorney General,,REP,Write-In,0,0,0
Mercer,New Lebanon,Auditor General,,REP,Timothy Defoor,16,3,19
Mercer,New Lebanon,Auditor General,,REP,Write-In,0,0,0
Mercer,New Lebanon,State Treasurer,,REP,Stacy L. Garrity,16,3,19
Mercer,New Lebanon,State Treasurer,,REP,Write-In,0,0,0
Mercer,New Lebanon,U.S. House,16,REP,Mike Kelly,18,3,21
Mercer,New Lebanon,U.S. House,16,REP,Write-In,0,0,0
Mercer,New Lebanon,General Assembly,8,REP,Scott Jaillet,1,0,1
Mercer,New Lebanon,General Assembly,8,REP,Tim Bonner,18,3,21
Mercer,New Lebanon,General Assembly,8,REP,Write-In,0,0,0
Mercer,New Vernon,Registered Voters,,,,,,304
Mercer,New Vernon,Registered Voters,,DEM,,,,87
Mercer,New Vernon,Registered Voters,,REP,,,,217
Mercer,New Vernon,Registered Voters,,NPA,,,,0
Mercer,New Vernon,Ballots Cast,,,,118,34,152
Mercer,New Vernon,Ballots Cast,,DEM,,24,12,36
Mercer,New Vernon,Ballots Cast,,REP,,94,22,116
Mercer,New Vernon,Ballots Cast,,NPA,,0,0,0
Mercer,New Vernon,President,,DEM,Bernie Sanders,3,1,4
Mercer,New Vernon,President,,DEM,Joseph R. Biden,12,11,23
Mercer,New Vernon,President,,DEM,Tulsi Gabbard,3,0,3
Mercer,New Vernon,President,,DEM,Elizabeth Warren,1,0,1
Mercer,New Vernon,President,,DEM,Write-In,3,0,3
Mercer,New Vernon,Attorney General,,DEM,Josh Shapiro,19,12,31
Mercer,New Vernon,Attorney General,,DEM,Write-In,0,0,0
Mercer,New Vernon,Auditor General,,DEM,H. Scott Conklin,0,0,0
Mercer,New Vernon,Auditor General,,DEM,Michael Lamb,10,6,16
Mercer,New Vernon,Auditor General,,DEM,Tracie Fountain,2,0,2
Mercer,New Vernon,Auditor General,,DEM,Rose Rosie Marie Davis,1,3,4
Mercer,New Vernon,Auditor General,,DEM,Nina Ahmad,2,0,2
Mercer,New Vernon,Auditor General,,DEM,Christina M. Hartman,6,1,7
Mercer,New Vernon,Auditor General,,DEM,Write-In,0,0,0
Mercer,New Vernon,State Treasurer,,DEM,Joe Torsella,18,12,30
Mercer,New Vernon,State Treasurer,,DEM,Write-In,0,0,0
Mercer,New Vernon,U.S. House,16,DEM,Kristy Gnibus,18,12,30
Mercer,New Vernon,U.S. House,16,DEM,Write-In,0,0,0
Mercer,New Vernon,General Assembly,8,DEM,Phil Heasley,19,12,31
Mercer,New Vernon,General Assembly,8,DEM,Write-In,0,0,0
Mercer,New Vernon,President,,REP,Donald J. Trump,90,21,111
Mercer,New Vernon,President,,REP,Roque Rocky De La Fuente,0,0,0
Mercer,New Vernon,President,,REP,Bill Weld,2,1,3
Mercer,New Vernon,President,,REP,Write-In,1,0,1
Mercer,New Vernon,Attorney General,,REP,Heather Heidelbaugh,86,19,105
Mercer,New Vernon,Attorney General,,REP,Write-In,0,0,0
Mercer,New Vernon,Auditor General,,REP,Timothy Defoor,83,20,103
Mercer,New Vernon,Auditor General,,REP,Write-In,0,0,0
Mercer,New Vernon,State Treasurer,,REP,Stacy L. Garrity,85,21,106
Mercer,New Vernon,State Treasurer,,REP,Write-In,0,0,0
Mercer,New Vernon,U.S. House,16,REP,Mike Kelly,90,21,111
Mercer,New Vernon,U.S. House,16,REP,Write-In,0,0,0
Mercer,New Vernon,General Assembly,8,REP,Scott Jaillet,8,1,9
Mercer,New Vernon,General Assembly,8,REP,Tim Bonner,86,21,107
Mercer,New Vernon,General Assembly,8,REP,Write-In,0,0,0
Mercer,Otter Creek,Registered Voters,,,,,,288
Mercer,Otter Creek,Registered Voters,,DEM,,,,92
Mercer,Otter Creek,Registered Voters,,REP,,,,196
Mercer,Otter Creek,Registered Voters,,NPA,,,,0
Mercer,Otter Creek,Ballots Cast,,,,81,25,106
Mercer,Otter Creek,Ballots Cast,,DEM,,12,9,21
Mercer,Otter Creek,Ballots Cast,,REP,,69,16,85
Mercer,Otter Creek,Ballots Cast,,NPA,,0,0,0
Mercer,Otter Creek,President,,DEM,Bernie Sanders,1,0,1
Mercer,Otter Creek,President,,DEM,Joseph R. Biden,8,9,17
Mercer,Otter Creek,President,,DEM,Tulsi Gabbard,1,0,1
Mercer,Otter Creek,President,,DEM,Elizabeth Warren,1,0,1
Mercer,Otter Creek,President,,DEM,Write-In,1,0,1
Mercer,Otter Creek,Attorney General,,DEM,Josh Shapiro,10,9,19
Mercer,Otter Creek,Attorney General,,DEM,Write-In,0,0,0
Mercer,Otter Creek,Auditor General,,DEM,H. Scott Conklin,1,1,2
Mercer,Otter Creek,Auditor General,,DEM,Michael Lamb,5,5,10
Mercer,Otter Creek,Auditor General,,DEM,Tracie Fountain,1,0,1
Mercer,Otter Creek,Auditor General,,DEM,Rose Rosie Marie Davis,1,0,1
Mercer,Otter Creek,Auditor General,,DEM,Nina Ahmad,0,0,0
Mercer,Otter Creek,Auditor General,,DEM,Christina M. Hartman,1,3,4
Mercer,Otter Creek,Auditor General,,DEM,Write-In,0,0,0
Mercer,Otter Creek,State Treasurer,,DEM,Joe Torsella,8,9,17
Mercer,Otter Creek,State Treasurer,,DEM,Write-In,0,0,0
Mercer,Otter Creek,U.S. House,16,DEM,Kristy Gnibus,7,9,16
Mercer,Otter Creek,U.S. House,16,DEM,Write-In,0,0,0
Mercer,Otter Creek,General Assembly,17,DEM,Write-In,0,1,1
Mercer,Otter Creek,General Assembly,17,DEM,Jeff O'Melian,0,1,1
Mercer,Otter Creek,President,,REP,Donald J. Trump,66,16,82
Mercer,Otter Creek,President,,REP,Roque Rocky De La Fuente,0,0,0
Mercer,Otter Creek,President,,REP,Bill Weld,1,0,1
Mercer,Otter Creek,President,,REP,Write-In,1,0,1
Mercer,Otter Creek,Attorney General,,REP,Heather Heidelbaugh,58,15,73
Mercer,Otter Creek,Attorney General,,REP,Write-In,0,0,0
Mercer,Otter Creek,Auditor General,,REP,Timothy Defoor,56,15,71
Mercer,Otter Creek,Auditor General,,REP,Write-In,0,0,0
Mercer,Otter Creek,State Treasurer,,REP,Stacy L. Garrity,59,16,75
Mercer,Otter Creek,State Treasurer,,REP,Write-In,0,0,0
Mercer,Otter Creek,U.S. House,16,REP,Mike Kelly,64,15,79
Mercer,Otter Creek,U.S. House,16,REP,Write-In,1,0,1
Mercer,Otter Creek,General Assembly,17,REP,Parke Wentling,66,16,82
Mercer,Otter Creek,General Assembly,17,REP,Write-In,2,0,2
Mercer,Perry,Registered Voters,,,,,,758
Mercer,Perry,Registered Voters,,DEM,,,,223
Mercer,Perry,Registered Voters,,REP,,,,535
Mercer,Perry,Registered Voters,,NPA,,,,0
Mercer,Perry,Ballots Cast,,,,205,98,303
Mercer,Perry,Ballots Cast,,DEM,,44,28,72
Mercer,Perry,Ballots Cast,,REP,,161,70,231
Mercer,Perry,Ballots Cast,,NPA,,0,0,0
Mercer,Perry,President,,DEM,Bernie Sanders,9,3,12
Mercer,Perry,President,,DEM,Joseph R. Biden,22,23,45
Mercer,Perry,President,,DEM,Tulsi Gabbard,3,0,3
Mercer,Perry,President,,DEM,Elizabeth Warren,4,1,5
Mercer,Perry,President,,DEM,Write-In,4,0,4
Mercer,Perry,Attorney General,,DEM,Josh Shapiro,42,28,70
Mercer,Perry,Attorney General,,DEM,Write-In,0,0,0
Mercer,Perry,Auditor General,,DEM,H. Scott Conklin,4,2,6
Mercer,Perry,Auditor General,,DEM,Michael Lamb,22,16,38
Mercer,Perry,Auditor General,,DEM,Tracie Fountain,0,2,2
Mercer,Perry,Auditor General,,DEM,Rose Rosie Marie Davis,6,1,7
Mercer,Perry,Auditor General,,DEM,Nina Ahmad,2,1,3
Mercer,Perry,Auditor General,,DEM,Christina M. Hartman,10,3,13
Mercer,Perry,Auditor General,,DEM,Write-In,0,0,0
Mercer,Perry,State Treasurer,,DEM,Joe Torsella,42,24,66
Mercer,Perry,State Treasurer,,DEM,Write-In,0,0,0
Mercer,Perry,U.S. House,16,DEM,Kristy Gnibus,40,24,64
Mercer,Perry,U.S. House,16,DEM,Write-In,2,0,2
Mercer,Perry,General Assembly,8,DEM,Phil Heasley,40,24,64
Mercer,Perry,General Assembly,8,DEM,Write-In,1,0,1
Mercer,Perry,President,,REP,Donald J. Trump,157,55,212
Mercer,Perry,President,,REP,Roque Rocky De La Fuente,1,2,3
Mercer,Perry,President,,REP,Bill Weld,2,8,10
Mercer,Perry,President,,REP,Write-In,0,1,1
Mercer,Perry,Attorney General,,REP,Heather Heidelbaugh,150,54,204
Mercer,Perry,Attorney General,,REP,Write-In,0,0,0
Mercer,Perry,Auditor General,,REP,Timothy Defoor,149,50,199
Mercer,Perry,Auditor General,,REP,Write-In,0,1,1
Mercer,Perry,State Treasurer,,REP,Stacy L. Garrity,151,52,203
Mercer,Perry,State Treasurer,,REP,Write-In,0,0,0
Mercer,Perry,U.S. House,16,REP,Mike Kelly,156,62,218
Mercer,Perry,U.S. House,16,REP,Write-In,0,2,2
Mercer,Perry,General Assembly,8,REP,Scott Jaillet,19,11,30
Mercer,Perry,General Assembly,8,REP,Tim Bonner,137,56,193
Mercer,Perry,General Assembly,8,REP,Write-In,0,0,0
Mercer,Pine 1,Registered Voters,,,,,,1344
Mercer,Pine 1,Registered Voters,,DEM,,,,344
Mercer,Pine 1,Registered Voters,,REP,,,,1000
Mercer,Pine 1,Registered Voters,,NPA,,,,0
Mercer,Pine 1,Ballots Cast,,,,321,227,548
Mercer,Pine 1,Ballots Cast,,DEM,,42,79,121
Mercer,Pine 1,Ballots Cast,,REP,,279,148,427
Mercer,Pine 1,Ballots Cast,,NPA,,0,0,0
Mercer,Pine 1,President,,DEM,Bernie Sanders,8,4,12
Mercer,Pine 1,President,,DEM,Joseph R. Biden,26,70,96
Mercer,Pine 1,President,,DEM,Tulsi Gabbard,1,3,4
Mercer,Pine 1,President,,DEM,Elizabeth Warren,0,1,1
Mercer,Pine 1,President,,DEM,Write-In,3,1,4
Mercer,Pine 1,Attorney General,,DEM,Josh Shapiro,37,72,109
Mercer,Pine 1,Attorney General,,DEM,Write-In,1,1,2
Mercer,Pine 1,Auditor General,,DEM,H. Scott Conklin,6,6,12
Mercer,Pine 1,Auditor General,,DEM,Michael Lamb,20,54,74
Mercer,Pine 1,Auditor General,,DEM,Tracie Fountain,1,1,2
Mercer,Pine 1,Auditor General,,DEM,Rose Rosie Marie Davis,1,1,2
Mercer,Pine 1,Auditor General,,DEM,Nina Ahmad,8,9,17
Mercer,Pine 1,Auditor General,,DEM,Christina M. Hartman,2,2,4
Mercer,Pine 1,Auditor General,,DEM,Write-In,0,0,0
Mercer,Pine 1,State Treasurer,,DEM,Joe Torsella,36,69,105
Mercer,Pine 1,State Treasurer,,DEM,Write-In,0,1,1
Mercer,Pine 1,U.S. House,16,DEM,Kristy Gnibus,35,73,108
Mercer,Pine 1,U.S. House,16,DEM,Write-In,2,1,3
Mercer,Pine 1,General Assembly,8,DEM,Phil Heasley,34,67,101
Mercer,Pine 1,General Assembly,8,DEM,Write-In,2,3,5
Mercer,Pine 1,President,,REP,Donald J. Trump,259,120,379
Mercer,Pine 1,President,,REP,Roque Rocky De La Fuente,1,2,3
Mercer,Pine 1,President,,REP,Bill Weld,11,16,27
Mercer,Pine 1,President,,REP,Write-In,0,3,3
Mercer,Pine 1,Attorney General,,REP,Heather Heidelbaugh,247,124,371
Mercer,Pine 1,Attorney General,,REP,Write-In,1,1,2
Mercer,Pine 1,Auditor General,,REP,Timothy Defoor,246,118,364
Mercer,Pine 1,Auditor General,,REP,Write-In,0,0,0
Mercer,Pine 1,State Treasurer,,REP,Stacy L. Garrity,249,124,373
Mercer,Pine 1,State Treasurer,,REP,Write-In,0,0,0
Mercer,Pine 1,U.S. House,16,REP,Mike Kelly,264,136,400
Mercer,Pine 1,U.S. House,16,REP,Write-In,3,1,4
Mercer,Pine 1,General Assembly,8,REP,Scott Jaillet,18,7,25
Mercer,Pine 1,General Assembly,8,REP,Tim Bonner,259,139,398
Mercer,Pine 1,General Assembly,8,REP,Write-In,1,0,1
Mercer,Pine 2,Registered Voters,,,,,,1417
Mercer,Pine 2,Registered Voters,,DEM,,,,410
Mercer,Pine 2,Registered Voters,,REP,,,,1007
Mercer,Pine 2,Registered Voters,,NPA,,,,0
Mercer,Pine 2,Ballots Cast,,,,348,199,547
Mercer,Pine 2,Ballots Cast,,DEM,,64,82,146
Mercer,Pine 2,Ballots Cast,,REP,,284,117,401
Mercer,Pine 2,Ballots Cast,,NPA,,0,0,0
Mercer,Pine 2,President,,DEM,Bernie Sanders,7,12,19
Mercer,Pine 2,President,,DEM,Joseph R. Biden,38,64,102
Mercer,Pine 2,President,,DEM,Tulsi Gabbard,3,3,6
Mercer,Pine 2,President,,DEM,Elizabeth Warren,4,0,4
Mercer,Pine 2,President,,DEM,Write-In,8,2,10
Mercer,Pine 2,Attorney General,,DEM,Josh Shapiro,56,75,131
Mercer,Pine 2,Attorney General,,DEM,Write-In,1,0,1
Mercer,Pine 2,Auditor General,,DEM,H. Scott Conklin,4,8,12
Mercer,Pine 2,Auditor General,,DEM,Michael Lamb,41,48,89
Mercer,Pine 2,Auditor General,,DEM,Tracie Fountain,1,6,7
Mercer,Pine 2,Auditor General,,DEM,Rose Rosie Marie Davis,1,1,2
Mercer,Pine 2,Auditor General,,DEM,Nina Ahmad,1,8,9
Mercer,Pine 2,Auditor General,,DEM,Christina M. Hartman,8,3,11
Mercer,Pine 2,Auditor General,,DEM,Write-In,1,0,1
Mercer,Pine 2,State Treasurer,,DEM,Joe Torsella,56,71,127
Mercer,Pine 2,State Treasurer,,DEM,Write-In,0,0,0
Mercer,Pine 2,U.S. House,16,DEM,Kristy Gnibus,53,71,124
Mercer,Pine 2,U.S. House,16,DEM,Write-In,2,0,2
Mercer,Pine 2,General Assembly,8,DEM,Phil Heasley,53,71,124
Mercer,Pine 2,General Assembly,8,DEM,Write-In,4,2,6
Mercer,Pine 2,President,,REP,Donald J. Trump,263,90,353
Mercer,Pine 2,President,,REP,Roque Rocky De La Fuente,1,2,3
Mercer,Pine 2,President,,REP,Bill Weld,9,11,20
Mercer,Pine 2,President,,REP,Write-In,4,5,9
Mercer,Pine 2,Attorney General,,REP,Heather Heidelbaugh,244,105,349
Mercer,Pine 2,Attorney General,,REP,Write-In,0,0,0
Mercer,Pine 2,Auditor General,,REP,Timothy Defoor,241,97,338
Mercer,Pine 2,Auditor General,,REP,Write-In,0,1,1
Mercer,Pine 2,State Treasurer,,REP,Stacy L. Garrity,243,100,343
Mercer,Pine 2,State Treasurer,,REP,Write-In,0,0,0
Mercer,Pine 2,U.S. House,16,REP,Mike Kelly,265,103,368
Mercer,Pine 2,U.S. House,16,REP,Write-In,0,2,2
Mercer,Pine 2,General Assembly,8,REP,Scott Jaillet,31,20,51
Mercer,Pine 2,General Assembly,8,REP,Tim Bonner,251,94,345
Mercer,Pine 2,General Assembly,8,REP,Write-In,0,0,0
Mercer,Pymatuning 1,Registered Voters,,,,,,765
Mercer,Pymatuning 1,Registered Voters,,DEM,,,,376
Mercer,Pymatuning 1,Registered Voters,,REP,,,,389
Mercer,Pymatuning 1,Registered Voters,,NPA,,,,0
Mercer,Pymatuning 1,Ballots Cast,,,,142,95,237
Mercer,Pymatuning 1,Ballots Cast,,DEM,,54,58,112
Mercer,Pymatuning 1,Ballots Cast,,REP,,88,37,125
Mercer,Pymatuning 1,Ballots Cast,,NPA,,0,0,0
Mercer,Pymatuning 1,President,,DEM,Bernie Sanders,7,3,10
Mercer,Pymatuning 1,President,,DEM,Joseph R. Biden,31,52,83
Mercer,Pymatuning 1,President,,DEM,Tulsi Gabbard,1,1,2
Mercer,Pymatuning 1,President,,DEM,Elizabeth Warren,2,0,2
Mercer,Pymatuning 1,President,,DEM,Write-In,4,2,6
Mercer,Pymatuning 1,Attorney General,,DEM,Josh Shapiro,41,53,94
Mercer,Pymatuning 1,Attorney General,,DEM,Write-In,0,0,0
Mercer,Pymatuning 1,Auditor General,,DEM,H. Scott Conklin,3,5,8
Mercer,Pymatuning 1,Auditor General,,DEM,Michael Lamb,26,39,65
Mercer,Pymatuning 1,Auditor General,,DEM,Tracie Fountain,4,2,6
