county,precint,office,district,party,candidate,votes
Beaver,HANOVER TWP 2,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,100
Beaver,HANOVER TWP 2,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,5
Beaver,HANOVER TWP 2,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,DEM,BOB WILLIAMS,98
Beaver,HANOVER TWP 2,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,DEM,Write-In Totals,4
Beaver,HANOVER TWP 2,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,176
Beaver,HANOVER TWP 2,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,1
Beaver,HANOVER TWP 2,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,5
Beaver,HANOVER TWP 2,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,2
Beaver,HANOVER TWP 2,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,173
Beaver,HANOVER TWP 2,ATTORNEY GENERAL, ,REP,Write-In Totals,1
Beaver,HANOVER TWP 2,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,171
Beaver,HANOVER TWP 2,AUDITOR GENERAL, ,REP,Write-In Totals,1
Beaver,HANOVER TWP 2,STATE TREASURER, ,REP,STACY L. GARRITY,169
Beaver,HANOVER TWP 2,STATE TREASURER, ,REP,Write-In Totals,1
Beaver,HANOVER TWP 2,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,169
Beaver,HANOVER TWP 2,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,2
Beaver,HANOVER TWP 2,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,REP,JOSHUA D. KAIL,176
Beaver,HANOVER TWP 2,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,REP,Write-In Totals,1
Beaver,HARMONY TWP 1,Ballots Cast - Total, , ,Ballots Cast - Total,396
Beaver,HARMONY TWP 1,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,268
Beaver,HARMONY TWP 1,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,128
Beaver,HARMONY TWP 1,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,HARMONY TWP 1,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,HARMONY TWP 1,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,41
Beaver,HARMONY TWP 1,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,198
Beaver,HARMONY TWP 1,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,5
Beaver,HARMONY TWP 1,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,10
Beaver,HARMONY TWP 1,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,235
Beaver,HARMONY TWP 1,ATTORNEY GENERAL, ,DEM,Write-In Totals,1
Beaver,HARMONY TWP 1,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,6
Beaver,HARMONY TWP 1,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,197
Beaver,HARMONY TWP 1,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,7
Beaver,HARMONY TWP 1,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,1
Beaver,HARMONY TWP 1,AUDITOR GENERAL, ,DEM,NINA AHMAD,19
Beaver,HARMONY TWP 1,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,11
Beaver,HARMONY TWP 1,AUDITOR GENERAL, ,DEM,Write-In Totals,0
Beaver,HARMONY TWP 1,STATE TREASURER, ,DEM,JOE TORSELLA,217
Beaver,HARMONY TWP 1,STATE TREASURER, ,DEM,Write-In Totals,1
Beaver,HARMONY TWP 1,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,243
Beaver,HARMONY TWP 1,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,2
Beaver,HARMONY TWP 1,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,ROBERT F. MATZIE,261
Beaver,HARMONY TWP 1,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,Write-In Totals,1
Beaver,HARMONY TWP 1,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,119
Beaver,HARMONY TWP 1,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,1
Beaver,HARMONY TWP 1,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,5
Beaver,HARMONY TWP 1,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,1
Beaver,HARMONY TWP 1,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,111
Beaver,HARMONY TWP 1,ATTORNEY GENERAL, ,REP,Write-In Totals,0
Beaver,HARMONY TWP 1,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,111
Beaver,HARMONY TWP 1,AUDITOR GENERAL, ,REP,Write-In Totals,0
Beaver,HARMONY TWP 1,STATE TREASURER, ,REP,STACY L. GARRITY,110
Beaver,HARMONY TWP 1,STATE TREASURER, ,REP,Write-In Totals,0
Beaver,HARMONY TWP 1,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,113
Beaver,HARMONY TWP 1,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,2
Beaver,HARMONY TWP 1,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,REP,RICO ELMORE,114
Beaver,HARMONY TWP 1,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,REP,Write-In Totals,0
Beaver,HARMONY TWP 2,Ballots Cast - Total, , ,Ballots Cast - Total,162
Beaver,HARMONY TWP 2,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,114
Beaver,HARMONY TWP 2,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,48
Beaver,HARMONY TWP 2,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,HARMONY TWP 2,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,HARMONY TWP 2,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,25
Beaver,HARMONY TWP 2,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,77
Beaver,HARMONY TWP 2,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,6
Beaver,HARMONY TWP 2,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,2
Beaver,HARMONY TWP 2,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,94
Beaver,HARMONY TWP 2,ATTORNEY GENERAL, ,DEM,Write-In Totals,1
Beaver,HARMONY TWP 2,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,4
Beaver,HARMONY TWP 2,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,82
Beaver,HARMONY TWP 2,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,0
Beaver,HARMONY TWP 2,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,3
Beaver,HARMONY TWP 2,AUDITOR GENERAL, ,DEM,NINA AHMAD,11
Beaver,HARMONY TWP 2,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,6
Beaver,HARMONY TWP 2,AUDITOR GENERAL, ,DEM,Write-In Totals,0
Beaver,HARMONY TWP 2,STATE TREASURER, ,DEM,JOE TORSELLA,90
Beaver,HARMONY TWP 2,STATE TREASURER, ,DEM,Write-In Totals,0
Beaver,HARMONY TWP 2,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,106
Beaver,HARMONY TWP 2,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,0
Beaver,HARMONY TWP 2,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,ROBERT F. MATZIE,112
Beaver,HARMONY TWP 2,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,Write-In Totals,0
Beaver,HARMONY TWP 2,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,41
Beaver,HARMONY TWP 2,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,0
Beaver,HARMONY TWP 2,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,5
Beaver,HARMONY TWP 2,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,1
Beaver,HARMONY TWP 2,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,44
Beaver,HARMONY TWP 2,ATTORNEY GENERAL, ,REP,Write-In Totals,1
Beaver,HARMONY TWP 2,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,40
Beaver,HARMONY TWP 2,AUDITOR GENERAL, ,REP,Write-In Totals,2
Beaver,HARMONY TWP 2,STATE TREASURER, ,REP,STACY L. GARRITY,44
Beaver,HARMONY TWP 2,STATE TREASURER, ,REP,Write-In Totals,0
Beaver,HARMONY TWP 2,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,43
Beaver,HARMONY TWP 2,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,0
Beaver,HARMONY TWP 2,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,REP,RICO ELMORE,40
Beaver,HARMONY TWP 2,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,REP,Write-In Totals,3
Beaver,HARMONY TWP 3,Ballots Cast - Total, , ,Ballots Cast - Total,245
Beaver,HARMONY TWP 3,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,154
Beaver,HARMONY TWP 3,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,91
Beaver,HARMONY TWP 3,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,HARMONY TWP 3,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,HARMONY TWP 3,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,31
Beaver,HARMONY TWP 3,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,94
Beaver,HARMONY TWP 3,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,6
Beaver,HARMONY TWP 3,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,13
Beaver,HARMONY TWP 3,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,134
Beaver,HARMONY TWP 3,ATTORNEY GENERAL, ,DEM,Write-In Totals,1
Beaver,HARMONY TWP 3,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,3
Beaver,HARMONY TWP 3,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,102
Beaver,HARMONY TWP 3,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,7
Beaver,HARMONY TWP 3,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,7
Beaver,HARMONY TWP 3,AUDITOR GENERAL, ,DEM,NINA AHMAD,16
Beaver,HARMONY TWP 3,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,3
Beaver,HARMONY TWP 3,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Beaver,HARMONY TWP 3,STATE TREASURER, ,DEM,JOE TORSELLA,127
Beaver,HARMONY TWP 3,STATE TREASURER, ,DEM,Write-In Totals,1
Beaver,HARMONY TWP 3,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,135
Beaver,HARMONY TWP 3,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,4
Beaver,HARMONY TWP 3,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,ROBERT F. MATZIE,145
Beaver,HARMONY TWP 3,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,Write-In Totals,2
Beaver,HARMONY TWP 3,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,77
Beaver,HARMONY TWP 3,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,3
Beaver,HARMONY TWP 3,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,4
Beaver,HARMONY TWP 3,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,4
Beaver,HARMONY TWP 3,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,80
Beaver,HARMONY TWP 3,ATTORNEY GENERAL, ,REP,Write-In Totals,1
Beaver,HARMONY TWP 3,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,78
Beaver,HARMONY TWP 3,AUDITOR GENERAL, ,REP,Write-In Totals,0
Beaver,HARMONY TWP 3,STATE TREASURER, ,REP,STACY L. GARRITY,79
Beaver,HARMONY TWP 3,STATE TREASURER, ,REP,Write-In Totals,0
Beaver,HARMONY TWP 3,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,80
Beaver,HARMONY TWP 3,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,2
Beaver,HARMONY TWP 3,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,REP,RICO ELMORE,79
Beaver,HARMONY TWP 3,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,REP,Write-In Totals,1
Beaver,HOMEWOOD BORO,Ballots Cast - Total, , ,Ballots Cast - Total,23
Beaver,HOMEWOOD BORO,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,18
Beaver,HOMEWOOD BORO,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,5
Beaver,HOMEWOOD BORO,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,HOMEWOOD BORO,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,HOMEWOOD BORO,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,2
Beaver,HOMEWOOD BORO,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,14
Beaver,HOMEWOOD BORO,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,1
Beaver,HOMEWOOD BORO,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,1
Beaver,HOMEWOOD BORO,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,16
Beaver,HOMEWOOD BORO,ATTORNEY GENERAL, ,DEM,Write-In Totals,0
Beaver,HOMEWOOD BORO,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,1
Beaver,HOMEWOOD BORO,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,9
Beaver,HOMEWOOD BORO,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,0
Beaver,HOMEWOOD BORO,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,2
Beaver,HOMEWOOD BORO,AUDITOR GENERAL, ,DEM,NINA AHMAD,4
Beaver,HOMEWOOD BORO,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,1
Beaver,HOMEWOOD BORO,AUDITOR GENERAL, ,DEM,Write-In Totals,0
Beaver,HOMEWOOD BORO,STATE TREASURER, ,DEM,JOE TORSELLA,17
Beaver,HOMEWOOD BORO,STATE TREASURER, ,DEM,Write-In Totals,0
Beaver,HOMEWOOD BORO,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,16
Beaver,HOMEWOOD BORO,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,0
Beaver,HOMEWOOD BORO,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,DEM,ZACHARY WILSON,16
Beaver,HOMEWOOD BORO,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,DEM,Write-In Totals,0
Beaver,HOMEWOOD BORO,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,5
Beaver,HOMEWOOD BORO,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,0
Beaver,HOMEWOOD BORO,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,0
Beaver,HOMEWOOD BORO,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,0
Beaver,HOMEWOOD BORO,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,5
Beaver,HOMEWOOD BORO,ATTORNEY GENERAL, ,REP,Write-In Totals,0
Beaver,HOMEWOOD BORO,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,5
Beaver,HOMEWOOD BORO,AUDITOR GENERAL, ,REP,Write-In Totals,0
Beaver,HOMEWOOD BORO,STATE TREASURER, ,REP,STACY L. GARRITY,5
Beaver,HOMEWOOD BORO,STATE TREASURER, ,REP,Write-In Totals,0
Beaver,HOMEWOOD BORO,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,5
Beaver,HOMEWOOD BORO,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,0
Beaver,HOMEWOOD BORO,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,REP,JIM MARSHALL,5
Beaver,HOMEWOOD BORO,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,REP,Write-In Totals,0
Beaver,HOOKSTOWN BORO,Ballots Cast - Total, , ,Ballots Cast - Total,29
Beaver,HOOKSTOWN BORO,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,10
Beaver,HOOKSTOWN BORO,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,19
Beaver,HOOKSTOWN BORO,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,HOOKSTOWN BORO,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,HOOKSTOWN BORO,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,2
Beaver,HOOKSTOWN BORO,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,6
Beaver,HOOKSTOWN BORO,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,0
Beaver,HOOKSTOWN BORO,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,1
Beaver,HOOKSTOWN BORO,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,9
Beaver,HOOKSTOWN BORO,ATTORNEY GENERAL, ,DEM,Write-In Totals,1
Beaver,HOOKSTOWN BORO,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,1
Beaver,HOOKSTOWN BORO,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,6
Beaver,HOOKSTOWN BORO,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,0
Beaver,HOOKSTOWN BORO,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,1
Beaver,HOOKSTOWN BORO,AUDITOR GENERAL, ,DEM,NINA AHMAD,1
Beaver,HOOKSTOWN BORO,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,0
Beaver,HOOKSTOWN BORO,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Beaver,HOOKSTOWN BORO,STATE TREASURER, ,DEM,JOE TORSELLA,8
Beaver,HOOKSTOWN BORO,STATE TREASURER, ,DEM,Write-In Totals,1
Beaver,HOOKSTOWN BORO,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,9
Beaver,HOOKSTOWN BORO,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,1
Beaver,HOOKSTOWN BORO,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,DEM,ZACHARY WILSON,9
Beaver,HOOKSTOWN BORO,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,DEM,Write-In Totals,1
Beaver,HOOKSTOWN BORO,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,17
Beaver,HOOKSTOWN BORO,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,0
Beaver,HOOKSTOWN BORO,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,1
Beaver,HOOKSTOWN BORO,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,0
Beaver,HOOKSTOWN BORO,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,13
Beaver,HOOKSTOWN BORO,ATTORNEY GENERAL, ,REP,Write-In Totals,1
Beaver,HOOKSTOWN BORO,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,12
Beaver,HOOKSTOWN BORO,AUDITOR GENERAL, ,REP,Write-In Totals,2
Beaver,HOOKSTOWN BORO,STATE TREASURER, ,REP,STACY L. GARRITY,13
Beaver,HOOKSTOWN BORO,STATE TREASURER, ,REP,Write-In Totals,1
Beaver,HOOKSTOWN BORO,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,15
Beaver,HOOKSTOWN BORO,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,1
Beaver,HOOKSTOWN BORO,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,REP,JIM MARSHALL,17
Beaver,HOOKSTOWN BORO,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,REP,Write-In Totals,0
Beaver,HOPEWELL TWP 1,Ballots Cast - Total, , ,Ballots Cast - Total,122
Beaver,HOPEWELL TWP 1,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,94
Beaver,HOPEWELL TWP 1,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,28
Beaver,HOPEWELL TWP 1,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,HOPEWELL TWP 1,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,HOPEWELL TWP 1,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,13
Beaver,HOPEWELL TWP 1,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,69
Beaver,HOPEWELL TWP 1,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,8
Beaver,HOPEWELL TWP 1,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,1
Beaver,HOPEWELL TWP 1,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,86
Beaver,HOPEWELL TWP 1,ATTORNEY GENERAL, ,DEM,Write-In Totals,1
Beaver,HOPEWELL TWP 1,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,3
Beaver,HOPEWELL TWP 1,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,56
Beaver,HOPEWELL TWP 1,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,2
Beaver,HOPEWELL TWP 1,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,1
Beaver,HOPEWELL TWP 1,AUDITOR GENERAL, ,DEM,NINA AHMAD,20
Beaver,HOPEWELL TWP 1,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,7
Beaver,HOPEWELL TWP 1,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Beaver,HOPEWELL TWP 1,STATE TREASURER, ,DEM,JOE TORSELLA,82
Beaver,HOPEWELL TWP 1,STATE TREASURER, ,DEM,Write-In Totals,1
Beaver,HOPEWELL TWP 1,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,85
Beaver,HOPEWELL TWP 1,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,3
Beaver,HOPEWELL TWP 1,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,ROBERT F. MATZIE,83
Beaver,HOPEWELL TWP 1,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,DEM,Write-In Totals,4
Beaver,HOPEWELL TWP 1,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,22
Beaver,HOPEWELL TWP 1,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,1
Beaver,HOPEWELL TWP 1,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,1
Beaver,HOPEWELL TWP 1,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,3
Beaver,HOPEWELL TWP 1,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,23
Beaver,HOPEWELL TWP 1,ATTORNEY GENERAL, ,REP,Write-In Totals,3
Beaver,HOPEWELL TWP 1,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,24
Beaver,HOPEWELL TWP 1,AUDITOR GENERAL, ,REP,Write-In Totals,2
Beaver,HOPEWELL TWP 1,STATE TREASURER, ,REP,STACY L. GARRITY,24
Beaver,HOPEWELL TWP 1,STATE TREASURER, ,REP,Write-In Totals,2
Beaver,HOPEWELL TWP 1,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,24
Beaver,HOPEWELL TWP 1,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,2
Beaver,HOPEWELL TWP 1,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,REP,RICO ELMORE,24
Beaver,HOPEWELL TWP 1,REP IN THE GENERAL ASSEMBLY 16TH DISTRICT, ,REP,Write-In Totals,2
Beaver,HOPEWELL TWP 2,Ballots Cast - Total, , ,Ballots Cast - Total,426
Beaver,HOPEWELL TWP 2,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,305
Beaver,HOPEWELL TWP 2,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,121
Beaver,HOPEWELL TWP 2,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,HOPEWELL TWP 2,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,HOPEWELL TWP 2,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,44
Beaver,HOPEWELL TWP 2,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,235
Beaver,HOPEWELL TWP 2,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,9
Beaver,HOPEWELL TWP 2,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,11
Beaver,HOPEWELL TWP 2,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,267
Beaver,HOPEWELL TWP 2,ATTORNEY GENERAL, ,DEM,Write-In Totals,5
Beaver,HOPEWELL TWP 2,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,7
Beaver,HOPEWELL TWP 2,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,219
Beaver,HOPEWELL TWP 2,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,9
Beaver,HOPEWELL TWP 2,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,6
Beaver,HOPEWELL TWP 2,AUDITOR GENERAL, ,DEM,NINA AHMAD,25
Beaver,HOPEWELL TWP 2,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,18
Beaver,HOPEWELL TWP 2,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Beaver,HOPEWELL TWP 2,STATE TREASURER, ,DEM,JOE TORSELLA,260
Beaver,HOPEWELL TWP 2,STATE TREASURER, ,DEM,Write-In Totals,3
Beaver,HOPEWELL TWP 2,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,281
Beaver,HOPEWELL TWP 2,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,2
