county,precinct,office,district,party,candidate,election_day,mail_in,provisional,votes
Cambria,NANTY GLO BOROUGH - FIRST WARD,State Senate,35,REP,Wayne Langerholc Jr.,59,22,0,81
Cambria,NANTY GLO BOROUGH - FIRST WARD,State Senate,35,REP,Write-In,0,0,0,0
Cambria,NANTY GLO BOROUGH - FIRST WARD,General Assembly,73,REP,Tommy Sankey,57,21,0,78
Cambria,NANTY GLO BOROUGH - FIRST WARD,General Assembly,73,REP,Write-In,1,0,0,1
Cambria,NANTY GLO BOROUGH - SECOND WARD,Registered Voters,,,,,,,811
Cambria,NANTY GLO BOROUGH - SECOND WARD,Registered Voters,,DEM,,,,,472
Cambria,NANTY GLO BOROUGH - SECOND WARD,Registered Voters,,REP,,,,,268
Cambria,NANTY GLO BOROUGH - SECOND WARD,Ballots Cast,,,,173,110,0,283
Cambria,NANTY GLO BOROUGH - SECOND WARD,Ballots Cast,,DEM,,111,84,0,195
Cambria,NANTY GLO BOROUGH - SECOND WARD,Ballots Cast,,REP,,62,26,0,88
Cambria,NANTY GLO BOROUGH - SECOND WARD,President,,DEM,Bernie Sanders,17,11,0,28
Cambria,NANTY GLO BOROUGH - SECOND WARD,President,,DEM,Joseph R. Biden,58,64,0,122
Cambria,NANTY GLO BOROUGH - SECOND WARD,President,,DEM,Tulsi Gabbard,8,3,0,11
Cambria,NANTY GLO BOROUGH - SECOND WARD,President,,DEM,Write-In,15,4,0,19
Cambria,NANTY GLO BOROUGH - SECOND WARD,Attorney General,,DEM,Josh Shapiro,102,78,0,180
Cambria,NANTY GLO BOROUGH - SECOND WARD,Attorney General,,DEM,Write-In,1,0,0,1
Cambria,NANTY GLO BOROUGH - SECOND WARD,Auditor General,,DEM,H. Scott Conklin,51,45,0,96
Cambria,NANTY GLO BOROUGH - SECOND WARD,Auditor General,,DEM,Michael Lamb,33,19,0,52
Cambria,NANTY GLO BOROUGH - SECOND WARD,Auditor General,,DEM,Tracie Fountain,3,3,0,6
Cambria,NANTY GLO BOROUGH - SECOND WARD,Auditor General,,DEM,Rose Rosie Marie Davis,4,4,0,8
Cambria,NANTY GLO BOROUGH - SECOND WARD,Auditor General,,DEM,Nina Ahmad,2,1,0,3
Cambria,NANTY GLO BOROUGH - SECOND WARD,Auditor General,,DEM,Christina M. Hartman,8,7,0,15
Cambria,NANTY GLO BOROUGH - SECOND WARD,Auditor General,,DEM,Write-In,1,0,0,1
Cambria,NANTY GLO BOROUGH - SECOND WARD,State Treasurer,,DEM,Joe Torsella,100,72,0,172
Cambria,NANTY GLO BOROUGH - SECOND WARD,State Treasurer,,DEM,Write-In,2,0,0,2
Cambria,NANTY GLO BOROUGH - SECOND WARD,U.S. House,15,DEM,Robert Williams,98,74,0,172
Cambria,NANTY GLO BOROUGH - SECOND WARD,U.S. House,15,DEM,Write-In,1,1,0,2
Cambria,NANTY GLO BOROUGH - SECOND WARD,State Senate,35,DEM,Shaun Dougherty,98,70,0,168
Cambria,NANTY GLO BOROUGH - SECOND WARD,State Senate,35,DEM,Write-In,1,2,0,3
Cambria,NANTY GLO BOROUGH - SECOND WARD,General Assembly,73,DEM,Write-In,12,7,0,19
Cambria,NANTY GLO BOROUGH - SECOND WARD,President,,REP,Donald J. Trump,59,18,0,77
Cambria,NANTY GLO BOROUGH - SECOND WARD,President,,REP,Roque Rocky De La Fuente,1,0,0,1
Cambria,NANTY GLO BOROUGH - SECOND WARD,President,,REP,Bill Weld,2,5,0,7
Cambria,NANTY GLO BOROUGH - SECOND WARD,President,,REP,Write-In,0,3,0,3
Cambria,NANTY GLO BOROUGH - SECOND WARD,Attorney General,,REP,Heather Heidelbaugh,57,20,0,77
Cambria,NANTY GLO BOROUGH - SECOND WARD,Attorney General,,REP,Write-In,0,2,0,2
Cambria,NANTY GLO BOROUGH - SECOND WARD,Auditor General,,REP,Timothy Defoor,55,20,0,75
Cambria,NANTY GLO BOROUGH - SECOND WARD,Auditor General,,REP,Write-In,0,2,0,2
Cambria,NANTY GLO BOROUGH - SECOND WARD,State Treasurer,,REP,Stacy L. Garrity,57,21,0,78
Cambria,NANTY GLO BOROUGH - SECOND WARD,State Treasurer,,REP,Write-In,0,1,0,1
Cambria,NANTY GLO BOROUGH - SECOND WARD,U.S. House,15,REP,Glenn Gt Thompson,60,22,0,82
Cambria,NANTY GLO BOROUGH - SECOND WARD,U.S. House,15,REP,Write-In,0,1,0,1
Cambria,NANTY GLO BOROUGH - SECOND WARD,State Senate,35,REP,Wayne Langerholc Jr.,59,22,0,81
Cambria,NANTY GLO BOROUGH - SECOND WARD,State Senate,35,REP,Write-In,0,2,0,2
Cambria,NANTY GLO BOROUGH - SECOND WARD,General Assembly,73,REP,Tommy Sankey,58,22,0,80
Cambria,NANTY GLO BOROUGH - SECOND WARD,General Assembly,73,REP,Write-In,0,1,0,1
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,Registered Voters,,,,,,,770
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,Registered Voters,,DEM,,,,,368
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,Registered Voters,,REP,,,,,318
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,Ballots Cast,,,,155,73,4,232
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,Ballots Cast,,DEM,,73,53,0,126
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,Ballots Cast,,REP,,82,20,4,106
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,President,,DEM,Bernie Sanders,15,4,0,19
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,President,,DEM,Joseph R. Biden,31,43,0,74
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,President,,DEM,Tulsi Gabbard,8,0,0,8
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,President,,DEM,Write-In,9,2,0,11
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,Attorney General,,DEM,Josh Shapiro,56,45,0,101
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,Attorney General,,DEM,Write-In,1,0,0,1
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,Auditor General,,DEM,H. Scott Conklin,42,38,0,80
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,Auditor General,,DEM,Michael Lamb,13,6,0,19
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,Auditor General,,DEM,Tracie Fountain,3,2,0,5
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,Auditor General,,DEM,Rose Rosie Marie Davis,2,0,0,2
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,Auditor General,,DEM,Nina Ahmad,3,0,0,3
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,Auditor General,,DEM,Christina M. Hartman,4,2,0,6
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,Auditor General,,DEM,Write-In,0,0,0,0
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,State Treasurer,,DEM,Joe Torsella,59,43,0,102
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,State Treasurer,,DEM,Write-In,1,0,0,1
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,U.S. House,15,DEM,Robert Williams,60,46,0,106
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,U.S. House,15,DEM,Write-In,2,0,0,2
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,State Senate,35,DEM,Shaun Dougherty,57,46,0,103
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,State Senate,35,DEM,Write-In,2,0,0,2
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,General Assembly,73,DEM,Write-In,3,4,0,7
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,President,,REP,Donald J. Trump,81,18,4,103
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,President,,REP,Roque Rocky De La Fuente,0,1,0,1
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,President,,REP,Bill Weld,1,0,0,1
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,President,,REP,Write-In,0,1,0,1
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,Attorney General,,REP,Heather Heidelbaugh,75,16,2,93
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,Attorney General,,REP,Write-In,1,0,0,1
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,Auditor General,,REP,Timothy Defoor,75,14,2,91
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,Auditor General,,REP,Write-In,0,0,0,0
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,State Treasurer,,REP,Stacy L. Garrity,73,18,2,93
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,U.S. House,15,REP,Glenn Gt Thompson,75,17,2,94
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,State Senate,35,REP,Wayne Langerholc Jr.,74,18,2,94
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,State Senate,35,REP,Write-In,0,0,0,0
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,General Assembly,73,REP,Tommy Sankey,75,18,3,96
Cambria,NORTHERN CAMBRIA BOROUGH - NORTH,General Assembly,73,REP,Write-In,0,0,0,0
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,Registered Voters,,,,,,,739
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,Registered Voters,,DEM,,,,,354
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,Registered Voters,,REP,,,,,309
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,Ballots Cast,,,,180,90,2,272
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,Ballots Cast,,DEM,,72,71,1,144
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,Ballots Cast,,REP,,108,19,1,128
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,President,,DEM,Bernie Sanders,4,12,0,16
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,President,,DEM,Joseph R. Biden,41,46,1,88
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,President,,DEM,Tulsi Gabbard,9,6,0,15
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,President,,DEM,Write-In,8,2,0,10
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,Attorney General,,DEM,Josh Shapiro,63,64,0,127
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,Attorney General,,DEM,Write-In,1,1,0,2
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,Auditor General,,DEM,H. Scott Conklin,45,38,0,83
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,Auditor General,,DEM,Michael Lamb,11,14,0,25
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,Auditor General,,DEM,Tracie Fountain,1,2,0,3
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,Auditor General,,DEM,Rose Rosie Marie Davis,2,1,0,3
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,Auditor General,,DEM,Nina Ahmad,0,3,0,3
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,Auditor General,,DEM,Christina M. Hartman,8,7,0,15
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,Auditor General,,DEM,Write-In,1,0,0,1
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,State Treasurer,,DEM,Joe Torsella,59,61,0,120
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,State Treasurer,,DEM,Write-In,1,1,0,2
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,U.S. House,15,DEM,Robert Williams,65,61,0,126
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,U.S. House,15,DEM,Write-In,0,0,0,0
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,State Senate,35,DEM,Shaun Dougherty,62,60,0,122
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,State Senate,35,DEM,Write-In,0,0,0,0
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,General Assembly,73,DEM,Write-In,5,4,0,9
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,President,,REP,Donald J. Trump,106,18,1,125
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,President,,REP,Bill Weld,1,0,0,1
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,President,,REP,Write-In,0,1,0,1
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,Attorney General,,REP,Heather Heidelbaugh,99,16,1,116
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,Attorney General,,REP,Write-In,0,1,0,1
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,Auditor General,,REP,Timothy Defoor,97,17,1,115
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,Auditor General,,REP,Write-In,0,0,0,0
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,State Treasurer,,REP,Stacy L. Garrity,96,17,1,114
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,U.S. House,15,REP,Glenn Gt Thompson,100,19,1,120
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,State Senate,35,REP,Wayne Langerholc Jr.,98,17,1,116
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,State Senate,35,REP,Write-In,0,0,0,0
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,General Assembly,73,REP,Tommy Sankey,96,19,1,116
Cambria,NORTHERN CAMBRIA BOROUGH - CENTER,General Assembly,73,REP,Write-In,1,0,0,1
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,Registered Voters,,,,,,,515
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,Registered Voters,,DEM,,,,,267
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,Registered Voters,,REP,,,,,199
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,Ballots Cast,,,,137,71,0,208
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,Ballots Cast,,DEM,,65,59,0,124
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,Ballots Cast,,REP,,72,12,0,84
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,President,,DEM,Bernie Sanders,10,1,0,11
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,President,,DEM,Joseph R. Biden,30,45,0,75
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,President,,DEM,Tulsi Gabbard,10,11,0,21
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,President,,DEM,Write-In,7,2,0,9
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,Attorney General,,DEM,Josh Shapiro,54,51,0,105
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,Attorney General,,DEM,Write-In,0,0,0,0
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,Auditor General,,DEM,H. Scott Conklin,40,26,0,66
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,Auditor General,,DEM,Michael Lamb,13,13,0,26
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,Auditor General,,DEM,Tracie Fountain,1,3,0,4
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,Auditor General,,DEM,Rose Rosie Marie Davis,2,2,0,4
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,Auditor General,,DEM,Nina Ahmad,2,1,0,3
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,Auditor General,,DEM,Christina M. Hartman,4,13,0,17
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,Auditor General,,DEM,Write-In,0,0,0,0
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,State Treasurer,,DEM,Joe Torsella,47,50,0,97
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,State Treasurer,,DEM,Write-In,0,1,0,1
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,U.S. House,15,DEM,Robert Williams,52,51,0,103
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,U.S. House,15,DEM,Write-In,0,1,0,1
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,State Senate,35,DEM,Shaun Dougherty,52,52,0,104
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,State Senate,35,DEM,Write-In,0,0,0,0
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,General Assembly,73,DEM,Write-In,5,2,0,7
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,President,,REP,Donald J. Trump,72,10,0,82
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,President,,REP,Bill Weld,0,1,0,1
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,President,,REP,Write-In,0,1,0,1
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,Attorney General,,REP,Heather Heidelbaugh,65,10,0,75
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,Attorney General,,REP,Write-In,1,0,0,1
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,Auditor General,,REP,Timothy Defoor,63,10,0,73
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,Auditor General,,REP,Write-In,0,0,0,0
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,State Treasurer,,REP,Stacy L. Garrity,60,10,0,70
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,U.S. House,15,REP,Glenn Gt Thompson,63,12,0,75
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,U.S. House,15,REP,Write-In,1,0,0,1
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,State Senate,35,REP,Wayne Langerholc Jr.,62,12,0,74
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,State Senate,35,REP,Write-In,0,0,0,0
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,General Assembly,73,REP,Tommy Sankey,65,12,0,77
Cambria,NORTHERN CAMBRIA BOROUGH - SOUTH,General Assembly,73,REP,Write-In,0,0,0,0
Cambria,PATTON BOROUGH - FIRST WARD,Registered Voters,,,,,,,504
Cambria,PATTON BOROUGH - FIRST WARD,Registered Voters,,DEM,,,,,248
Cambria,PATTON BOROUGH - FIRST WARD,Registered Voters,,REP,,,,,217
Cambria,PATTON BOROUGH - FIRST WARD,Ballots Cast,,,,134,78,1,213
Cambria,PATTON BOROUGH - FIRST WARD,Ballots Cast,,DEM,,51,57,1,109
Cambria,PATTON BOROUGH - FIRST WARD,Ballots Cast,,REP,,83,21,0,104
Cambria,PATTON BOROUGH - FIRST WARD,President,,DEM,Bernie Sanders,4,6,1,11
Cambria,PATTON BOROUGH - FIRST WARD,President,,DEM,Joseph R. Biden,24,41,0,65
Cambria,PATTON BOROUGH - FIRST WARD,President,,DEM,Tulsi Gabbard,8,3,0,11
Cambria,PATTON BOROUGH - FIRST WARD,President,,DEM,Write-In,9,5,0,14
Cambria,PATTON BOROUGH - FIRST WARD,Attorney General,,DEM,Josh Shapiro,43,49,1,93
Cambria,PATTON BOROUGH - FIRST WARD,Attorney General,,DEM,Write-In,0,4,0,4
Cambria,PATTON BOROUGH - FIRST WARD,Auditor General,,DEM,H. Scott Conklin,26,29,0,55
Cambria,PATTON BOROUGH - FIRST WARD,Auditor General,,DEM,Michael Lamb,10,9,0,19
Cambria,PATTON BOROUGH - FIRST WARD,Auditor General,,DEM,Tracie Fountain,0,4,0,4
Cambria,PATTON BOROUGH - FIRST WARD,Auditor General,,DEM,Rose Rosie Marie Davis,4,3,0,7
Cambria,PATTON BOROUGH - FIRST WARD,Auditor General,,DEM,Nina Ahmad,0,2,0,2
Cambria,PATTON BOROUGH - FIRST WARD,Auditor General,,DEM,Christina M. Hartman,3,3,1,7
Cambria,PATTON BOROUGH - FIRST WARD,Auditor General,,DEM,Write-In,1,4,0,5
Cambria,PATTON BOROUGH - FIRST WARD,State Treasurer,,DEM,Joe Torsella,42,49,1,92
Cambria,PATTON BOROUGH - FIRST WARD,State Treasurer,,DEM,Write-In,1,4,0,5
Cambria,PATTON BOROUGH - FIRST WARD,U.S. House,15,DEM,Robert Williams,40,51,1,92
Cambria,PATTON BOROUGH - FIRST WARD,U.S. House,15,DEM,Write-In,0,3,0,3
Cambria,PATTON BOROUGH - FIRST WARD,State Senate,35,DEM,Shaun Dougherty,37,49,1,87
Cambria,PATTON BOROUGH - FIRST WARD,State Senate,35,DEM,Write-In,1,3,0,4
Cambria,PATTON BOROUGH - FIRST WARD,General Assembly,72,DEM,Frank Burns,45,54,1,100
Cambria,PATTON BOROUGH - FIRST WARD,General Assembly,72,DEM,Write-In,2,2,0,4
Cambria,PATTON BOROUGH - FIRST WARD,President,,REP,Donald J. Trump,83,17,0,100
Cambria,PATTON BOROUGH - FIRST WARD,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,PATTON BOROUGH - FIRST WARD,President,,REP,Bill Weld,0,2,0,2
Cambria,PATTON BOROUGH - FIRST WARD,President,,REP,Write-In,0,2,0,2
Cambria,PATTON BOROUGH - FIRST WARD,Attorney General,,REP,Heather Heidelbaugh,74,16,0,90
Cambria,PATTON BOROUGH - FIRST WARD,Attorney General,,REP,Write-In,1,1,0,2
Cambria,PATTON BOROUGH - FIRST WARD,Auditor General,,REP,Timothy Defoor,71,16,0,87
Cambria,PATTON BOROUGH - FIRST WARD,Auditor General,,REP,Write-In,2,1,0,3
Cambria,PATTON BOROUGH - FIRST WARD,State Treasurer,,REP,Stacy L. Garrity,73,17,0,90
Cambria,PATTON BOROUGH - FIRST WARD,State Treasurer,,REP,Write-In,1,0,0,1
Cambria,PATTON BOROUGH - FIRST WARD,U.S. House,15,REP,Glenn Gt Thompson,75,19,0,94
Cambria,PATTON BOROUGH - FIRST WARD,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,PATTON BOROUGH - FIRST WARD,State Senate,35,REP,Wayne Langerholc Jr.,77,18,0,95
Cambria,PATTON BOROUGH - FIRST WARD,State Senate,35,REP,Write-In,0,0,0,0
Cambria,PATTON BOROUGH - FIRST WARD,General Assembly,72,REP,Howard Terndrup,35,6,0,41
Cambria,PATTON BOROUGH - FIRST WARD,General Assembly,72,REP,Jerry Carnicella,44,15,0,59
Cambria,PATTON BOROUGH - FIRST WARD,General Assembly,72,REP,Write-In,3,0,0,3
Cambria,PATTON BOROUGH - SECOND WARD,Registered Voters,,,,,,,556
Cambria,PATTON BOROUGH - SECOND WARD,Registered Voters,,DEM,,,,,312
Cambria,PATTON BOROUGH - SECOND WARD,Registered Voters,,REP,,,,,193
Cambria,PATTON BOROUGH - SECOND WARD,Ballots Cast,,,,148,76,0,224
Cambria,PATTON BOROUGH - SECOND WARD,Ballots Cast,,DEM,,84,64,0,148
Cambria,PATTON BOROUGH - SECOND WARD,Ballots Cast,,REP,,64,12,0,76
Cambria,PATTON BOROUGH - SECOND WARD,President,,DEM,Bernie Sanders,11,11,0,22
Cambria,PATTON BOROUGH - SECOND WARD,President,,DEM,Joseph R. Biden,42,43,0,85
Cambria,PATTON BOROUGH - SECOND WARD,President,,DEM,Tulsi Gabbard,11,6,0,17
Cambria,PATTON BOROUGH - SECOND WARD,President,,DEM,Write-In,10,2,0,12
Cambria,PATTON BOROUGH - SECOND WARD,Attorney General,,DEM,Josh Shapiro,71,57,0,128
Cambria,PATTON BOROUGH - SECOND WARD,Attorney General,,DEM,Write-In,0,3,0,3
Cambria,PATTON BOROUGH - SECOND WARD,Auditor General,,DEM,H. Scott Conklin,59,43,0,102
Cambria,PATTON BOROUGH - SECOND WARD,Auditor General,,DEM,Michael Lamb,13,12,0,25
Cambria,PATTON BOROUGH - SECOND WARD,Auditor General,,DEM,Tracie Fountain,1,1,0,2
Cambria,PATTON BOROUGH - SECOND WARD,Auditor General,,DEM,Rose Rosie Marie Davis,3,0,0,3
Cambria,PATTON BOROUGH - SECOND WARD,Auditor General,,DEM,Nina Ahmad,0,1,0,1
Cambria,PATTON BOROUGH - SECOND WARD,Auditor General,,DEM,Christina M. Hartman,3,2,0,5
Cambria,PATTON BOROUGH - SECOND WARD,Auditor General,,DEM,Write-In,0,2,0,2
Cambria,PATTON BOROUGH - SECOND WARD,State Treasurer,,DEM,Joe Torsella,70,54,0,124
Cambria,PATTON BOROUGH - SECOND WARD,State Treasurer,,DEM,Write-In,0,2,0,2
Cambria,PATTON BOROUGH - SECOND WARD,U.S. House,15,DEM,Robert Williams,74,57,0,131
Cambria,PATTON BOROUGH - SECOND WARD,U.S. House,15,DEM,Write-In,0,0,0,0
Cambria,PATTON BOROUGH - SECOND WARD,State Senate,35,DEM,Shaun Dougherty,73,57,0,130
Cambria,PATTON BOROUGH - SECOND WARD,State Senate,35,DEM,Write-In,0,0,0,0
Cambria,PATTON BOROUGH - SECOND WARD,General Assembly,72,DEM,Frank Burns,76,59,0,135
Cambria,PATTON BOROUGH - SECOND WARD,General Assembly,72,DEM,Write-In,3,0,0,3
Cambria,PATTON BOROUGH - SECOND WARD,President,,REP,Donald J. Trump,61,11,0,72
Cambria,PATTON BOROUGH - SECOND WARD,President,,REP,Roque Rocky De La Fuente,0,1,0,1
Cambria,PATTON BOROUGH - SECOND WARD,President,,REP,Bill Weld,1,0,0,1
Cambria,PATTON BOROUGH - SECOND WARD,President,,REP,Write-In,0,0,0,0
Cambria,PATTON BOROUGH - SECOND WARD,Attorney General,,REP,Heather Heidelbaugh,57,11,0,68
Cambria,PATTON BOROUGH - SECOND WARD,Attorney General,,REP,Write-In,0,0,0,0
Cambria,PATTON BOROUGH - SECOND WARD,Auditor General,,REP,Timothy Defoor,53,9,0,62
Cambria,PATTON BOROUGH - SECOND WARD,Auditor General,,REP,Write-In,0,0,0,0
Cambria,PATTON BOROUGH - SECOND WARD,State Treasurer,,REP,Stacy L. Garrity,54,11,0,65
Cambria,PATTON BOROUGH - SECOND WARD,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,PATTON BOROUGH - SECOND WARD,U.S. House,15,REP,Glenn Gt Thompson,56,11,0,67
Cambria,PATTON BOROUGH - SECOND WARD,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,PATTON BOROUGH - SECOND WARD,State Senate,35,REP,Wayne Langerholc Jr.,60,11,0,71
Cambria,PATTON BOROUGH - SECOND WARD,State Senate,35,REP,Write-In,0,0,0,0
Cambria,PATTON BOROUGH - SECOND WARD,General Assembly,72,REP,Howard Terndrup,44,10,0,54
Cambria,PATTON BOROUGH - SECOND WARD,General Assembly,72,REP,Jerry Carnicella,19,2,0,21
Cambria,PATTON BOROUGH - SECOND WARD,General Assembly,72,REP,Write-In,0,0,0,0
Cambria,PORTAGE BOROUGH - FIRST WARD,Registered Voters,,,,,,,314
Cambria,PORTAGE BOROUGH - FIRST WARD,Registered Voters,,DEM,,,,,163
Cambria,PORTAGE BOROUGH - FIRST WARD,Registered Voters,,REP,,,,,121
Cambria,PORTAGE BOROUGH - FIRST WARD,Ballots Cast,,,,89,41,0,130
Cambria,PORTAGE BOROUGH - FIRST WARD,Ballots Cast,,DEM,,47,32,0,79
Cambria,PORTAGE BOROUGH - FIRST WARD,Ballots Cast,,REP,,42,9,0,51
