county,precinct,office,district,party,candidate,votes,election_day_votes,mail-in/absentee_votes,provisional_votes
Fayette,Luzerne Township 2 - 38-02,School Director (4 Year),,,CHRIS TEAGARDEN,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,School Director (4 Year),,,CHRIS TEAGARDEN,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,School Director (4 Year),,,CHRIS TEAGARDEN,0,0,0,0
Fayette,Redstone Township 1 - 60-01,School Director (4 Year),,,CHRIS TEAGARDEN,0,0,0,0
Fayette,Redstone Township 2 - 60-02,School Director (4 Year),,,CHRIS TEAGARDEN,1,1,0,0
Fayette,Redstone Township 3 - 60-03,School Director (4 Year),,,CHRIS TEAGARDEN,0,0,0,0
Fayette,Redstone Township 4 - 60-04,School Director (4 Year),,,CHRIS TEAGARDEN,0,0,0,0
Fayette,Brownsville Township - 04-01,School Director (4 Year),,,KRISTINA BEATTIE,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,School Director (4 Year),,,KRISTINA BEATTIE,0,0,0,0
Fayette,Brownsville Borough 2 - 06-02,School Director (4 Year),,,KRISTINA BEATTIE,0,0,0,0
Fayette,Brownsville Borough 3 - 06-03,School Director (4 Year),,,KRISTINA BEATTIE,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,School Director (4 Year),,,KRISTINA BEATTIE,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,School Director (4 Year),,,KRISTINA BEATTIE,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,School Director (4 Year),,,KRISTINA BEATTIE,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,School Director (4 Year),,,KRISTINA BEATTIE,0,0,0,0
Fayette,Redstone Township 1 - 60-01,School Director (4 Year),,,KRISTINA BEATTIE,0,0,0,0
Fayette,Redstone Township 2 - 60-02,School Director (4 Year),,,KRISTINA BEATTIE,1,1,0,0
Fayette,Redstone Township 3 - 60-03,School Director (4 Year),,,KRISTINA BEATTIE,0,0,0,0
Fayette,Redstone Township 4 - 60-04,School Director (4 Year),,,KRISTINA BEATTIE,0,0,0,0
Fayette,Brownsville Township - 04-01,School Director (4 Year),,,CHARLES BEATTIE,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,School Director (4 Year),,,CHARLES BEATTIE,0,0,0,0
Fayette,Brownsville Borough 2 - 06-02,School Director (4 Year),,,CHARLES BEATTIE,0,0,0,0
Fayette,Brownsville Borough 3 - 06-03,School Director (4 Year),,,CHARLES BEATTIE,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,School Director (4 Year),,,CHARLES BEATTIE,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,School Director (4 Year),,,CHARLES BEATTIE,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,School Director (4 Year),,,CHARLES BEATTIE,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,School Director (4 Year),,,CHARLES BEATTIE,0,0,0,0
Fayette,Redstone Township 1 - 60-01,School Director (4 Year),,,CHARLES BEATTIE,0,0,0,0
Fayette,Redstone Township 2 - 60-02,School Director (4 Year),,,CHARLES BEATTIE,1,1,0,0
Fayette,Redstone Township 3 - 60-03,School Director (4 Year),,,CHARLES BEATTIE,0,0,0,0
Fayette,Redstone Township 4 - 60-04,School Director (4 Year),,,CHARLES BEATTIE,0,0,0,0
Fayette,Brownsville Township - 04-01,School Director (4 Year),,,ANTHONY LUCOSTIC,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,School Director (4 Year),,,ANTHONY LUCOSTIC,0,0,0,0
Fayette,Brownsville Borough 2 - 06-02,School Director (4 Year),,,ANTHONY LUCOSTIC,0,0,0,0
Fayette,Brownsville Borough 3 - 06-03,School Director (4 Year),,,ANTHONY LUCOSTIC,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,School Director (4 Year),,,ANTHONY LUCOSTIC,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,School Director (4 Year),,,ANTHONY LUCOSTIC,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,School Director (4 Year),,,ANTHONY LUCOSTIC,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,School Director (4 Year),,,ANTHONY LUCOSTIC,0,0,0,0
Fayette,Redstone Township 1 - 60-01,School Director (4 Year),,,ANTHONY LUCOSTIC,0,0,0,0
Fayette,Redstone Township 2 - 60-02,School Director (4 Year),,,ANTHONY LUCOSTIC,1,1,0,0
Fayette,Redstone Township 3 - 60-03,School Director (4 Year),,,ANTHONY LUCOSTIC,0,0,0,0
Fayette,Redstone Township 4 - 60-04,School Director (4 Year),,,ANTHONY LUCOSTIC,0,0,0,0
Fayette,Brownsville Township - 04-01,School Director (4 Year),,,JUSTIN SWARTZ,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,School Director (4 Year),,,JUSTIN SWARTZ,0,0,0,0
Fayette,Brownsville Borough 2 - 06-02,School Director (4 Year),,,JUSTIN SWARTZ,0,0,0,0
Fayette,Brownsville Borough 3 - 06-03,School Director (4 Year),,,JUSTIN SWARTZ,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,School Director (4 Year),,,JUSTIN SWARTZ,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,School Director (4 Year),,,JUSTIN SWARTZ,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,School Director (4 Year),,,JUSTIN SWARTZ,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,School Director (4 Year),,,JUSTIN SWARTZ,0,0,0,0
Fayette,Redstone Township 1 - 60-01,School Director (4 Year),,,JUSTIN SWARTZ,0,0,0,0
Fayette,Redstone Township 2 - 60-02,School Director (4 Year),,,JUSTIN SWARTZ,1,1,0,0
Fayette,Redstone Township 3 - 60-03,School Director (4 Year),,,JUSTIN SWARTZ,0,0,0,0
Fayette,Redstone Township 4 - 60-04,School Director (4 Year),,,JUSTIN SWARTZ,0,0,0,0
Fayette,Brownsville Township - 04-01,School Director (4 Year),,,JOLENE HOUGH,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,School Director (4 Year),,,JOLENE HOUGH,1,0,1,0
Fayette,Brownsville Borough 2 - 06-02,School Director (4 Year),,,JOLENE HOUGH,0,0,0,0
Fayette,Brownsville Borough 3 - 06-03,School Director (4 Year),,,JOLENE HOUGH,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,School Director (4 Year),,,JOLENE HOUGH,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,School Director (4 Year),,,JOLENE HOUGH,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,School Director (4 Year),,,JOLENE HOUGH,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,School Director (4 Year),,,JOLENE HOUGH,0,0,0,0
Fayette,Redstone Township 1 - 60-01,School Director (4 Year),,,JOLENE HOUGH,0,0,0,0
Fayette,Redstone Township 2 - 60-02,School Director (4 Year),,,JOLENE HOUGH,1,1,0,0
Fayette,Redstone Township 3 - 60-03,School Director (4 Year),,,JOLENE HOUGH,0,0,0,0
Fayette,Redstone Township 4 - 60-04,School Director (4 Year),,,JOLENE HOUGH,0,0,0,0
Fayette,Brownsville Township - 04-01,School Director (4 Year),,,STEPHANIE SETTLES,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,School Director (4 Year),,,STEPHANIE SETTLES,0,0,0,0
Fayette,Brownsville Borough 2 - 06-02,School Director (4 Year),,,STEPHANIE SETTLES,0,0,0,0
Fayette,Brownsville Borough 3 - 06-03,School Director (4 Year),,,STEPHANIE SETTLES,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,School Director (4 Year),,,STEPHANIE SETTLES,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,School Director (4 Year),,,STEPHANIE SETTLES,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,School Director (4 Year),,,STEPHANIE SETTLES,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,School Director (4 Year),,,STEPHANIE SETTLES,0,0,0,0
Fayette,Redstone Township 1 - 60-01,School Director (4 Year),,,STEPHANIE SETTLES,0,0,0,0
Fayette,Redstone Township 2 - 60-02,School Director (4 Year),,,STEPHANIE SETTLES,1,1,0,0
Fayette,Redstone Township 3 - 60-03,School Director (4 Year),,,STEPHANIE SETTLES,0,0,0,0
Fayette,Redstone Township 4 - 60-04,School Director (4 Year),,,STEPHANIE SETTLES,0,0,0,0
Fayette,Brownsville Township - 04-01,School Director (4 Year),,,THOMAS LITTLE,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,School Director (4 Year),,,THOMAS LITTLE,0,0,0,0
Fayette,Brownsville Borough 2 - 06-02,School Director (4 Year),,,THOMAS LITTLE,0,0,0,0
Fayette,Brownsville Borough 3 - 06-03,School Director (4 Year),,,THOMAS LITTLE,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,School Director (4 Year),,,THOMAS LITTLE,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,School Director (4 Year),,,THOMAS LITTLE,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,School Director (4 Year),,,THOMAS LITTLE,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,School Director (4 Year),,,THOMAS LITTLE,0,0,0,0
Fayette,Redstone Township 1 - 60-01,School Director (4 Year),,,THOMAS LITTLE,0,0,0,0
Fayette,Redstone Township 2 - 60-02,School Director (4 Year),,,THOMAS LITTLE,0,0,0,0
Fayette,Redstone Township 3 - 60-03,School Director (4 Year),,,THOMAS LITTLE,0,0,0,0
Fayette,Redstone Township 4 - 60-04,School Director (4 Year),,,THOMAS LITTLE,1,1,0,0
Fayette,Brownsville Township - 04-01,School Director (4 Year),,,CHRISTOPHER SHELLHAMMER,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,School Director (4 Year),,,CHRISTOPHER SHELLHAMMER,0,0,0,0
Fayette,Brownsville Borough 2 - 06-02,School Director (4 Year),,,CHRISTOPHER SHELLHAMMER,0,0,0,0
Fayette,Brownsville Borough 3 - 06-03,School Director (4 Year),,,CHRISTOPHER SHELLHAMMER,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,School Director (4 Year),,,CHRISTOPHER SHELLHAMMER,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,School Director (4 Year),,,CHRISTOPHER SHELLHAMMER,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,School Director (4 Year),,,CHRISTOPHER SHELLHAMMER,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,School Director (4 Year),,,CHRISTOPHER SHELLHAMMER,0,0,0,0
Fayette,Redstone Township 1 - 60-01,School Director (4 Year),,,CHRISTOPHER SHELLHAMMER,0,0,0,0
Fayette,Redstone Township 2 - 60-02,School Director (4 Year),,,CHRISTOPHER SHELLHAMMER,0,0,0,0
Fayette,Redstone Township 3 - 60-03,School Director (4 Year),,,CHRISTOPHER SHELLHAMMER,0,0,0,0
Fayette,Redstone Township 4 - 60-04,School Director (4 Year),,,CHRISTOPHER SHELLHAMMER,1,1,0,0
Fayette,Brownsville Township - 04-01,School Director (4 Year),,,ROBERT MEHALIK,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,School Director (4 Year),,,ROBERT MEHALIK,0,0,0,0
Fayette,Brownsville Borough 2 - 06-02,School Director (4 Year),,,ROBERT MEHALIK,0,0,0,0
Fayette,Brownsville Borough 3 - 06-03,School Director (4 Year),,,ROBERT MEHALIK,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,School Director (4 Year),,,ROBERT MEHALIK,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,School Director (4 Year),,,ROBERT MEHALIK,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,School Director (4 Year),,,ROBERT MEHALIK,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,School Director (4 Year),,,ROBERT MEHALIK,0,0,0,0
Fayette,Redstone Township 1 - 60-01,School Director (4 Year),,,ROBERT MEHALIK,0,0,0,0
Fayette,Redstone Township 2 - 60-02,School Director (4 Year),,,ROBERT MEHALIK,0,0,0,0
Fayette,Redstone Township 3 - 60-03,School Director (4 Year),,,ROBERT MEHALIK,1,0,1,0
Fayette,Redstone Township 4 - 60-04,School Director (4 Year),,,ROBERT MEHALIK,0,0,0,0
Fayette,Brownsville Township - 04-01,School Director (4 Year),,,CHRISTIAN SESEK,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,School Director (4 Year),,,CHRISTIAN SESEK,0,0,0,0
Fayette,Brownsville Borough 2 - 06-02,School Director (4 Year),,,CHRISTIAN SESEK,0,0,0,0
Fayette,Brownsville Borough 3 - 06-03,School Director (4 Year),,,CHRISTIAN SESEK,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,School Director (4 Year),,,CHRISTIAN SESEK,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,School Director (4 Year),,,CHRISTIAN SESEK,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,School Director (4 Year),,,CHRISTIAN SESEK,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,School Director (4 Year),,,CHRISTIAN SESEK,0,0,0,0
Fayette,Redstone Township 1 - 60-01,School Director (4 Year),,,CHRISTIAN SESEK,0,0,0,0
Fayette,Redstone Township 2 - 60-02,School Director (4 Year),,,CHRISTIAN SESEK,1,0,1,0
Fayette,Redstone Township 3 - 60-03,School Director (4 Year),,,CHRISTIAN SESEK,0,0,0,0
Fayette,Redstone Township 4 - 60-04,School Director (4 Year),,,CHRISTIAN SESEK,0,0,0,0
Fayette,Brownsville Township - 04-01,School Director (4 Year),,,SUSAN SMITH,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,School Director (4 Year),,,SUSAN SMITH,0,0,0,0
Fayette,Brownsville Borough 2 - 06-02,School Director (4 Year),,,SUSAN SMITH,0,0,0,0
Fayette,Brownsville Borough 3 - 06-03,School Director (4 Year),,,SUSAN SMITH,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,School Director (4 Year),,,SUSAN SMITH,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,School Director (4 Year),,,SUSAN SMITH,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,School Director (4 Year),,,SUSAN SMITH,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,School Director (4 Year),,,SUSAN SMITH,0,0,0,0
Fayette,Redstone Township 1 - 60-01,School Director (4 Year),,,SUSAN SMITH,0,0,0,0
Fayette,Redstone Township 2 - 60-02,School Director (4 Year),,,SUSAN SMITH,0,0,0,0
Fayette,Redstone Township 3 - 60-03,School Director (4 Year),,,SUSAN SMITH,1,0,0,1
Fayette,Redstone Township 4 - 60-04,School Director (4 Year),,,SUSAN SMITH,0,0,0,0
Fayette,Bullskin Township 1 - 08-01,School Director (4 Year),,DEM/REP,Bob Renzi,635,454,173,8
Fayette,Bullskin Township 2 - 08-02,School Director (4 Year),,DEM/REP,Bob Renzi,210,172,37,1
Fayette,Bullskin Township 3 - 08-03,School Director (4 Year),,DEM/REP,Bob Renzi,230,174,55,1
Fayette,Connellsville City 1- 10-01,School Director (4 Year),,DEM/REP,Bob Renzi,256,202,52,2
Fayette,Connellsville City 2- 10-02,School Director (4 Year),,DEM/REP,Bob Renzi,241,176,60,5
Fayette,Connellsville City 3- 10-03,School Director (4 Year),,DEM/REP,Bob Renzi,125,102,23,0
Fayette,Connellsville City 4- 10-04,School Director (4 Year),,DEM/REP,Bob Renzi,188,150,38,0
Fayette,Connellsville Township - 12-01,School Director (4 Year),,DEM/REP,Bob Renzi,311,256,55,0
Fayette,Dawson Borough - 14-01,School Director (4 Year),,DEM/REP,Bob Renzi,41,37,3,1
Fayette,Dunbar Township 1 - 16-01,School Director (4 Year),,DEM/REP,Bob Renzi,356,253,101,2
Fayette,Dunbar Township 2 - 16-02,School Director (4 Year),,DEM/REP,Bob Renzi,578,396,180,2
Fayette,Dunbar  Borough - 18-01,School Director (4 Year),,DEM/REP,Bob Renzi,146,119,24,3
Fayette,Saltlick Township - 62-01,School Director (4 Year),,DEM/REP,Bob Renzi,375,281,93,1
Fayette,South Connellsville Borough - 66-01,School Director (4 Year),,DEM/REP,Bob Renzi,256,207,47,2
Fayette,Springfield Township 1 - 70-01,School Director (4 Year),,DEM/REP,Bob Renzi,133,113,18,2
Fayette,Springfield Township 2 - 70-02,School Director (4 Year),,DEM/REP,Bob Renzi,119,94,24,1
Fayette,Vanderbilt Borough - 80-01,School Director (4 Year),,DEM/REP,Bob Renzi,57,47,10,0
Fayette,Bullskin Township 1 - 08-01,School Director (4 Year),,DEM/REP,David J Martray,607,426,167,14
Fayette,Bullskin Township 2 - 08-02,School Director (4 Year),,DEM/REP,David J Martray,193,154,38,1
Fayette,Bullskin Township 3 - 08-03,School Director (4 Year),,DEM/REP,David J Martray,200,149,51,0
Fayette,Connellsville City 1- 10-01,School Director (4 Year),,DEM/REP,David J Martray,241,184,54,3
Fayette,Connellsville City 2- 10-02,School Director (4 Year),,DEM/REP,David J Martray,188,129,55,4
Fayette,Connellsville City 3- 10-03,School Director (4 Year),,DEM/REP,David J Martray,111,92,19,0
Fayette,Connellsville City 4- 10-04,School Director (4 Year),,DEM/REP,David J Martray,183,144,39,0
Fayette,Connellsville Township - 12-01,School Director (4 Year),,DEM/REP,David J Martray,304,246,58,0
Fayette,Dawson Borough - 14-01,School Director (4 Year),,DEM/REP,David J Martray,32,28,3,1
Fayette,Dunbar Township 1 - 16-01,School Director (4 Year),,DEM/REP,David J Martray,333,242,89,2
Fayette,Dunbar Township 2 - 16-02,School Director (4 Year),,DEM/REP,David J Martray,544,384,159,1
Fayette,Dunbar  Borough - 18-01,School Director (4 Year),,DEM/REP,David J Martray,131,104,25,2
Fayette,Saltlick Township - 62-01,School Director (4 Year),,DEM/REP,David J Martray,330,249,79,2
Fayette,South Connellsville Borough - 66-01,School Director (4 Year),,DEM/REP,David J Martray,259,210,46,3
Fayette,Springfield Township 1 - 70-01,School Director (4 Year),,DEM/REP,David J Martray,127,105,19,3
Fayette,Springfield Township 2 - 70-02,School Director (4 Year),,DEM/REP,David J Martray,116,92,23,1
Fayette,Vanderbilt Borough - 80-01,School Director (4 Year),,DEM/REP,David J Martray,49,37,12,0
Fayette,Bullskin Township 1 - 08-01,School Director (4 Year),,DEM/REP,Dave Panzella,686,515,159,12
Fayette,Bullskin Township 2 - 08-02,School Director (4 Year),,DEM/REP,Dave Panzella,219,176,42,1
Fayette,Bullskin Township 3 - 08-03,School Director (4 Year),,DEM/REP,Dave Panzella,209,157,52,0
Fayette,Connellsville City 1- 10-01,School Director (4 Year),,DEM/REP,Dave Panzella,216,175,39,2
Fayette,Connellsville City 2- 10-02,School Director (4 Year),,DEM/REP,Dave Panzella,205,148,51,6
Fayette,Connellsville City 3- 10-03,School Director (4 Year),,DEM/REP,Dave Panzella,124,100,23,1
Fayette,Connellsville City 4- 10-04,School Director (4 Year),,DEM/REP,Dave Panzella,187,148,39,0
Fayette,Connellsville Township - 12-01,School Director (4 Year),,DEM/REP,Dave Panzella,313,262,51,0
Fayette,Dawson Borough - 14-01,School Director (4 Year),,DEM/REP,Dave Panzella,38,33,4,1
Fayette,Dunbar Township 1 - 16-01,School Director (4 Year),,DEM/REP,Dave Panzella,317,220,92,5
Fayette,Dunbar Township 2 - 16-02,School Director (4 Year),,DEM/REP,Dave Panzella,527,372,154,1
Fayette,Dunbar  Borough - 18-01,School Director (4 Year),,DEM/REP,Dave Panzella,132,106,23,3
Fayette,Saltlick Township - 62-01,School Director (4 Year),,DEM/REP,Dave Panzella,346,263,82,1
Fayette,South Connellsville Borough - 66-01,School Director (4 Year),,DEM/REP,Dave Panzella,235,193,40,2
Fayette,Springfield Township 1 - 70-01,School Director (4 Year),,DEM/REP,Dave Panzella,147,128,16,3
Fayette,Springfield Township 2 - 70-02,School Director (4 Year),,DEM/REP,Dave Panzella,137,112,23,2
Fayette,Vanderbilt Borough - 80-01,School Director (4 Year),,DEM/REP,Dave Panzella,52,41,11,0
Fayette,Bullskin Township 1 - 08-01,School Director (4 Year),,DEM/REP,Michael Coughenour,719,548,162,9
Fayette,Bullskin Township 2 - 08-02,School Director (4 Year),,DEM/REP,Michael Coughenour,224,183,40,1
Fayette,Bullskin Township 3 - 08-03,School Director (4 Year),,DEM/REP,Michael Coughenour,214,161,53,0
Fayette,Connellsville City 1- 10-01,School Director (4 Year),,DEM/REP,Michael Coughenour,202,153,48,1
Fayette,Connellsville City 2- 10-02,School Director (4 Year),,DEM/REP,Michael Coughenour,203,150,47,6
Fayette,Connellsville City 3- 10-03,School Director (4 Year),,DEM/REP,Michael Coughenour,111,91,19,1
Fayette,Connellsville City 4- 10-04,School Director (4 Year),,DEM/REP,Michael Coughenour,169,134,35,0
Fayette,Connellsville Township - 12-01,School Director (4 Year),,DEM/REP,Michael Coughenour,293,238,55,0
Fayette,Dawson Borough - 14-01,School Director (4 Year),,DEM/REP,Michael Coughenour,30,27,3,0
Fayette,Dunbar Township 1 - 16-01,School Director (4 Year),,DEM/REP,Michael Coughenour,295,206,88,1
Fayette,Dunbar Township 2 - 16-02,School Director (4 Year),,DEM/REP,Michael Coughenour,507,350,155,2
Fayette,Dunbar  Borough - 18-01,School Director (4 Year),,DEM/REP,Michael Coughenour,116,93,21,2
Fayette,Saltlick Township - 62-01,School Director (4 Year),,DEM/REP,Michael Coughenour,373,287,84,2
Fayette,South Connellsville Borough - 66-01,School Director (4 Year),,DEM/REP,Michael Coughenour,209,175,31,3
Fayette,Springfield Township 1 - 70-01,School Director (4 Year),,DEM/REP,Michael Coughenour,147,126,19,2
Fayette,Springfield Township 2 - 70-02,School Director (4 Year),,DEM/REP,Michael Coughenour,134,101,32,1
Fayette,Vanderbilt Borough - 80-01,School Director (4 Year),,DEM/REP,Michael Coughenour,55,41,14,0
Fayette,Bullskin Township 1 - 08-01,School Director (4 Year),,,Write-in,70,66,4,0
Fayette,Bullskin Township 2 - 08-02,School Director (4 Year),,,Write-in,36,33,3,0
Fayette,Bullskin Township 3 - 08-03,School Director (4 Year),,,Write-in,5,4,1,0
Fayette,Connellsville City 1- 10-01,School Director (4 Year),,,Write-in,19,19,0,0
Fayette,Connellsville City 2- 10-02,School Director (4 Year),,,Write-in,20,17,3,0
Fayette,Connellsville City 3- 10-03,School Director (4 Year),,,Write-in,5,4,1,0
Fayette,Connellsville City 4- 10-04,School Director (4 Year),,,Write-in,25,25,0,0
Fayette,Connellsville Township - 12-01,School Director (4 Year),,,Write-in,25,25,0,0
Fayette,Dawson Borough - 14-01,School Director (4 Year),,,Write-in,5,5,0,0
Fayette,Dunbar Township 1 - 16-01,School Director (4 Year),,,Write-in,34,30,1,3
Fayette,Dunbar Township 2 - 16-02,School Director (4 Year),,,Write-in,67,61,6,0
Fayette,Dunbar  Borough - 18-01,School Director (4 Year),,,Write-in,16,15,1,0
Fayette,Saltlick Township - 62-01,School Director (4 Year),,,Write-in,11,6,5,0
Fayette,South Connellsville Borough - 66-01,School Director (4 Year),,,Write-in,24,23,1,0
Fayette,Springfield Township 1 - 70-01,School Director (4 Year),,,Write-in,5,5,0,0
Fayette,Springfield Township 2 - 70-02,School Director (4 Year),,,Write-in,4,4,0,0
Fayette,Vanderbilt Borough - 80-01,School Director (4 Year),,,Write-in,2,2,0,0
Fayette,Bullskin Township 1 - 08-01,School Director (4 Year),,,SONNIE TRAFECANTY-BENTLEY,7,7,0,0
Fayette,Bullskin Township 2 - 08-02,School Director (4 Year),,,SONNIE TRAFECANTY-BENTLEY,3,2,1,0
Fayette,Bullskin Township 3 - 08-03,School Director (4 Year),,,SONNIE TRAFECANTY-BENTLEY,0,0,0,0
Fayette,Connellsville City 1- 10-01,School Director (4 Year),,,SONNIE TRAFECANTY-BENTLEY,1,1,0,0
Fayette,Connellsville City 2- 10-02,School Director (4 Year),,,SONNIE TRAFECANTY-BENTLEY,0,0,0,0
Fayette,Connellsville City 3- 10-03,School Director (4 Year),,,SONNIE TRAFECANTY-BENTLEY,1,0,1,0
Fayette,Connellsville City 4- 10-04,School Director (4 Year),,,SONNIE TRAFECANTY-BENTLEY,0,0,0,0
Fayette,Connellsville Township - 12-01,School Director (4 Year),,,SONNIE TRAFECANTY-BENTLEY,2,2,0,0
Fayette,Dawson Borough - 14-01,School Director (4 Year),,,SONNIE TRAFECANTY-BENTLEY,1,1,0,0
Fayette,Dunbar Township 1 - 16-01,School Director (4 Year),,,SONNIE TRAFECANTY-BENTLEY,1,0,0,1
Fayette,Dunbar Township 2 - 16-02,School Director (4 Year),,,SONNIE TRAFECANTY-BENTLEY,9,7,2,0
Fayette,Dunbar  Borough - 18-01,School Director (4 Year),,,SONNIE TRAFECANTY-BENTLEY,0,0,0,0
Fayette,Saltlick Township - 62-01,School Director (4 Year),,,SONNIE TRAFECANTY-BENTLEY,0,0,0,0
Fayette,South Connellsville Borough - 66-01,School Director (4 Year),,,SONNIE TRAFECANTY-BENTLEY,2,2,0,0
Fayette,Springfield Township 1 - 70-01,School Director (4 Year),,,SONNIE TRAFECANTY-BENTLEY,1,1,0,0
Fayette,Springfield Township 2 - 70-02,School Director (4 Year),,,SONNIE TRAFECANTY-BENTLEY,0,0,0,0
Fayette,Vanderbilt Borough - 80-01,School Director (4 Year),,,SONNIE TRAFECANTY-BENTLEY,1,1,0,0
Fayette,Bullskin Township 1 - 08-01,School Director (4 Year),,,JAMES MOORE,39,37,2,0
Fayette,Bullskin Township 2 - 08-02,School Director (4 Year),,,JAMES MOORE,29,28,1,0
Fayette,Bullskin Township 3 - 08-03,School Director (4 Year),,,JAMES MOORE,1,1,0,0
Fayette,Connellsville City 1- 10-01,School Director (4 Year),,,JAMES MOORE,0,0,0,0
Fayette,Connellsville City 2- 10-02,School Director (4 Year),,,JAMES MOORE,2,2,0,0
Fayette,Connellsville City 3- 10-03,School Director (4 Year),,,JAMES MOORE,0,0,0,0
Fayette,Connellsville City 4- 10-04,School Director (4 Year),,,JAMES MOORE,2,2,0,0
Fayette,Connellsville Township - 12-01,School Director (4 Year),,,JAMES MOORE,12,12,0,0
Fayette,Dawson Borough - 14-01,School Director (4 Year),,,JAMES MOORE,0,0,0,0
Fayette,Dunbar Township 1 - 16-01,School Director (4 Year),,,JAMES MOORE,8,7,0,1
Fayette,Dunbar Township 2 - 16-02,School Director (4 Year),,,JAMES MOORE,35,35,0,0
Fayette,Dunbar  Borough - 18-01,School Director (4 Year),,,JAMES MOORE,0,0,0,0
Fayette,Saltlick Township - 62-01,School Director (4 Year),,,JAMES MOORE,0,0,0,0
Fayette,South Connellsville Borough - 66-01,School Director (4 Year),,,JAMES MOORE,4,4,0,0
Fayette,Springfield Township 1 - 70-01,School Director (4 Year),,,JAMES MOORE,0,0,0,0
Fayette,Springfield Township 2 - 70-02,School Director (4 Year),,,JAMES MOORE,0,0,0,0
Fayette,Vanderbilt Borough - 80-01,School Director (4 Year),,,JAMES MOORE,1,1,0,0
Fayette,Bullskin Township 1 - 08-01,School Director (4 Year),,,JENNIFER GRISENTHWAITE,2,2,0,0
Fayette,Bullskin Township 2 - 08-02,School Director (4 Year),,,JENNIFER GRISENTHWAITE,2,1,1,0
Fayette,Bullskin Township 3 - 08-03,School Director (4 Year),,,JENNIFER GRISENTHWAITE,1,1,0,0
Fayette,Connellsville City 1- 10-01,School Director (4 Year),,,JENNIFER GRISENTHWAITE,0,0,0,0
Fayette,Connellsville City 2- 10-02,School Director (4 Year),,,JENNIFER GRISENTHWAITE,0,0,0,0
Fayette,Connellsville City 3- 10-03,School Director (4 Year),,,JENNIFER GRISENTHWAITE,0,0,0,0
Fayette,Connellsville City 4- 10-04,School Director (4 Year),,,JENNIFER GRISENTHWAITE,0,0,0,0
Fayette,Connellsville Township - 12-01,School Director (4 Year),,,JENNIFER GRISENTHWAITE,0,0,0,0
